"palabra"	"sentimiento"	"lexicon"	"valor"
"cordial"	"tristeza"	"nrc"	0
"cordialmente"	"alegría"	"nrc"	0
"cordialmente"	"positivo"	"nrc"	0
"corneta"	"premonición"	"nrc"	0
"cornudo"	"disgusto"	"nrc"	0
"cornudo"	"negativo"	"nrc"	0
"coro"	"alegría"	"nrc"	0
"coro"	"confianza"	"nrc"	0
"coro"	"positivo"	"nrc"	0
"coronación"	"alegría"	"nrc"	0
"coronación"	"confianza"	"nrc"	0
"coronación"	"positivo"	"nrc"	0
"coronamiento"	"alegría"	"nrc"	0
"coronamiento"	"asombro"	"nrc"	0
"coronamiento"	"confianza"	"nrc"	0
"coronamiento"	"positivo"	"nrc"	0
"coronamiento"	"premonición"	"nrc"	0
"coronel"	"confianza"	"nrc"	0
"coronel"	"positivo"	"nrc"	0
"corporación"	"confianza"	"nrc"	0
"corporación"	"positivo"	"nrc"	0
"corporal"	"negativo"	"nrc"	0
"corpóreo"	"positivo"	"nrc"	0
"corrección"	"negativo"	"nrc"	0
"correctamente"	"positivo"	"nrc"	0
"correctivo"	"positivo"	"nrc"	0
"correo"	"premonición"	"nrc"	0
"correspondencia"	"positivo"	"nrc"	0
"correspondencia"	"premonición"	"nrc"	0
"corresponder"	"positivo"	"nrc"	0
"corroboración"	"confianza"	"nrc"	0
"corroborar"	"confianza"	"nrc"	0
"corroborar"	"positivo"	"nrc"	0
"corrosión"	"negativo"	"nrc"	0
"corrosivo"	"miedo"	"nrc"	0
"corrosivo"	"negativo"	"nrc"	0
"corrupción"	"disgusto"	"nrc"	0
"corrupción"	"negativo"	"nrc"	0
"corrupto"	"negativo"	"nrc"	0
"corruptora"	"disgusto"	"nrc"	0
"corruptora"	"ira"	"nrc"	0
"corruptora"	"miedo"	"nrc"	0
"corruptora"	"negativo"	"nrc"	0
"corruptora"	"tristeza"	"nrc"	0
"corse"	"tristeza"	"nrc"	0
"cortador"	"miedo"	"nrc"	0
"cortador"	"negativo"	"nrc"	0
"cortadores"	"positivo"	"nrc"	0
"cortar"	"ira"	"nrc"	0
"cortar"	"miedo"	"nrc"	0
"cortar"	"negativo"	"nrc"	0
"cortar"	"premonición"	"nrc"	0
"cortar"	"tristeza"	"nrc"	0
"corte"	"disgusto"	"nrc"	0
"corte"	"ira"	"nrc"	0
"corte"	"miedo"	"nrc"	0
"corte"	"negativo"	"nrc"	0
"corte"	"tristeza"	"nrc"	0
"cortés"	"positivo"	"nrc"	0
"cortesía"	"positivo"	"nrc"	0
"cosecha"	"alegría"	"nrc"	0
"cosecha"	"positivo"	"nrc"	0
"cosecha"	"premonición"	"nrc"	0
"cosmopolita"	"confianza"	"nrc"	0
"cosmopolita"	"positivo"	"nrc"	0
"cosquillas"	"alegría"	"nrc"	0
"cosquillas"	"asombro"	"nrc"	0
"cosquillas"	"confianza"	"nrc"	0
"cosquillas"	"positivo"	"nrc"	0
"cosquillas"	"premonición"	"nrc"	0
"costa"	"positivo"	"nrc"	0
"costado"	"negativo"	"nrc"	0
"costado"	"premonición"	"nrc"	0
"costra"	"negativo"	"nrc"	0
"costumbre"	"premonición"	"nrc"	0
"cotilla"	"negativo"	"nrc"	0
"cotilleo"	"negativo"	"nrc"	0
"cotilleos"	"negativo"	"nrc"	0
"coyote"	"miedo"	"nrc"	0
"crear"	"alegría"	"nrc"	0
"crear"	"positivo"	"nrc"	0
"creativo"	"positivo"	"nrc"	0
"crecer"	"alegría"	"nrc"	0
"crecer"	"confianza"	"nrc"	0
"crecer"	"positivo"	"nrc"	0
"crecer"	"premonición"	"nrc"	0
"creciente"	"alegría"	"nrc"	0
"creciente"	"positivo"	"nrc"	0
"creciente"	"premonición"	"nrc"	0
"crecimiento"	"positivo"	"nrc"	0
"credencial"	"confianza"	"nrc"	0
"credencial"	"positivo"	"nrc"	0
"credibilidad"	"confianza"	"nrc"	0
"credibilidad"	"positivo"	"nrc"	0
"crédito"	"confianza"	"nrc"	0
"crédito"	"positivo"	"nrc"	0
"crédulo"	"confianza"	"nrc"	0
"crédulo"	"negativo"	"nrc"	0
"crédulo"	"tristeza"	"nrc"	0
"creíble"	"confianza"	"nrc"	0
"creíble"	"positivo"	"nrc"	0
"creído"	"confianza"	"nrc"	0
"crema"	"alegría"	"nrc"	0
"crema"	"asombro"	"nrc"	0
"crema"	"positivo"	"nrc"	0
"crema"	"premonición"	"nrc"	0
"cremación"	"tristeza"	"nrc"	0
"cremallera"	"negativo"	"nrc"	0
"crepitar"	"ira"	"nrc"	0
"crescendo"	"alegría"	"nrc"	0
"crescendo"	"asombro"	"nrc"	0
"crescendo"	"confianza"	"nrc"	0
"crescendo"	"positivo"	"nrc"	0
"crescendo"	"premonición"	"nrc"	0
"creyendo"	"confianza"	"nrc"	0
"creyendo"	"positivo"	"nrc"	0
"creyente"	"confianza"	"nrc"	0
"criado"	"confianza"	"nrc"	0
"criado"	"negativo"	"nrc"	0
"criatura"	"disgusto"	"nrc"	0
"criatura"	"miedo"	"nrc"	0
"criatura"	"negativo"	"nrc"	0
"crimen"	"disgusto"	"nrc"	0
"crimen"	"ira"	"nrc"	0
"crimen"	"negativo"	"nrc"	0
"criminal"	"disgusto"	"nrc"	0
"criminal"	"ira"	"nrc"	0
"criminal"	"miedo"	"nrc"	0
"criminal"	"negativo"	"nrc"	0
"criminalidad"	"disgusto"	"nrc"	0
"criminalidad"	"ira"	"nrc"	0
"criminalidad"	"miedo"	"nrc"	0
"criminalidad"	"negativo"	"nrc"	0
"cripta"	"miedo"	"nrc"	0
"cripta"	"negativo"	"nrc"	0
"cripta"	"tristeza"	"nrc"	0
"crisis"	"negativo"	"nrc"	0
"crisis"	"tristeza"	"nrc"	0
"cristal"	"positivo"	"nrc"	0
"crítica"	"ira"	"nrc"	0
"crítica"	"negativo"	"nrc"	0
"crítica"	"positivo"	"nrc"	0
"crítica"	"tristeza"	"nrc"	0
"criticar"	"disgusto"	"nrc"	0
"criticar"	"ira"	"nrc"	0
"criticar"	"miedo"	"nrc"	0
"criticar"	"negativo"	"nrc"	0
"criticar"	"tristeza"	"nrc"	0
"crítico"	"negativo"	"nrc"	0
"crónica"	"confianza"	"nrc"	0
"crónica"	"positivo"	"nrc"	0
"crónico"	"negativo"	"nrc"	0
"crónico"	"tristeza"	"nrc"	0
"crucial"	"confianza"	"nrc"	0
"crucial"	"positivo"	"nrc"	0
"crucifixión"	"disgusto"	"nrc"	0
"crucifixión"	"ira"	"nrc"	0
"crucifixión"	"miedo"	"nrc"	0
"crucifixión"	"negativo"	"nrc"	0
"crucifixión"	"tristeza"	"nrc"	0
"crudo"	"disgusto"	"nrc"	0
"crudo"	"negativo"	"nrc"	0
"cruel"	"disgusto"	"nrc"	0
"cruel"	"ira"	"nrc"	0
"cruel"	"miedo"	"nrc"	0
"cruel"	"negativo"	"nrc"	0
"cruel"	"tristeza"	"nrc"	0
"crueldad"	"disgusto"	"nrc"	0
"crueldad"	"ira"	"nrc"	0
"crueldad"	"miedo"	"nrc"	0
"crueldad"	"negativo"	"nrc"	0
"crueldad"	"tristeza"	"nrc"	0
"crujido"	"ira"	"nrc"	0
"crujido"	"negativo"	"nrc"	0
"crujiente"	"confianza"	"nrc"	0
"crujiente"	"disgusto"	"nrc"	0
"crujiente"	"negativo"	"nrc"	0
"cruzada"	"ira"	"nrc"	0
"cruzada"	"miedo"	"nrc"	0
"cruzada"	"negativo"	"nrc"	0
"cruzado"	"negativo"	"nrc"	0
"cruzar"	"ira"	"nrc"	0
"cruzar"	"miedo"	"nrc"	0
"cruzar"	"negativo"	"nrc"	0
"cruzar"	"tristeza"	"nrc"	0
"cuarentena"	"miedo"	"nrc"	0
"cuarentena"	"negativo"	"nrc"	0
"cubierta"	"confianza"	"nrc"	0
"cubo"	"confianza"	"nrc"	0
"cuchilla"	"miedo"	"nrc"	0
"cuchillada"	"miedo"	"nrc"	0
"cuchillada"	"negativo"	"nrc"	0
"cuco"	"negativo"	"nrc"	0
"cuenta"	"confianza"	"nrc"	0
"cuentas"	"confianza"	"nrc"	0
"cuento"	"positivo"	"nrc"	0
"cuestión"	"positivo"	"nrc"	0
"cuestionable"	"disgusto"	"nrc"	0
"cuestionable"	"negativo"	"nrc"	0
"cuidadosamente"	"positivo"	"nrc"	0
"cuidadoso"	"positivo"	"nrc"	0
"culata"	"negativo"	"nrc"	0
"culinario"	"confianza"	"nrc"	0
"culinario"	"positivo"	"nrc"	0
"culminación"	"positivo"	"nrc"	0
"culo"	"disgusto"	"nrc"	0
"culo"	"negativo"	"nrc"	0
"culo"	"tristeza"	"nrc"	0
"culpa"	"disgusto"	"nrc"	0
"culpa"	"ira"	"nrc"	0
"culpa"	"negativo"	"nrc"	0
"culpa"	"tristeza"	"nrc"	0
"culpabilidad"	"negativo"	"nrc"	0
"culpable"	"ira"	"nrc"	0
"culpable"	"negativo"	"nrc"	0
"culpable"	"tristeza"	"nrc"	0
"culpar"	"disgusto"	"nrc"	0
"culpar"	"ira"	"nrc"	0
"culpar"	"negativo"	"nrc"	0
"cultivado"	"positivo"	"nrc"	0
"cultivar"	"confianza"	"nrc"	0
"cultivar"	"positivo"	"nrc"	0
"cultivar"	"premonición"	"nrc"	0
"cultivo"	"positivo"	"nrc"	0
"culto"	"alegría"	"nrc"	0
"culto"	"confianza"	"nrc"	0
"culto"	"miedo"	"nrc"	0
"culto"	"negativo"	"nrc"	0
"culto"	"positivo"	"nrc"	0
"culto"	"premonición"	"nrc"	0
"cultura"	"positivo"	"nrc"	0
"cumpleaños"	"alegría"	"nrc"	0
"cumpleaños"	"asombro"	"nrc"	0
"cumpleaños"	"positivo"	"nrc"	0
"cumpleaños"	"premonición"	"nrc"	0
"cumplido"	"alegría"	"nrc"	0
"cumplido"	"asombro"	"nrc"	0
"cumplido"	"confianza"	"nrc"	0
"cumplido"	"positivo"	"nrc"	0
"cumplido"	"premonición"	"nrc"	0
"cumplimiento"	"alegría"	"nrc"	0
"cumplimiento"	"confianza"	"nrc"	0
"cumplimiento"	"positivo"	"nrc"	0
"cumplimiento"	"premonición"	"nrc"	0
"cumplir"	"alegría"	"nrc"	0
"cumplir"	"positivo"	"nrc"	0
"cuna"	"alegría"	"nrc"	0
"cuna"	"confianza"	"nrc"	0
"cuna"	"positivo"	"nrc"	0
"cuna"	"premonición"	"nrc"	0
"cuota"	"alegría"	"nrc"	0
"cuota"	"confianza"	"nrc"	0
"cuota"	"ira"	"nrc"	0
"cuota"	"negativo"	"nrc"	0
"cuota"	"positivo"	"nrc"	0
"cuota"	"premonición"	"nrc"	0
"curable"	"confianza"	"nrc"	0
"curable"	"positivo"	"nrc"	0
"curación"	"alegría"	"nrc"	0
"curación"	"confianza"	"nrc"	0
"curación"	"positivo"	"nrc"	0
"curación"	"premonición"	"nrc"	0
"curandero"	"disgusto"	"nrc"	0
"curandero"	"negativo"	"nrc"	0
"curiosidad"	"asombro"	"nrc"	0
"curiosidad"	"positivo"	"nrc"	0
"curiosidad"	"premonición"	"nrc"	0
"curioso"	"negativo"	"nrc"	0
"curro"	"positivo"	"nrc"	0
"curtido"	"disgusto"	"nrc"	0
"curtido"	"ira"	"nrc"	0
"curtido"	"miedo"	"nrc"	0
"curtido"	"negativo"	"nrc"	0
"custodia"	"confianza"	"nrc"	0
"custodio"	"confianza"	"nrc"	0
"dados"	"premonición"	"nrc"	0
"daga"	"miedo"	"nrc"	0
"daga"	"negativo"	"nrc"	0
"dama"	"confianza"	"nrc"	0
"dama"	"disgusto"	"nrc"	0
"dama"	"ira"	"nrc"	0
"dama"	"positivo"	"nrc"	0
"dando"	"positivo"	"nrc"	0
"dandy"	"disgusto"	"nrc"	0
"dandy"	"negativo"	"nrc"	0
"danza"	"alegría"	"nrc"	0
"danza"	"confianza"	"nrc"	0
"danza"	"positivo"	"nrc"	0
"daño"	"disgusto"	"nrc"	0
"daño"	"ira"	"nrc"	0
"daño"	"miedo"	"nrc"	0
"daño"	"negativo"	"nrc"	0
"daño"	"tristeza"	"nrc"	0
"dardo"	"miedo"	"nrc"	0
"debacle"	"miedo"	"nrc"	0
"debacle"	"negativo"	"nrc"	0
"debacle"	"tristeza"	"nrc"	0
"debate"	"positivo"	"nrc"	0
"deberes"	"miedo"	"nrc"	0
"débil"	"negativo"	"nrc"	0
"débil"	"tristeza"	"nrc"	0
"debilidad"	"negativo"	"nrc"	0
"debilitado"	"negativo"	"nrc"	0
"débilmente"	"miedo"	"nrc"	0
"débilmente"	"negativo"	"nrc"	0
"débilmente"	"tristeza"	"nrc"	0
"decaimiento"	"miedo"	"nrc"	0
"decaimiento"	"negativo"	"nrc"	0
"decaimiento"	"tristeza"	"nrc"	0
"decencia"	"positivo"	"nrc"	0
"decente"	"positivo"	"nrc"	0
"decepción"	"disgusto"	"nrc"	0
"decepción"	"negativo"	"nrc"	0
"decepción"	"tristeza"	"nrc"	0
"decepcionado"	"disgusto"	"nrc"	0
"decepcionado"	"ira"	"nrc"	0
"decepcionado"	"negativo"	"nrc"	0
"decepcionado"	"tristeza"	"nrc"	0
"decepcionante"	"negativo"	"nrc"	0
"decepcionante"	"tristeza"	"nrc"	0
"decepcionar"	"disgusto"	"nrc"	0
"decepcionar"	"ira"	"nrc"	0
"decepcionar"	"negativo"	"nrc"	0
"decepcionar"	"tristeza"	"nrc"	0
"dechado"	"alegría"	"nrc"	0
"dechado"	"confianza"	"nrc"	0
"dechado"	"positivo"	"nrc"	0
"dechado"	"premonición"	"nrc"	0
"decimotercero"	"miedo"	"nrc"	0
"declaración"	"confianza"	"nrc"	0
"declaración"	"positivo"	"nrc"	0
"declaratorio"	"positivo"	"nrc"	0
"declinación"	"negativo"	"nrc"	0
"declinante"	"negativo"	"nrc"	0
"decremento"	"negativo"	"nrc"	0
"decrépito"	"negativo"	"nrc"	0
"dedicación"	"positivo"	"nrc"	0
"deducir"	"negativo"	"nrc"	0
"defecto"	"disgusto"	"nrc"	0
"defecto"	"ira"	"nrc"	0
"defecto"	"miedo"	"nrc"	0
"defecto"	"negativo"	"nrc"	0
"defecto"	"premonición"	"nrc"	0
"defecto"	"tristeza"	"nrc"	0
"defectuoso"	"disgusto"	"nrc"	0
"defectuoso"	"negativo"	"nrc"	0
"defender"	"miedo"	"nrc"	0
"defender"	"positivo"	"nrc"	0
"defendido"	"confianza"	"nrc"	0
"defendido"	"positivo"	"nrc"	0
"defensa"	"alegría"	"nrc"	0
"defensa"	"confianza"	"nrc"	0
"defensa"	"ira"	"nrc"	0
"defensa"	"miedo"	"nrc"	0
"defensa"	"positivo"	"nrc"	0
"defensa"	"premonición"	"nrc"	0
"defensor"	"confianza"	"nrc"	0
"defensor"	"positivo"	"nrc"	0
"deferencia"	"confianza"	"nrc"	0
"deferencia"	"positivo"	"nrc"	0
"deficiencia"	"negativo"	"nrc"	0
"déficit"	"negativo"	"nrc"	0
"definitivo"	"confianza"	"nrc"	0
"definitivo"	"positivo"	"nrc"	0
"deflación"	"miedo"	"nrc"	0
"deflación"	"negativo"	"nrc"	0
"deformado"	"disgusto"	"nrc"	0
"deformado"	"negativo"	"nrc"	0
"deformado"	"tristeza"	"nrc"	0
"deformar"	"disgusto"	"nrc"	0
"deformar"	"negativo"	"nrc"	0
"deformidad"	"disgusto"	"nrc"	0
"deformidad"	"miedo"	"nrc"	0
"deformidad"	"negativo"	"nrc"	0
"deformidad"	"tristeza"	"nrc"	0
"defraudar"	"disgusto"	"nrc"	0
"defraudar"	"ira"	"nrc"	0
"defraudar"	"negativo"	"nrc"	0
"degeneración"	"disgusto"	"nrc"	0
"degeneración"	"ira"	"nrc"	0
"degeneración"	"negativo"	"nrc"	0
"degeneración"	"tristeza"	"nrc"	0
"degenerado"	"negativo"	"nrc"	0
"degollador"	"ira"	"nrc"	0
"degollador"	"miedo"	"nrc"	0
"degollador"	"negativo"	"nrc"	0
"degollar"	"ira"	"nrc"	0
"degollar"	"miedo"	"nrc"	0
"degollar"	"negativo"	"nrc"	0
"degradación"	"negativo"	"nrc"	0
"degradante"	"disgusto"	"nrc"	0
"degradante"	"miedo"	"nrc"	0
"degradante"	"negativo"	"nrc"	0
"degradante"	"tristeza"	"nrc"	0
"degradar"	"disgusto"	"nrc"	0
"degradar"	"negativo"	"nrc"	0
"dejar"	"asombro"	"nrc"	0
"dejar"	"negativo"	"nrc"	0
"dejar"	"tristeza"	"nrc"	0
"delantero"	"positivo"	"nrc"	0
"delator"	"negativo"	"nrc"	0
"delegado"	"confianza"	"nrc"	0
"delegado"	"positivo"	"nrc"	0
"deleite"	"alegría"	"nrc"	0
"deleite"	"positivo"	"nrc"	0
"deleite"	"premonición"	"nrc"	0
"deletéreo"	"disgusto"	"nrc"	0
"deletéreo"	"ira"	"nrc"	0
"deletéreo"	"miedo"	"nrc"	0
"deletéreo"	"negativo"	"nrc"	0
"delfín"	"alegría"	"nrc"	0
"delfín"	"asombro"	"nrc"	0
"delfín"	"confianza"	"nrc"	0
"delfín"	"positivo"	"nrc"	0
"delgado"	"positivo"	"nrc"	0
"deliberado"	"positivo"	"nrc"	0
"delicioso"	"alegría"	"nrc"	0
"delicioso"	"positivo"	"nrc"	0
"delicioso"	"premonición"	"nrc"	0
"delincuencia"	"negativo"	"nrc"	0
"delincuente"	"disgusto"	"nrc"	0
"delincuente"	"ira"	"nrc"	0
"delincuente"	"miedo"	"nrc"	0
"delincuente"	"negativo"	"nrc"	0
"delincuente"	"tristeza"	"nrc"	0
"delirante"	"ira"	"nrc"	0
"delirante"	"miedo"	"nrc"	0
"delirante"	"negativo"	"nrc"	0
"delirante"	"tristeza"	"nrc"	0
"delirio"	"alegría"	"nrc"	0
"delirio"	"asombro"	"nrc"	0
"delirio"	"confianza"	"nrc"	0
"delirio"	"disgusto"	"nrc"	0
"delirio"	"ira"	"nrc"	0
"delirio"	"negativo"	"nrc"	0
"delirio"	"positivo"	"nrc"	0
"delirio"	"tristeza"	"nrc"	0
"delito"	"disgusto"	"nrc"	0
"delito"	"ira"	"nrc"	0
"delito"	"miedo"	"nrc"	0
"delito"	"negativo"	"nrc"	0
"delito"	"tristeza"	"nrc"	0
"demacrado"	"miedo"	"nrc"	0
"demacrado"	"negativo"	"nrc"	0
"demacrado"	"tristeza"	"nrc"	0
"demanda"	"ira"	"nrc"	0
"demanda"	"negativo"	"nrc"	0
"demandante"	"disgusto"	"nrc"	0
"demandante"	"ira"	"nrc"	0
"demandante"	"negativo"	"nrc"	0
"demandar"	"ira"	"nrc"	0
"demandar"	"negativo"	"nrc"	0
"demandar"	"tristeza"	"nrc"	0
"demencia"	"miedo"	"nrc"	0
"demencia"	"negativo"	"nrc"	0
"demencia"	"tristeza"	"nrc"	0
"demente"	"ira"	"nrc"	0
"demente"	"miedo"	"nrc"	0
"demente"	"negativo"	"nrc"	0
"democracia"	"positivo"	"nrc"	0
"demoler"	"ira"	"nrc"	0
"demoler"	"negativo"	"nrc"	0
"demoler"	"tristeza"	"nrc"	0
"demolición"	"negativo"	"nrc"	0
"demoníaco"	"disgusto"	"nrc"	0
"demoníaco"	"ira"	"nrc"	0
"demoníaco"	"miedo"	"nrc"	0
"demoníaco"	"negativo"	"nrc"	0
"demoníaco"	"tristeza"	"nrc"	0
"demonio"	"asombro"	"nrc"	0
"demonio"	"disgusto"	"nrc"	0
"demonio"	"ira"	"nrc"	0
"demonio"	"miedo"	"nrc"	0
"demonio"	"negativo"	"nrc"	0
"demonio"	"tristeza"	"nrc"	0
"demostrable"	"positivo"	"nrc"	0
"demostrar"	"positivo"	"nrc"	0
"demostrativo"	"alegría"	"nrc"	0
"demostrativo"	"positivo"	"nrc"	0
"demostrativo"	"tristeza"	"nrc"	0
"denuncia"	"disgusto"	"nrc"	0
"denuncia"	"ira"	"nrc"	0
"denuncia"	"miedo"	"nrc"	0
"denuncia"	"negativo"	"nrc"	0
"denunciar"	"disgusto"	"nrc"	0
"denunciar"	"ira"	"nrc"	0
"denunciar"	"negativo"	"nrc"	0
"dependencia"	"confianza"	"nrc"	0
"dependencia"	"miedo"	"nrc"	0
"dependencia"	"negativo"	"nrc"	0
"dependencia"	"positivo"	"nrc"	0
"dependencia"	"tristeza"	"nrc"	0
"depender"	"confianza"	"nrc"	0
"depender"	"premonición"	"nrc"	0
"dependiente"	"confianza"	"nrc"	0
"dependiente"	"negativo"	"nrc"	0
"dependiente"	"positivo"	"nrc"	0
"deplorable"	"disgusto"	"nrc"	0
"deplorable"	"ira"	"nrc"	0
"deplorable"	"miedo"	"nrc"	0
"deplorable"	"negativo"	"nrc"	0
"deplorable"	"tristeza"	"nrc"	0
"deplorablemente"	"disgusto"	"nrc"	0
"deplorablemente"	"negativo"	"nrc"	0
"deplorablemente"	"tristeza"	"nrc"	0
"deplorar"	"disgusto"	"nrc"	0
"deplorar"	"ira"	"nrc"	0
"deplorar"	"negativo"	"nrc"	0
"deplorar"	"tristeza"	"nrc"	0
"deportación"	"ira"	"nrc"	0
"deportación"	"miedo"	"nrc"	0
"deportación"	"negativo"	"nrc"	0
"deportación"	"tristeza"	"nrc"	0
"deportar"	"miedo"	"nrc"	0
"deportar"	"negativo"	"nrc"	0
"deportar"	"tristeza"	"nrc"	0
"depositario"	"confianza"	"nrc"	0
"depravación"	"disgusto"	"nrc"	0
"depravación"	"ira"	"nrc"	0
"depravación"	"negativo"	"nrc"	0
"depravado"	"disgusto"	"nrc"	0
"depravado"	"ira"	"nrc"	0
"depravado"	"miedo"	"nrc"	0
"depravado"	"negativo"	"nrc"	0
"depravado"	"premonición"	"nrc"	0
"depravado"	"tristeza"	"nrc"	0
"depreciación"	"miedo"	"nrc"	0
"depreciación"	"negativo"	"nrc"	0
"depreciado"	"disgusto"	"nrc"	0
"depreciado"	"ira"	"nrc"	0
"depreciado"	"miedo"	"nrc"	0
"depreciado"	"negativo"	"nrc"	0
"depreciado"	"tristeza"	"nrc"	0
"depreciar"	"disgusto"	"nrc"	0
"depreciar"	"ira"	"nrc"	0
"depreciar"	"negativo"	"nrc"	0
"depredador"	"negativo"	"nrc"	0
"depresión"	"negativo"	"nrc"	0
"depresión"	"tristeza"	"nrc"	0
"depresivo"	"negativo"	"nrc"	0
"depresivo"	"tristeza"	"nrc"	0
"deprimente"	"disgusto"	"nrc"	0
"deprimente"	"negativo"	"nrc"	0
"deprimente"	"tristeza"	"nrc"	0
"deprimido"	"ira"	"nrc"	0
"deprimido"	"miedo"	"nrc"	0
"deprimido"	"negativo"	"nrc"	0
"deprimido"	"tristeza"	"nrc"	0
"deprimir"	"miedo"	"nrc"	0
"deprimir"	"negativo"	"nrc"	0
"deprimir"	"tristeza"	"nrc"	0
"deriva"	"miedo"	"nrc"	0
"deriva"	"negativo"	"nrc"	0
"deriva"	"premonición"	"nrc"	0
"deriva"	"tristeza"	"nrc"	0
"dermatólogo"	"confianza"	"nrc"	0
"derogación"	"disgusto"	"nrc"	0
"derogación"	"ira"	"nrc"	0
"derogación"	"miedo"	"nrc"	0
"derogación"	"negativo"	"nrc"	0
"derogación"	"tristeza"	"nrc"	0
"derribar"	"asombro"	"nrc"	0
"derrocamiento"	"miedo"	"nrc"	0
"derrocamiento"	"negativo"	"nrc"	0
"derrocamiento"	"premonición"	"nrc"	0
"derrota"	"negativo"	"nrc"	0
"derrotado"	"negativo"	"nrc"	0
"derrotado"	"tristeza"	"nrc"	0
"desacreditar"	"ira"	"nrc"	0
"desacreditar"	"negativo"	"nrc"	0
"desactivar"	"negativo"	"nrc"	0
"desacuerdo"	"ira"	"nrc"	0
"desacuerdo"	"negativo"	"nrc"	0
"desacuerdo"	"tristeza"	"nrc"	0
"desafecto"	"negativo"	"nrc"	0
"desafiante"	"ira"	"nrc"	0
"desafiante"	"negativo"	"nrc"	0
"desafiar"	"asombro"	"nrc"	0
"desafiar"	"ira"	"nrc"	0
"desafiar"	"miedo"	"nrc"	0
"desafiar"	"negativo"	"nrc"	0
"desafiar"	"tristeza"	"nrc"	0
"desafío"	"disgusto"	"nrc"	0
"desafío"	"ira"	"nrc"	0
"desafío"	"miedo"	"nrc"	0
"desafío"	"negativo"	"nrc"	0
"desafortunado"	"disgusto"	"nrc"	0
"desafortunado"	"ira"	"nrc"	0
"desafortunado"	"miedo"	"nrc"	0
"desafortunado"	"negativo"	"nrc"	0
"desafortunado"	"tristeza"	"nrc"	0
"desagradable"	"disgusto"	"nrc"	0
"desagradable"	"negativo"	"nrc"	0
"desagradable"	"tristeza"	"nrc"	0
"desagradecido"	"disgusto"	"nrc"	0
"desagradecido"	"ira"	"nrc"	0
"desagradecido"	"negativo"	"nrc"	0
"desagrado"	"disgusto"	"nrc"	0
"desagrado"	"negativo"	"nrc"	0
"desahuciar"	"negativo"	"nrc"	0
"desahuciar"	"tristeza"	"nrc"	0
"desahucio"	"disgusto"	"nrc"	0
"desahucio"	"ira"	"nrc"	0
"desahucio"	"miedo"	"nrc"	0
"desahucio"	"negativo"	"nrc"	0
"desahucio"	"tristeza"	"nrc"	0
"desajuste"	"negativo"	"nrc"	0
"desalentar"	"miedo"	"nrc"	0
"desalentar"	"negativo"	"nrc"	0
"desalentar"	"tristeza"	"nrc"	0
"desaliento"	"negativo"	"nrc"	0
"desalojo"	"disgusto"	"nrc"	0
"desalojo"	"ira"	"nrc"	0
"desalojo"	"miedo"	"nrc"	0
"desalojo"	"negativo"	"nrc"	0
"desalojo"	"tristeza"	"nrc"	0
"desamparado"	"negativo"	"nrc"	0
"desamparado"	"tristeza"	"nrc"	0
"desaparecer"	"asombro"	"nrc"	0
"desaparecer"	"miedo"	"nrc"	0
"desaparecido"	"asombro"	"nrc"	0
"desaparecido"	"miedo"	"nrc"	0
"desaparecido"	"negativo"	"nrc"	0
"desaparecido"	"tristeza"	"nrc"	0
"desapasionado"	"negativo"	"nrc"	0
"desapasionado"	"tristeza"	"nrc"	0
"desapego"	"negativo"	"nrc"	0
"desaprensivo"	"negativo"	"nrc"	0
"desaprobación"	"disgusto"	"nrc"	0
"desaprobación"	"ira"	"nrc"	0
"desaprobación"	"negativo"	"nrc"	0
"desaprobación"	"tristeza"	"nrc"	0
"desaprobado"	"ira"	"nrc"	0
"desaprobado"	"negativo"	"nrc"	0
"desaprobado"	"tristeza"	"nrc"	0
"desaprobar"	"disgusto"	"nrc"	0
"desaprobar"	"ira"	"nrc"	0
"desaprobar"	"miedo"	"nrc"	0
"desaprobar"	"negativo"	"nrc"	0
"desaprobar"	"tristeza"	"nrc"	0
"desaprovechado"	"disgusto"	"nrc"	0
"desaprovechado"	"ira"	"nrc"	0
"desaprovechado"	"negativo"	"nrc"	0
"desarrollar"	"positivo"	"nrc"	0
"desarrollar"	"premonición"	"nrc"	0
"desastre"	"asombro"	"nrc"	0
"desastre"	"disgusto"	"nrc"	0
"desastre"	"ira"	"nrc"	0
"desastre"	"miedo"	"nrc"	0
"desastre"	"negativo"	"nrc"	0
"desastre"	"tristeza"	"nrc"	0
"desastroso"	"ira"	"nrc"	0
"desastroso"	"miedo"	"nrc"	0
"desastroso"	"negativo"	"nrc"	0
"desastroso"	"tristeza"	"nrc"	0
"desatar"	"alegría"	"nrc"	0
"desatar"	"negativo"	"nrc"	0
"desatar"	"positivo"	"nrc"	0
"desatendido"	"disgusto"	"nrc"	0
"desatendido"	"negativo"	"nrc"	0
"desayuno"	"positivo"	"nrc"	0
"desbancar"	"tristeza"	"nrc"	0
"desbordamiento"	"negativo"	"nrc"	0
"descalificación"	"negativo"	"nrc"	0
"descalificado"	"disgusto"	"nrc"	0
"descalificado"	"ira"	"nrc"	0
"descalificado"	"negativo"	"nrc"	0
"descalificado"	"tristeza"	"nrc"	0
"descalificar"	"negativo"	"nrc"	0
"descalificar"	"tristeza"	"nrc"	0
"descanso"	"alegría"	"nrc"	0
"descanso"	"confianza"	"nrc"	0
"descanso"	"positivo"	"nrc"	0
