palabra	sentimiento	lexicon	valor
clamor	ira	nrc	NA
clamor	negativo	nrc	NA
clamor	premonición	nrc	NA
clan	confianza	nrc	NA
claridad	positivo	nrc	NA
clarividente	positivo	nrc	NA
clase	alegría	nrc	NA
clase	confianza	nrc	NA
clase	positivo	nrc	NA
clásico	positivo	nrc	NA
clásicos	alegría	nrc	NA
clásicos	positivo	nrc	NA
clasificación	ira	nrc	NA
clasificación	miedo	nrc	NA
clasificación	negativo	nrc	NA
clasificación	tristeza	nrc	NA
clasificador	positivo	nrc	NA
clasificar	positivo	nrc	NA
claustro	negativo	nrc	NA
clerical	confianza	nrc	NA
clerical	positivo	nrc	NA
cliente	positivo	nrc	NA
clímax	alegría	nrc	NA
clímax	asombro	nrc	NA
clímax	confianza	nrc	NA
clímax	positivo	nrc	NA
clímax	premonición	nrc	NA
cloroformo	negativo	nrc	NA
coacción	disgusto	nrc	NA
coacción	ira	nrc	NA
coacción	miedo	nrc	NA
coacción	negativo	nrc	NA
coacción	tristeza	nrc	NA
coalición	positivo	nrc	NA
cobarde	disgusto	nrc	NA
cobarde	miedo	nrc	NA
cobarde	negativo	nrc	NA
cobarde	tristeza	nrc	NA
cobardía	miedo	nrc	NA
cobardía	negativo	nrc	NA
cobertizo	negativo	nrc	NA
cobra	miedo	nrc	NA
cobrable	miedo	nrc	NA
cobrable	negativo	nrc	NA
cobrable	tristeza	nrc	NA
cocaína	negativo	nrc	NA
cocaína	tristeza	nrc	NA
cocodrilo	miedo	nrc	NA
codazo	negativo	nrc	NA
codazo	premonición	nrc	NA
codicia	disgusto	nrc	NA
codicia	ira	nrc	NA
codicia	negativo	nrc	NA
codiciar	negativo	nrc	NA
codicioso	disgusto	nrc	NA
codicioso	negativo	nrc	NA
codo	ira	nrc	NA
coerción	disgusto	nrc	NA
coerción	ira	nrc	NA
coerción	miedo	nrc	NA
coerción	negativo	nrc	NA
coerción	tristeza	nrc	NA
coexistente	confianza	nrc	NA
coexistir	confianza	nrc	NA
coexistir	positivo	nrc	NA
cognitivo	positivo	nrc	NA
coherencia	positivo	nrc	NA
coherente	positivo	nrc	NA
cohesión	confianza	nrc	NA
cohesivo	confianza	nrc	NA
cohesivo	positivo	nrc	NA
cohete	ira	nrc	NA
coincidencia	asombro	nrc	NA
cojear	negativo	nrc	NA
cojín	positivo	nrc	NA
colaborador	confianza	nrc	NA
colapso	disgusto	nrc	NA
colapso	miedo	nrc	NA
colapso	negativo	nrc	NA
colapso	tristeza	nrc	NA
colateral	confianza	nrc	NA
colectivamente	confianza	nrc	NA
colectivamente	positivo	nrc	NA
cólera	disgusto	nrc	NA
cólera	miedo	nrc	NA
cólera	negativo	nrc	NA
cólera	tristeza	nrc	NA
colgante	disgusto	nrc	NA
colgante	ira	nrc	NA
colgante	miedo	nrc	NA
colgante	negativo	nrc	NA
colgante	tristeza	nrc	NA
cólico	negativo	nrc	NA
colisión	ira	nrc	NA
colisión	negativo	nrc	NA
colmena	negativo	nrc	NA
colmillo	miedo	nrc	NA
colmillos	miedo	nrc	NA
colosal	positivo	nrc	NA
colusión	disgusto	nrc	NA
colusión	ira	nrc	NA
colusión	miedo	nrc	NA
colusión	negativo	nrc	NA
colusión	tristeza	nrc	NA
coma	miedo	nrc	NA
coma	negativo	nrc	NA
coma	tristeza	nrc	NA
comandante	confianza	nrc	NA
comandante	positivo	nrc	NA
comatoso	miedo	nrc	NA
comatoso	negativo	nrc	NA
comatoso	tristeza	nrc	NA
combate	ira	nrc	NA
combate	miedo	nrc	NA
combate	negativo	nrc	NA
combatiente	ira	nrc	NA
combatiente	miedo	nrc	NA
combatiente	negativo	nrc	NA
combativo	ira	nrc	NA
combativo	miedo	nrc	NA
combativo	negativo	nrc	NA
comentarista	positivo	nrc	NA
comenzado	premonición	nrc	NA
comer	positivo	nrc	NA
comerciante	confianza	nrc	NA
comercio	confianza	nrc	NA
cometa	disgusto	nrc	NA
cometa	negativo	nrc	NA
cómico	disgusto	nrc	NA
cómico	negativo	nrc	NA
comida	alegría	nrc	NA
comida	confianza	nrc	NA
comida	positivo	nrc	NA
comienzo	premonición	nrc	NA
comisión	confianza	nrc	NA
comité	confianza	nrc	NA
comodidad	alegría	nrc	NA
comodidad	confianza	nrc	NA
comodidad	positivo	nrc	NA
comodidad	premonición	nrc	NA
comodín	alegría	nrc	NA
comodín	asombro	nrc	NA
comodín	positivo	nrc	NA
comodoro	confianza	nrc	NA
comodoro	positivo	nrc	NA
compacto	confianza	nrc	NA
compadecerse	tristeza	nrc	NA
compañerismo	positivo	nrc	NA
compañero	alegría	nrc	NA
compañero	confianza	nrc	NA
compañero	positivo	nrc	NA
compasión	miedo	nrc	NA
compasión	positivo	nrc	NA
compasivo	positivo	nrc	NA
compatibilidad	positivo	nrc	NA
compatible	positivo	nrc	NA
compatriota	confianza	nrc	NA
compensación	positivo	nrc	NA
compensar	alegría	nrc	NA
compensar	asombro	nrc	NA
compensar	confianza	nrc	NA
compensar	positivo	nrc	NA
compensar	premonición	nrc	NA
compensatoria	positivo	nrc	NA
competencia	alegría	nrc	NA
competencia	asombro	nrc	NA
competencia	confianza	nrc	NA
competencia	negativo	nrc	NA
competencia	positivo	nrc	NA
competencia	premonición	nrc	NA
competente	confianza	nrc	NA
competente	positivo	nrc	NA
complacencia	positivo	nrc	NA
complaciente	alegría	nrc	NA
complaciente	asombro	nrc	NA
complaciente	confianza	nrc	NA
complaciente	disgusto	nrc	NA
complaciente	ira	nrc	NA
complaciente	miedo	nrc	NA
complaciente	positivo	nrc	NA
complaciente	premonición	nrc	NA
complejidad	negativo	nrc	NA
complementario	positivo	nrc	NA
complemento	alegría	nrc	NA
complemento	asombro	nrc	NA
complemento	confianza	nrc	NA
complemento	positivo	nrc	NA
complemento	premonición	nrc	NA
completamente	confianza	nrc	NA
completamente	positivo	nrc	NA
completar	alegría	nrc	NA
completar	positivo	nrc	NA
completar	premonición	nrc	NA
completo	positivo	nrc	NA
complicación	negativo	nrc	NA
complicado	negativo	nrc	NA
complicar	ira	nrc	NA
complicar	negativo	nrc	NA
complicidad	negativo	nrc	NA
complicidad	positivo	nrc	NA
compositor	positivo	nrc	NA
compost	disgusto	nrc	NA
compost	negativo	nrc	NA
compras	alegría	nrc	NA
compras	asombro	nrc	NA
compras	confianza	nrc	NA
compras	positivo	nrc	NA
compras	premonición	nrc	NA
comprender	positivo	nrc	NA
comprensión	confianza	nrc	NA
comprensión	positivo	nrc	NA
comprensivo	positivo	nrc	NA
comprimir	ira	nrc	NA
comprometido	confianza	nrc	NA
comprometido	positivo	nrc	NA
compromiso	negativo	nrc	NA
compromiso	tristeza	nrc	NA
compuesto	positivo	nrc	NA
compulsión	ira	nrc	NA
compulsión	negativo	nrc	NA
comunicación	confianza	nrc	NA
comunicarse	confianza	nrc	NA
comunicarse	positivo	nrc	NA
comunicativo	positivo	nrc	NA
comunidad	positivo	nrc	NA
comunión	alegría	nrc	NA
comunión	confianza	nrc	NA
comunión	positivo	nrc	NA
comunismo	ira	nrc	NA
comunismo	miedo	nrc	NA
comunismo	negativo	nrc	NA
comunismo	tristeza	nrc	NA
comunista	negativo	nrc	NA
conceder	alegría	nrc	NA
conceder	confianza	nrc	NA
conceder	positivo	nrc	NA
conceder	premonición	nrc	NA
concedido	positivo	nrc	NA
concéntrico	positivo	nrc	NA
concha	asombro	nrc	NA
concha	ira	nrc	NA
concha	miedo	nrc	NA
concha	negativo	nrc	NA
concha	tristeza	nrc	NA
conciencia	confianza	nrc	NA
conciencia	positivo	nrc	NA
concienzudo	confianza	nrc	NA
concienzudo	positivo	nrc	NA
conciliación	alegría	nrc	NA
conciliación	confianza	nrc	NA
conciliación	positivo	nrc	NA
conciliar	positivo	nrc	NA
conclusiva	positivo	nrc	NA
concordancia	confianza	nrc	NA
concordancia	positivo	nrc	NA
concordia	confianza	nrc	NA
concordia	positivo	nrc	NA
condado	confianza	nrc	NA
conde	positivo	nrc	NA
condenación	disgusto	nrc	NA
condenación	ira	nrc	NA
condenación	miedo	nrc	NA
condenación	negativo	nrc	NA
condenación	premonición	nrc	NA
condenación	tristeza	nrc	NA
condenado	miedo	nrc	NA
condenado	negativo	nrc	NA
condenado	tristeza	nrc	NA
condenar	ira	nrc	NA
condenar	negativo	nrc	NA
condesa	positivo	nrc	NA
condescendencia	disgusto	nrc	NA
condescendencia	ira	nrc	NA
condescendencia	negativo	nrc	NA
condescendencia	tristeza	nrc	NA
condescendiente	negativo	nrc	NA
condición	confianza	nrc	NA
condolencia	positivo	nrc	NA
condolencia	tristeza	nrc	NA
condonar	positivo	nrc	NA
conducente	positivo	nrc	NA
conducir	positivo	nrc	NA
conductividad	positivo	nrc	NA
conectivo	confianza	nrc	NA
conexo	confianza	nrc	NA
confederado	confianza	nrc	NA
confederado	positivo	nrc	NA
confesar	confianza	nrc	NA
confesar	negativo	nrc	NA
confesar	positivo	nrc	NA
confesión	asombro	nrc	NA
confesión	miedo	nrc	NA
confesión	negativo	nrc	NA
confesión	premonición	nrc	NA
confesión	tristeza	nrc	NA
confesional	confianza	nrc	NA
confesional	miedo	nrc	NA
confiabilidad	confianza	nrc	NA
confiabilidad	positivo	nrc	NA
confianza	alegría	nrc	NA
confianza	confianza	nrc	NA
confianza	miedo	nrc	NA
confianza	positivo	nrc	NA
confiar	confianza	nrc	NA
confidencial	confianza	nrc	NA
confidencialmente	confianza	nrc	NA
confinado	disgusto	nrc	NA
confinado	ira	nrc	NA
confinado	miedo	nrc	NA
confinado	negativo	nrc	NA
confinado	tristeza	nrc	NA
confinamiento	ira	nrc	NA
confinamiento	miedo	nrc	NA
confinamiento	negativo	nrc	NA
confinamiento	tristeza	nrc	NA
confinar	ira	nrc	NA
confinar	miedo	nrc	NA
confinar	negativo	nrc	NA
confinar	tristeza	nrc	NA
confirmación	confianza	nrc	NA
confirmado	confianza	nrc	NA
confirmado	positivo	nrc	NA
confiscación	negativo	nrc	NA
confiscar	ira	nrc	NA
confiscar	negativo	nrc	NA
confiscar	tristeza	nrc	NA
conflagración	ira	nrc	NA
conflagración	miedo	nrc	NA
conflagración	negativo	nrc	NA
conflicto	ira	nrc	NA
conflicto	miedo	nrc	NA
conflicto	negativo	nrc	NA
conflicto	tristeza	nrc	NA
conformidad	confianza	nrc	NA
conformidad	positivo	nrc	NA
confrontar	ira	nrc	NA
confundido	negativo	nrc	NA
confundir	negativo	nrc	NA
confusa	negativo	nrc	NA
confusión	ira	nrc	NA
confusión	miedo	nrc	NA
confusión	negativo	nrc	NA
confusión	tristeza	nrc	NA
confuso	disgusto	nrc	NA
confuso	negativo	nrc	NA
congelación	negativo	nrc	NA
congestión	negativo	nrc	NA
conglomerado	confianza	nrc	NA
congratulatorio	alegría	nrc	NA
congratulatorio	positivo	nrc	NA
congregación	confianza	nrc	NA
congregación	positivo	nrc	NA
congresista	confianza	nrc	NA
congreso	confianza	nrc	NA
congreso	disgusto	nrc	NA
congruencia	confianza	nrc	NA
congruencia	positivo	nrc	NA
conjetura	premonición	nrc	NA
conjeturar	positivo	nrc	NA
conjunto	confianza	nrc	NA
conjunto	positivo	nrc	NA
conjurar	asombro	nrc	NA
conjurar	premonición	nrc	NA
conmemoración	alegría	nrc	NA
conmemoración	positivo	nrc	NA
conmemoración	premonición	nrc	NA
conmemorar	alegría	nrc	NA
conmemorar	positivo	nrc	NA
conmemorar	premonición	nrc	NA
conmemorar	tristeza	nrc	NA
conmemorativo	positivo	nrc	NA
conmemorativo	premonición	nrc	NA
conmoción	ira	nrc	NA
conmoción	negativo	nrc	NA
conmutación	positivo	nrc	NA
conmutar	positivo	nrc	NA
conocedor	alegría	nrc	NA
conocedor	confianza	nrc	NA
conocedor	positivo	nrc	NA
conocido	positivo	nrc	NA
conocimiento	positivo	nrc	NA
conquista	ira	nrc	NA
conquista	miedo	nrc	NA
conquista	negativo	nrc	NA
consagración	alegría	nrc	NA
consagración	confianza	nrc	NA
consagración	positivo	nrc	NA
consagración	premonición	nrc	NA
consagración	tristeza	nrc	NA
consecuente	premonición	nrc	NA
consejero	confianza	nrc	NA
consejero	ira	nrc	NA
consejero	miedo	nrc	NA
consejero	negativo	nrc	NA
consejero	positivo	nrc	NA
consejo	confianza	nrc	NA
consejo	positivo	nrc	NA
consejo	premonición	nrc	NA
conserje	disgusto	nrc	NA
conservación	confianza	nrc	NA
conservación	positivo	nrc	NA
conservación	premonición	nrc	NA
conservar	confianza	nrc	NA
conservar	positivo	nrc	NA
considerable	positivo	nrc	NA
consideración	confianza	nrc	NA
consideración	positivo	nrc	NA
considerado	confianza	nrc	NA
considerado	positivo	nrc	NA
consistencia	confianza	nrc	NA
consistencia	positivo	nrc	NA
consola	positivo	nrc	NA
consola	tristeza	nrc	NA
consonante	positivo	nrc	NA
consorte	confianza	nrc	NA
conspiración	miedo	nrc	NA
conspirador	disgusto	nrc	NA
conspirador	ira	nrc	NA
conspirador	miedo	nrc	NA
conspirador	negativo	nrc	NA
conspirador	premonición	nrc	NA
conspirar	miedo	nrc	NA
conspirar	negativo	nrc	NA
constancia	confianza	nrc	NA
constancia	positivo	nrc	NA
constante	confianza	nrc	NA
constante	positivo	nrc	NA
constantemente	confianza	nrc	NA
consternación	asombro	nrc	NA
consternación	ira	nrc	NA
consternación	miedo	nrc	NA
consternación	negativo	nrc	NA
consternación	premonición	nrc	NA
consternación	tristeza	nrc	NA
constitucional	confianza	nrc	NA
constitucional	positivo	nrc	NA
constituir	confianza	nrc	NA
constreñido	negativo	nrc	NA
constreñir	miedo	nrc	NA
constreñir	negativo	nrc	NA
construir	positivo	nrc	NA
consuelo	positivo	nrc	NA
cónsul	confianza	nrc	NA
consultar	confianza	nrc	NA
consumado	positivo	nrc	NA
contacto	positivo	nrc	NA
contador	confianza	nrc	NA
contagio	disgusto	nrc	NA
contagio	miedo	nrc	NA
contagio	negativo	nrc	NA
contagio	premonición	nrc	NA
contagioso	disgusto	nrc	NA
contagioso	miedo	nrc	NA
contagioso	negativo	nrc	NA
contaminación	disgusto	nrc	NA
contaminación	negativo	nrc	NA
contaminado	disgusto	nrc	NA
contaminado	miedo	nrc	NA
contaminado	negativo	nrc	NA
contaminado	tristeza	nrc	NA
contaminar	disgusto	nrc	NA
contaminar	negativo	nrc	NA
contar	confianza	nrc	NA
contar	positivo	nrc	NA
contemplación	positivo	nrc	NA
contencioso	disgusto	nrc	NA
contencioso	ira	nrc	NA
contencioso	miedo	nrc	NA
contencioso	negativo	nrc	NA
contenido	alegría	nrc	NA
contenido	confianza	nrc	NA
contenido	positivo	nrc	NA
contento	alegría	nrc	NA
contento	positivo	nrc	NA
contento	premonición	nrc	NA
contingente	premonición	nrc	NA
continuación	premonición	nrc	NA
continuar	confianza	nrc	NA
continuar	positivo	nrc	NA
continuar	premonición	nrc	NA
contorno	positivo	nrc	NA
contra	ira	nrc	NA
contra	negativo	nrc	NA
contrabandear	miedo	nrc	NA
contrabandear	negativo	nrc	NA
contrabandista	disgusto	nrc	NA
contrabandista	ira	nrc	NA
contrabandista	miedo	nrc	NA
contrabandista	negativo	nrc	NA
contrabando	disgusto	nrc	NA
contrabando	ira	nrc	NA
contrabando	miedo	nrc	NA
contrabando	negativo	nrc	NA
contradecir	ira	nrc	NA
contradecir	negativo	nrc	NA
contradicción	negativo	nrc	NA
contradictorio	negativo	nrc	NA
contralor	confianza	nrc	NA
contrario	disgusto	nrc	NA
contrario	ira	nrc	NA
contrario	miedo	nrc	NA
contrario	negativo	nrc	NA
contrastado	negativo	nrc	NA
contratado	negativo	nrc	NA
contratar	alegría	nrc	NA
contratar	confianza	nrc	NA
contratar	positivo	nrc	NA
contratar	premonición	nrc	NA
contravención	negativo	nrc	NA
contribuir	positivo	nrc	NA
contribuyente	confianza	nrc	NA
contribuyente	positivo	nrc	NA
controversia	negativo	nrc	NA
contusión	negativo	nrc	NA
contusión	premonición	nrc	NA
convencer	confianza	nrc	NA
convencer	positivo	nrc	NA
convencer	premonición	nrc	NA
convencido	confianza	nrc	NA
convención	positivo	nrc	NA
convenido	confianza	nrc	NA
convenido	positivo	nrc	NA
conveniencia	positivo	nrc	NA
conveniente	alegría	nrc	NA
conveniente	confianza	nrc	NA
conveniente	positivo	nrc	NA
convento	confianza	nrc	NA
convento	positivo	nrc	NA
convergencia	premonición	nrc	NA
conversacional	positivo	nrc	NA
convertir	positivo	nrc	NA
conveyancing	confianza	nrc	NA
convicción	negativo	nrc	NA
convicto	disgusto	nrc	NA
convicto	ira	nrc	NA
convicto	miedo	nrc	NA
convicto	negativo	nrc	NA
convicto	tristeza	nrc	NA
convincente	confianza	nrc	NA
convincente	positivo	nrc	NA
convulsión	ira	nrc	NA
convulsión	miedo	nrc	NA
convulsión	negativo	nrc	NA
convulsión	tristeza	nrc	NA
cónyuge	alegría	nrc	NA
cónyuge	confianza	nrc	NA
cónyuge	positivo	nrc	NA
cooperación	confianza	nrc	NA
cooperación	positivo	nrc	NA
cooperar	confianza	nrc	NA
cooperar	positivo	nrc	NA
cooperativa	confianza	nrc	NA
cooperativa	positivo	nrc	NA
copia	negativo	nrc	NA
coquetear	alegría	nrc	NA
coquetear	asombro	nrc	NA
coquetear	confianza	nrc	NA
coquetear	negativo	nrc	NA
coquetear	positivo	nrc	NA
coquetear	premonición	nrc	NA
coraje	positivo	nrc	NA
coral	alegría	nrc	NA
coral	positivo	nrc	NA
corazonada	negativo	nrc	NA
cordero	alegría	nrc	NA
cordero	confianza	nrc	NA
cordero	positivo	nrc	NA
cordial	alegría	nrc	NA
cordial	confianza	nrc	NA
cordial	positivo	nrc	NA
cordial	tristeza	nrc	NA
cordialmente	alegría	nrc	NA
cordialmente	positivo	nrc	NA
corneta	premonición	nrc	NA
cornudo	disgusto	nrc	NA
cornudo	negativo	nrc	NA
coro	alegría	nrc	NA
coro	confianza	nrc	NA
coro	positivo	nrc	NA
coronación	alegría	nrc	NA
coronación	confianza	nrc	NA
coronación	positivo	nrc	NA
coronamiento	alegría	nrc	NA
coronamiento	asombro	nrc	NA
coronamiento	confianza	nrc	NA
coronamiento	positivo	nrc	NA
coronamiento	premonición	nrc	NA
coronel	confianza	nrc	NA
coronel	positivo	nrc	NA
corporación	confianza	nrc	NA
corporación	positivo	nrc	NA
corporal	negativo	nrc	NA
corpóreo	positivo	nrc	NA
corrección	negativo	nrc	NA
correctamente	positivo	nrc	NA
correctivo	positivo	nrc	NA
correo	premonición	nrc	NA
correspondencia	positivo	nrc	NA
correspondencia	premonición	nrc	NA
corresponder	positivo	nrc	NA
corroboración	confianza	nrc	NA
corroborar	confianza	nrc	NA
corroborar	positivo	nrc	NA
corrosión	negativo	nrc	NA
corrosivo	miedo	nrc	NA
corrosivo	negativo	nrc	NA
corrupción	disgusto	nrc	NA
corrupción	negativo	nrc	NA
corrupto	negativo	nrc	NA
corruptora	disgusto	nrc	NA
corruptora	ira	nrc	NA
corruptora	miedo	nrc	NA
corruptora	negativo	nrc	NA
corruptora	tristeza	nrc	NA
corse	tristeza	nrc	NA
cortador	miedo	nrc	NA
cortador	negativo	nrc	NA
cortadores	positivo	nrc	NA
cortar	ira	nrc	NA
cortar	miedo	nrc	NA
cortar	negativo	nrc	NA
cortar	premonición	nrc	NA
cortar	tristeza	nrc	NA
corte	disgusto	nrc	NA
corte	ira	nrc	NA
corte	miedo	nrc	NA
corte	negativo	nrc	NA
corte	tristeza	nrc	NA
cortés	positivo	nrc	NA
cortesía	positivo	nrc	NA
cosecha	alegría	nrc	NA
cosecha	positivo	nrc	NA
cosecha	premonición	nrc	NA
cosmopolita	confianza	nrc	NA
cosmopolita	positivo	nrc	NA
cosquillas	alegría	nrc	NA
cosquillas	asombro	nrc	NA
cosquillas	confianza	nrc	NA
cosquillas	positivo	nrc	NA
cosquillas	premonición	nrc	NA
costa	positivo	nrc	NA
costado	negativo	nrc	NA
costado	premonición	nrc	NA
costra	negativo	nrc	NA
costumbre	premonición	nrc	NA
cotilla	negativo	nrc	NA
cotilleo	negativo	nrc	NA
cotilleos	negativo	nrc	NA
coyote	miedo	nrc	NA
crear	alegría	nrc	NA
crear	positivo	nrc	NA
creativo	positivo	nrc	NA
crecer	alegría	nrc	NA
crecer	confianza	nrc	NA
crecer	positivo	nrc	NA
crecer	premonición	nrc	NA
creciente	alegría	nrc	NA
creciente	positivo	nrc	NA
creciente	premonición	nrc	NA
crecimiento	positivo	nrc	NA
credencial	confianza	nrc	NA
credencial	positivo	nrc	NA
credibilidad	confianza	nrc	NA
credibilidad	positivo	nrc	NA
crédito	confianza	nrc	NA
crédito	positivo	nrc	NA
crédulo	confianza	nrc	NA
crédulo	negativo	nrc	NA
crédulo	tristeza	nrc	NA
creíble	confianza	nrc	NA
creíble	positivo	nrc	NA
creído	confianza	nrc	NA
crema	alegría	nrc	NA
crema	asombro	nrc	NA
crema	positivo	nrc	NA
crema	premonición	nrc	NA
cremación	tristeza	nrc	NA
cremallera	negativo	nrc	NA
crepitar	ira	nrc	NA
crescendo	alegría	nrc	NA
crescendo	asombro	nrc	NA
crescendo	confianza	nrc	NA
crescendo	positivo	nrc	NA
crescendo	premonición	nrc	NA
creyendo	confianza	nrc	NA
creyendo	positivo	nrc	NA
creyente	confianza	nrc	NA
criado	confianza	nrc	NA
criado	negativo	nrc	NA
criatura	disgusto	nrc	NA
criatura	miedo	nrc	NA
criatura	negativo	nrc	NA
crimen	disgusto	nrc	NA
crimen	ira	nrc	NA
crimen	negativo	nrc	NA
criminal	disgusto	nrc	NA
criminal	ira	nrc	NA
criminal	miedo	nrc	NA
criminal	negativo	nrc	NA
criminalidad	disgusto	nrc	NA
criminalidad	ira	nrc	NA
criminalidad	miedo	nrc	NA
criminalidad	negativo	nrc	NA
cripta	miedo	nrc	NA
cripta	negativo	nrc	NA
cripta	tristeza	nrc	NA
crisis	negativo	nrc	NA
crisis	tristeza	nrc	NA
cristal	positivo	nrc	NA
crítica	ira	nrc	NA
crítica	negativo	nrc	NA
crítica	positivo	nrc	NA
crítica	tristeza	nrc	NA
criticar	disgusto	nrc	NA
criticar	ira	nrc	NA
criticar	miedo	nrc	NA
criticar	negativo	nrc	NA
criticar	tristeza	nrc	NA
crítico	negativo	nrc	NA
crónica	confianza	nrc	NA
crónica	positivo	nrc	NA
crónico	negativo	nrc	NA
crónico	tristeza	nrc	NA
crucial	confianza	nrc	NA
crucial	positivo	nrc	NA
crucifixión	disgusto	nrc	NA
crucifixión	ira	nrc	NA
crucifixión	miedo	nrc	NA
crucifixión	negativo	nrc	NA
crucifixión	tristeza	nrc	NA
crudo	disgusto	nrc	NA
crudo	negativo	nrc	NA
cruel	disgusto	nrc	NA
cruel	ira	nrc	NA
cruel	miedo	nrc	NA
cruel	negativo	nrc	NA
cruel	tristeza	nrc	NA
crueldad	disgusto	nrc	NA
crueldad	ira	nrc	NA
crueldad	miedo	nrc	NA
crueldad	negativo	nrc	NA
crueldad	tristeza	nrc	NA
crujido	ira	nrc	NA
crujido	negativo	nrc	NA
crujiente	confianza	nrc	NA
crujiente	disgusto	nrc	NA
crujiente	negativo	nrc	NA
cruzada	ira	nrc	NA
cruzada	miedo	nrc	NA
cruzada	negativo	nrc	NA
cruzado	negativo	nrc	NA
cruzar	ira	nrc	NA
cruzar	miedo	nrc	NA
cruzar	negativo	nrc	NA
cruzar	tristeza	nrc	NA
cuarentena	miedo	nrc	NA
cuarentena	negativo	nrc	NA
cubierta	confianza	nrc	NA
cubo	confianza	nrc	NA
cuchilla	miedo	nrc	NA
cuchillada	miedo	nrc	NA
cuchillada	negativo	nrc	NA
cuco	negativo	nrc	NA
cuenta	confianza	nrc	NA
cuentas	confianza	nrc	NA
cuento	positivo	nrc	NA
cuestión	positivo	nrc	NA
cuestionable	disgusto	nrc	NA
cuestionable	negativo	nrc	NA
cuidadosamente	positivo	nrc	NA
cuidadoso	positivo	nrc	NA
culata	negativo	nrc	NA
culinario	confianza	nrc	NA
culinario	positivo	nrc	NA
culminación	positivo	nrc	NA
culo	disgusto	nrc	NA
culo	negativo	nrc	NA
culo	tristeza	nrc	NA
culpa	disgusto	nrc	NA
culpa	ira	nrc	NA
culpa	negativo	nrc	NA
culpa	tristeza	nrc	NA
culpabilidad	negativo	nrc	NA
culpable	ira	nrc	NA
culpable	negativo	nrc	NA
culpable	tristeza	nrc	NA
culpar	disgusto	nrc	NA
culpar	ira	nrc	NA
culpar	negativo	nrc	NA
cultivado	positivo	nrc	NA
cultivar	confianza	nrc	NA
cultivar	positivo	nrc	NA
cultivar	premonición	nrc	NA
cultivo	positivo	nrc	NA
culto	alegría	nrc	NA
culto	confianza	nrc	NA
culto	miedo	nrc	NA
culto	negativo	nrc	NA
culto	positivo	nrc	NA
culto	premonición	nrc	NA
cultura	positivo	nrc	NA
cumpleaños	alegría	nrc	NA
cumpleaños	asombro	nrc	NA
cumpleaños	positivo	nrc	NA
cumpleaños	premonición	nrc	NA
cumplido	alegría	nrc	NA
cumplido	asombro	nrc	NA
cumplido	confianza	nrc	NA
cumplido	positivo	nrc	NA
cumplido	premonición	nrc	NA
cumplimiento	alegría	nrc	NA
cumplimiento	confianza	nrc	NA
cumplimiento	positivo	nrc	NA
cumplimiento	premonición	nrc	NA
cumplir	alegría	nrc	NA
cumplir	positivo	nrc	NA
cuna	alegría	nrc	NA
cuna	confianza	nrc	NA
cuna	positivo	nrc	NA
cuna	premonición	nrc	NA
cuota	alegría	nrc	NA
cuota	confianza	nrc	NA
cuota	ira	nrc	NA
cuota	negativo	nrc	NA
cuota	positivo	nrc	NA
cuota	premonición	nrc	NA
curable	confianza	nrc	NA
curable	positivo	nrc	NA
curación	alegría	nrc	NA
curación	confianza	nrc	NA
curación	positivo	nrc	NA
curación	premonición	nrc	NA
curandero	disgusto	nrc	NA
curandero	negativo	nrc	NA
curiosidad	asombro	nrc	NA
curiosidad	positivo	nrc	NA
curiosidad	premonición	nrc	NA
curioso	negativo	nrc	NA
curro	positivo	nrc	NA
curtido	disgusto	nrc	NA
curtido	ira	nrc	NA
curtido	miedo	nrc	NA
curtido	negativo	nrc	NA
custodia	confianza	nrc	NA
custodio	confianza	nrc	NA
dados	premonición	nrc	NA
daga	miedo	nrc	NA
daga	negativo	nrc	NA
dama	confianza	nrc	NA
dama	disgusto	nrc	NA
dama	ira	nrc	NA
dama	positivo	nrc	NA
dando	positivo	nrc	NA
dandy	disgusto	nrc	NA
dandy	negativo	nrc	NA
danza	alegría	nrc	NA
danza	confianza	nrc	NA
danza	positivo	nrc	NA
daño	disgusto	nrc	NA
daño	ira	nrc	NA
daño	miedo	nrc	NA
daño	negativo	nrc	NA
daño	tristeza	nrc	NA
dardo	miedo	nrc	NA
debacle	miedo	nrc	NA
debacle	negativo	nrc	NA
debacle	tristeza	nrc	NA
debate	positivo	nrc	NA
deberes	miedo	nrc	NA
débil	negativo	nrc	NA
débil	tristeza	nrc	NA
debilidad	negativo	nrc	NA
debilitado	negativo	nrc	NA
débilmente	miedo	nrc	NA
débilmente	negativo	nrc	NA
débilmente	tristeza	nrc	NA
decaimiento	miedo	nrc	NA
decaimiento	negativo	nrc	NA
decaimiento	tristeza	nrc	NA
decencia	positivo	nrc	NA
decente	positivo	nrc	NA
decepción	disgusto	nrc	NA
decepción	negativo	nrc	NA
decepción	tristeza	nrc	NA
decepcionado	disgusto	nrc	NA
decepcionado	ira	nrc	NA
decepcionado	negativo	nrc	NA
decepcionado	tristeza	nrc	NA
decepcionante	negativo	nrc	NA
decepcionante	tristeza	nrc	NA
decepcionar	disgusto	nrc	NA
decepcionar	ira	nrc	NA
decepcionar	negativo	nrc	NA
decepcionar	tristeza	nrc	NA
dechado	alegría	nrc	NA
dechado	confianza	nrc	NA
dechado	positivo	nrc	NA
dechado	premonición	nrc	NA
decimotercero	miedo	nrc	NA
declaración	confianza	nrc	NA
