"palabra"	"valor"
"copiosamente"	1
"copioso"	1
"coptis"	-1
"coquetear"	1
"coqueteo"	1
"coraje"	1
"corajoso"	-1
"coral"	1
"corán"	1
"corazonada"	-1
"corbata"	-1
"corchete"	-1
"corcovado"	-1
"cordero"	1
"cordial"	-1
"cordialmente"	1
"cordura"	1
"coreido"	1
"corindón"	-1
"córner"	1
"corneta"	1
"cornudo"	-1
"coro"	1
"coronación"	1
"coronamiento"	1
"coronel"	1
"coronión"	1
"corpacho"	-1
"corporación"	-1
"corporal"	-1
"corporativismo"	1
"corporativo"	1
"corpóreo"	1
"corrección"	-1
"correccional"	-1
"correctamente"	1
"correctitud"	1
"correctivo"	1
"correcto"	1
"corredero"	1
"corregible"	1
"corregir"	1
"correlativo"	1
"correo"	1
"correría"	-1
"correspondencia"	1
"corresponder"	1
"correspondiente"	1
"corroboración"	1
"corroborante"	1
"corroborar"	1
"corroído"	-1
"corromperse"	-1
"corrosión"	-1
"corrosivo"	-1
"corrupción"	-1
"corruptivo"	1
"corrupto"	-1
"corruptor"	1
"corruptora"	-1
"corse"	-1
"cortador"	-1
"cortadores"	-1
"cortapisa"	1
"cortar"	-1
"cortavientos"	-1
"corte"	-1
"cortejar"	1
"cortejo"	1
"cortés"	1
"cortesía"	1
"corticalmente"	1
"corvo"	1
"cosecha"	1
"cosido"	1
"cosificación"	1
"cosmético"	1
"cosmonave"	1
"cosmopolita"	1
"cosquillas"	1
"costa"	1
"costado"	-1
"costoso"	-1
"costra"	-1
"costumbre"	1
"cotarro"	-1
"cotilla"	-1
"cotilleo"	-1
"cotilleos"	-1
"covarianza"	1
"coyote"	-1
"crapuloso"	1
"craso"	-1
"creador"	1
"creados"	1
"crear"	1
"crearse"	1
"creatividad"	1
"creativo"	1
"crecer"	1
"creciente"	1
"crecimiento"	1
"credencial"	1
"credibilidad"	1
"crédito"	1
"crédulo"	-1
"creencia"	1
"creíble"	1
"creído"	1
"crema"	1
"cremación"	-1
"cremallera"	-1
"crepado"	1
"crepitación"	1
"crepitar"	-1
"crepuscular"	-1
"cresa"	-1
"cretinismo"	-1
"cretino"	-1
"creyendo"	1
"creyente"	1
"cría"	-1
"criado"	-1
"criatura"	-1
"criestesia"	-1
"crimen"	-1
"criminal"	-1
"criminalidad"	-1
"criminalmente"	-1
"criminológico"	-1
"criofobia"	-1
"criogenia"	-1
"criopatía"	-1
"cripta"	-1
"criptófito"	1
"criptográfico"	1
"criptograma"	-1
"crisis"	-1
"cristal"	1
"cristalino"	1
"cristiano"	1
"crítica"	-1
"criticable"	-1
"criticar"	-1
"crítico"	-1
"criticón"	-1
"croar"	1
"cromatográfico"	-1
"cromoestesia"	-1
"crónica"	1
"crónico"	-1
"cronógrafo"	1
"cronológicamente"	1
"croquet"	1
"crucial"	-1
"crucialidad"	-1
"crucificar"	-1
"crucifixión"	-1
"cruciforme"	1
"crudeza"	-1
"crudo"	-1
"cruel"	-1
"crueldad"	-1
"crujido"	-1
"crujiente"	-1
"cruzada"	-1
"cruzado"	-1
"cruzar"	-1
"cruzarse"	1
"cuadrado"	1
"cuadriculado"	1
"cualificado"	1
"cualificar"	1
"cualitativo"	1
"cuarcita"	-1
"cuarentena"	-1
"cuaresmal"	1
"cuark"	1
"cuartazos"	-1
"cuartearse"	-1
"cubierta"	1
"cubierto"	1
"cubil"	-1
"cubo"	1
"cuca"	1
"cucamonas"	1
"cucharada"	1
"cuchichear"	-1
"cuchilla"	-1
"cuchillada"	-1
"cuchillo"	-1
"cuchufleta"	1
"cuco"	-1
"cucú"	1
"cucufato"	1
"cuelgacapas"	-1
"cuenta"	1
"cuentas"	1
"cuento"	1
"cuerdo"	1
"cuestión"	1
"cuestionable"	-1
"cuidado"	1
"cuidados"	1
"cuidadosamente"	1
"cuidadoso"	1
"cuita"	-1
"culata"	-1
"culí"	-1
"culinario"	1
"culminación"	1
"culo"	-1
"culpa"	-1
"culpabilidad"	-1
"culpable"	-1
"culpar"	-1
"cultista"	1
"cultivable"	1
"cultivado"	1
"cultivar"	1
"cultivo"	1
"culto"	-1
"cultura"	1
"culturalmente"	1
"culturista"	1
"cumpleaños"	1
"cumplido"	1
"cumplidor"	1
"cumplimiento"	1
"cumplir"	1
"cumulativo"	1
"cuna"	1
"cuneado"	1
"cuña"	-1
"cuñado"	1
"cuon"	-1
"cuón"	-1
"cuota"	-1
"cura"	1
"curabilidad"	1
"curable"	1
"curación"	1
"curandero"	-1
"curar"	1
"curarse"	1
"curativa"	1
"curativo"	1
"curco"	-1
"curculiónidos"	1
"curiosamente"	-1
"curioseo"	-1
"curiosidad"	1
"curioso"	-1
"currar"	-1
"curro"	1
"curruscar"	-1
"cursi"	1
"cursiva"	1
"cursor"	1
"curtido"	-1
"curvado"	1
"curvilíneo"	1
"custodia"	-1
"custodiar"	-1
"custodio"	1
"cutrería"	-1
"cyberpunk"	-1
"cyon"	-1
"dacrón"	1
"dadaísmo"	1
"dadivoso"	1
"dados"	-1
"daga"	-1
"daltoniano"	1
"daltónico"	1
"dama"	-1
"dando"	1
"dandy"	-1
"danza"	1
"dañar"	-1
"dañino"	-1
"daño"	-1
"dañoso"	-1
"dardo"	-1
"datable"	1
"debacle"	-1
"debate"	1
"deberes"	-1
"debido"	1
"débil"	-1
"debilidad"	-1
"debilitado"	-1
"débilmente"	-1
"decadente"	1
"decaer"	-1
"decaído"	-1
"decaimiento"	-1
"decantación"	1
"decencia"	1
"decente"	1
"decepción"	-1
"decepcionado"	-1
"decepcionante"	-1
"decepcionar"	-1
"deceso"	-1
"dechado"	1
"decible"	1
"decidido"	1
"decimal"	1
"decimotercero"	-1
"decisivamente"	1
"decisivo"	1
"declaración"	1
"declarado"	1
"declaratorio"	1
"declinación"	-1
"declinante"	-1
"decoloración"	-1
"decorado"	1
"decorativo"	1
"decoro"	1
"decoroso"	1
"decreciente"	-1
"decremento"	-1
"decrépito"	-1
"decrescendo"	1
"decretado"	1
"dedicación"	1
"dedil"	-1
"deducible"	1
"deducir"	-1
"deducirse"	1
"defecto"	-1
"defector"	-1
"defectuoso"	-1
"defender"	-1
"defenderse"	-1
"defendido"	1
"defensa"	-1
"defensiva"	-1
"defensividad"	-1
"defensor"	1
"deferencia"	1
"deferente"	1
"defervescente"	-1
"deficiencia"	-1
"deficiente"	-1
"déficit"	-1
"definible"	1
"definido"	1
"definitivo"	1
"deflación"	-1
"deflector"	-1
"deforestación"	1
"deformado"	-1
"deformar"	-1
"deforme"	-1
"deformidad"	-1
"defraudado"	-1
"defraudar"	-1
"degeneración"	-1
"degenerado"	-1
"degenerarse"	-1
"degollador"	-1
"degollar"	-1
"degradación"	-1
"degradante"	-1
"degradar"	-1
"degradarse"	-1
"dejado"	-1
"dejar"	1
"delación"	-1
"delantera"	1
"delantero"	1
"delatar"	-1
"delator"	-1
"delectable"	1
"delectación"	1
"delegado"	1
"deleitación"	1
"deleitar"	1
"deleitarse"	1
"deleite"	1
"deleitoso"	1
"deletereo"	-1
"deletéreo"	-1
"délfico"	-1
"delfín"	1
"delgadamente"	-1
"delgado"	1
"deliberado"	1
"deliberativo"	1
"delicadeza"	1
"delicioso"	1
"delicuescente"	1
"delimitado"	1
"delincuencia"	-1
"delincuente"	-1
"delineado"	1
"delinear"	1
"deliquio"	-1
"delirante"	-1
"delirantemente"	-1
"delirar"	-1
"delirio"	-1
"delito"	-1
"deltoide"	1
"demacrado"	-1
"demagogo"	1
"demanda"	-1
"demandante"	-1
"demandar"	-1
"demasiado"	1
"demencia"	-1
"demente"	-1
"demérito"	-1
"democracia"	1
"democrático"	1
"demoledor"	-1
"demoler"	-1
"demolición"	-1
"demolidor"	-1
"demoniaco"	-1
"demoníaco"	-1
"demonio"	-1
"demonización"	-1
"demostrable"	1
"demostración"	-1
"demostrado"	1
"demostrar"	1
"demostrativo"	-1
"demótico"	1
"demulcente"	1
"dendrita"	-1
"dendroctonus"	-1
"denigración"	-1
"denigrador"	-1
"denigratorio"	-1
"denominacionalmente"	1
"densificar"	1
"dentado"	-1
"dentón"	1
"dentudo"	1
"denuncia"	-1
"denunciable"	-1
"denunciador"	-1
"denunciante"	-1
"denunciar"	-1
"denunciatorio"	-1
"dependencia"	-1
"depender"	1
"dependiente"	-1
"depilado"	1
"deplorable"	-1
"deplorablemente"	-1
"deplorar"	-1
"deportación"	-1
"deportar"	-1
"deportivo"	-1
"depositario"	1
"depravación"	-1
"depravado"	-1
"depravar"	1
"depre"	-1
"deprecación"	-1
"deprecar"	-1
"depreciación"	-1
"depreciado"	-1
"depreciar"	-1
"depredador"	-1
"depresión"	-1
"depresivo"	-1
"deprimente"	-1
"deprimido"	-1
"deprimir"	-1
"derecho"	1
"derechos"	1
"derechoso"	1
"deriva"	-1
"derivacional"	1
"derivado"	-1
"derivativo"	1
"deriverse"	1
"dermatofitosis"	-1
"dermatólogo"	1
"dermatomiositis"	-1
"derogación"	-1
"derogar"	-1
"derribar"	-1
"derrisión"	-1
"derrocamiento"	-1
"derrochador"	-1
"derrota"	-1
"derrotado"	-1
"derrotamiento"	-1
"derruir"	-1
"derruirse"	-1
"derrumbar"	-1
"derrumbarse"	-1
"desaborido"	-1
"desabotonado"	-1
"desabrido"	-1
"desabrigo"	-1
"desabrimiento"	-1
"desacato"	-1
"desaclopar"	1
"desaconsejable"	-1
"desaconsejado"	-1
"desacorde"	-1
"desacostumbrado"	-1
"desacreditado"	-1
"desacreditador"	-1
"desacreditar"	-1
"desactivar"	-1
"desacuerdo"	-1
"desafectado"	1
"desafecto"	-1
"desafiante"	-1
"desafiar"	-1
"desafío"	-1
"desaforado"	-1
"desafortunadamente"	-1
"desafortunado"	-1
"desagradable"	-1
"desagradablemente"	-1
"desagradar"	-1
"desagradecido"	-1
"desagradecimiento"	-1
"desagrado"	-1
"desagraviar"	1
"desagrupado"	-1
"desahogado"	1
"desahuciar"	-1
"desahucio"	-1
"desajuste"	-1
"desalentado"	-1
"desalentador"	-1
"desalentar"	-1
"desaliento"	-1
"desaliñado"	-1
"desaliño"	-1
"desalmado"	-1
"desalojo"	-1
"desambiguedad"	1
"desamparado"	-1
"desamparar"	-1
"desamparo"	-1
"desangrarse"	-1
"desanimadamente"	-1
"desanimar"	-1
"desánimo"	-1
"desapacible"	-1
"desaparecer"	-1
"desaparecido"	-1
"desapasionado"	-1
"desapego"	-1
"desapercibido"	-1
"desaprensión"	-1
"desaprensivo"	-1
"desaprobación"	-1
"desaprobado"	-1
"desaprobar"	-1
"desaprovechado"	-1
"desaprovechamiento"	-1
"desarmar"	-1
"desarmonía"	-1
"desarreglado"	-1
"desarrollado"	1
"desarrollar"	1
"desarticular"	1
"desaseado"	-1
"desaseo"	-1
"desasimiento"	-1
"desasistido"	-1
"desasistir"	-1
"desasosegadamente"	-1
"desasosegado"	-1
"desasosiego"	-1
"desastrado"	-1
"desastre"	-1
"desastroso"	-1
"desatar"	-1
"desatención"	-1
"desatendido"	-1
"desatento"	-1
"desatinado"	-1
"desatrancado"	1
"desautorizar"	-1
"desayuno"	1
"desazón"	-1
"desazonado"	-1
"desbalance"	1
"desbancar"	-1
"desbarajuste"	-1
"desbastado"	1
"desbocado"	-1
"desbordado"	1
"desbordamiento"	-1
"desbridamiento"	-1
"descabellado"	-1
"descalificación"	-1
"descalificado"	-1
"descalificar"	-1
"descalzo"	-1
"descambio"	1
"descamisado"	-1
"descansadamente"	-1
"descansado"	1
"descanso"	1
"descapotable"	1
"descarado"	-1
"descaramiento"	-1
"descararse"	-1
"descarga"	-1
"descargarse"	1
"descariñado"	-1
"descaro"	-1
"descartado"	-1
"descartes"	-1
"descendente"	-1
"descendiente"	1
"descenso"	-1
"descentralizador"	1
"descerebrar"	-1
"descerrajar"	-1
"desclasificar"	1
"descoco"	-1
"descodificar"	1
"descolado"	-1
"descollar"	1
"descolonizar"	1
"descoloración"	-1
"descolorado"	-1
"descoloramiento"	-1
"descolorarse"	-1
"descolorido"	-1
"descomponer"	-1
"descomposición"	-1
"descompostura"	-1
"descomprimir"	1
"descompuesto"	-1
"descomunal"	-1
"desconcertado"	-1
"desconcierto"	-1
"desconectado"	-1
"desconectar"	-1
"desconexión"	-1
"desconfiadamente"	1
"desconfianza"	-1
"desconfiar"	-1
"descongelar"	1
"desconocer"	-1
"desconocido"	-1
"desconocimiento"	-1
"desconsideración"	-1
"desconsiderado"	-1
"desconsoladamente"	-1
"desconsolado"	-1
"desconsuelo"	-1
"descontaminar"	-1
"descontar"	-1
"descontento"	-1
"descontrol"	1
"descontrolar"	-1
"descoordinado"	-1
"descorazonado"	-1
"descorazonador"	-1
"descorazonar"	-1
"descorchar"	1
"descordar"	-1
"descortés"	-1
"descortesía"	-1
"descortésmente"	-1
"descreer"	-1
"describible"	1
"descriptible"	1
"descriptivo"	1
"descruzado"	-1
"descubrible"	1
"descubrimiento"	1
"descubrir"	1
"descuello"	1
"descuento"	-1
"descuidadamente"	-1
"descuidado"	-1
"descuidar"	-1
"descuidarse"	-1
"descuido"	-1
"desdén"	-1
"desdeñable"	-1
"desdeñar"	-1
"desdeñoso"	-1
"desdicha"	-1
"desdichado"	-1
"deseabilidad"	1
"deseable"	1
"deseante"	1
"desecado"	1
"desechado"	1
"desechar"	-1
"desecho"	-1
"desegregación"	1
"desempañar"	1
"desempleados"	-1
"desencaminado"	1
"desencantado"	1
"desencantar"	1
"desencorvar"	1
"desenfrenado"	-1
"desenganchado"	1
"desengancharse"	1
"desenmadejar"	-1
"desenmarañado"	-1
"desenredado"	-1
"desenredar"	1
"desenterrado"	1
"desenvolverse"	1
"desenvueltamente"	-1
"deseoso"	1
"desequilibrado"	-1
"desequilibrio"	-1
"deserción"	-1
"desertar"	-1
"desértico"	-1
"desertificación"	-1
"deservicio"	-1
"desescalada"	-1
"desesclarecedor"	-1
"desesperación"	-1
"desesperadamente"	-1
"desesperado"	-1
"desesperanzado"	-1
"desesperanzar"	-1
"desespero"	1
"desestabilizar"	-1
"desestima"	1
"desfachatez"	-1
"desfallecer"	-1
"desfallecimiento"	-1
"desfavorable"	-1
"desfavorecer"	-1
"desfavorecido"	1
"desfigurado"	-1
"desfigurar"	-1
"desfile"	1
"desforestación"	1
"desgajar"	-1
"desgana"	-1
"desgarrado"	-1
"desgarrador"	-1
"desgarrar"	-1
"desgastarse"	-1
"desgaste"	-1
"desglosar"	1
"desgobierno"	-1
"desgracia"	-1
"desgraciadamente"	-1
"desgraciado"	-1
"desgraciados"	-1
"desgrapar"	-1
"desgravable"	1
"desgreñado"	-1
"deshabituado"	-1
"deshacer"	-1
"deshaucio"	-1
"deshechos"	-1
"deshelar"	1
"desheredar"	1
"deshielado"	1
"deshonestamente"	-1
"deshonestidad"	-1
"deshonesto"	-1
"deshonor"	-1
"deshonra"	-1
"deshonrado"	-1
"deshonrar"	-1
"deshonrarse"	-1
"deshonrosamente"	-1
"deshonroso"	-1
"deshumanización"	1
"deshumano"	1
"desiderátum"	-1
"desierto"	-1
"designación"	1
"desigual"	-1
"desigualdad"	-1
"desigualmente"	-1
"desilusión"	-1
"desinclinado"	-1
"desindustrializado"	-1
"desinfección"	1
"desinfectante"	1
"desinflación"	1
"desinflar"	-1
"desinformación"	-1
"desinformado"	-1
"desintegración"	-1
"desintegrador"	1
"desintegrar"	-1
"desintegrarse"	-1
"desinteresado"	-1
"desistir"	-1
"desleal"	-1
"desligado"	1
"deslizamiento"	1
"deslizante"	1
"deslucido"	-1
"deslucimiento"	-1
"deslumbramiento"	-1
"deslumbrante"	1
"deslumbrar"	1
"deslustrar"	-1
"desmadejamiento"	-1
"desmaña"	-1
"desmañado"	-1
"desmaño"	-1
"desmayarse"	-1
"desmayo"	-1
"desmedido"	1
"desmejora"	-1
"desmejorar"	-1
"desmelenado"	-1
"desmembramiento"	-1
"desmemoriado"	-1
"desmentir"	-1
"desmerecimiento"	-1
"desmesura"	-1
"desmitificar"	1
"desmontable"	1
"desmoralizado"	-1
"desmoralizador"	-1
"desmoralizar"	-1
"desmoronamiento"	-1
"desmotivado"	-1
"desmovilización"	1
"desnaturalizar"	1
"desnutrido"	-1
"desobedecer"	-1
"desobediencia"	-1
"desobediente"	-1
"desobligar"	-1
"desobstruido"	1
"desodorante"	-1
"desolación"	-1
"desoladamente"	-1
"desolado"	-1
"desorden"	-1
"desordenado"	-1
"desordenar"	-1
"desorganización"	-1
"desorganizado"	-1
"desorganizar"	-1
"desorientación"	-1
"desorientamiento"	-1
"despabilado"	1
"despacio"	-1
"despavilado"	1
"despavorido"	-1
"despecho"	-1
"despectivo"	-1
"despedida"	-1
"despedido"	-1
"despegado"	1
"despeinado"	-1
"despeinar"	-1
"despejado"	1
"despeje"	1
"despellejarse"	-1
"despenalización"	1
"despenalizar"	1
"despeño"	1
"desperdiciado"	-1
"desperdiciar"	-1
"despertar"	1
"despiadado"	-1
"despido"	-1
"despierto"	1
"despilfarrador"	-1
"desplazado"	-1
"desplazar"	-1
"desplegar"	1
"despojado"	-1
"despojaron"	-1
"despojarse"	-1
"despojo"	-1
"despolarizar"	-1
"desposada"	1
"desposar"	1
"desposeídos"	-1
"desposorios"	1
"despótico"	-1
"despotismo"	-1
"despotricar"	-1
"despreciable"	-1
"despreciado"	-1
"despreciar"	-1
"despreciativo"	-1
"desprecio"	-1
"desprender"	1
"desprendido"	1
"despreocupado"	-1
"desprestigiador"	-1
"desprestigiar"	-1
"desprestigio"	-1
"desprevenida"	-1
"desprevenido"	-1
"desproporción"	-1
"desproporcionado"	-1
"desprotección"	-1
"desprotegido"	-1
"desproveído"	-1
"desquitarse"	-1
"destacable"	1
"destacado"	1
"destacarse"	1
"destapar"	-1
"destechado"	-1
"desterrar"	-1
"destetado"	1
"destierro"	-1
"destilación"	1
"destinado"	1
"destino"	1
"destituible"	1
"destreza"	1
"destripar"	-1
"destrozado"	-1
"destrozar"	-1
"destrozarse"	-1
"destrozo"	-1
"destrucción"	-1
"destructibilidad"	-1
"destructivamente"	-1
"destructividad"	-1
"destructivo"	-1
"destructor"	-1
"destruir"	-1
"destruirse"	-1
"desunión"	-1
"desuso"	-1
"desvaloración"	1
"desvalorizar"	-1
"desvancer"	-1
"desvancerse"	-1
"desvariar"	-1
"desvarío"	-1
"desvelado"	1
"desvelar"	1
"desvencijado"	-1
"desvencijar"	-1
"desventaja"	-1
"desventajoso"	-1
"desventura"	-1
"desventurado"	-1
"desvergonzado"	-1
"desvergüenza"	-1
"desviación"	-1
"desviarse"	-1
"desvincular"	1
"desvío"	-1
"desvitalización"	1
"desvitalizar"	-1
"detallado"	1
"detallar"	1
"detalles"	1
"detección"	1
"detectable"	1
"detectado"	1
"detectar"	1
"detención"	-1
"detener"	-1
"detenido"	-1
"deteriorable"	-1
"deteriorado"	-1
"deteriorarse"	-1
"deterioro"	-1
"determinable"	1
"determinación"	1
"determinado"	1
"determinante"	1
"determinismo"	1
"detestación"	-1
"detestado"	-1
"detestar"	-1
"detonación"	-1
"detonar"	-1
"detraer"	-1
"detrimento"	-1
"detrito"	-1
"detritus"	-1
"deuda"	-1
"deudor"	-1
"deuteranopía"	1
"devastación"	-1
"devastador"	-1
"devastar"	-1
"develación"	-1
"develar"	1
"devolución"	-1
"devorar"	-1
"devoto"	1
"dextrocardia"	-1
"dhoti"	-1
"diabático"	1
"diabético"	-1
"diablillo"	-1
"diablo"	-1
"diabólico"	-1
"diácono"	1
"diacrítico"	1
"diacrónico"	1
"diagnosticable"	1
"diagnóstico"	-1
"diagonalizable"	1
"dialéctico"	1
"diálisis"	1
"diamante"	1
"diapiro"	1
"diario"	1
"diarrea"	-1
"diatriba"	-1
"diccionario"	1
"dicha"	1
"dicho"	1
"dichoso"	1
"dicótomo"	1
"dicranales"	-1
"dictador"	-1
"dictadura"	-1
"dictatorial"	-1
"dicynodontia"	1
"didáctico"	1
"didanosina"	-1
"diestro"	1
"dieta"	-1
"dietético"	1
"dietista"	1
"difamación"	-1
"difamador"	-1
"difamatorio"	-1
"diferenciable"	1
"diferenciado"	1
"diferencial"	1
"diferentemente"	1
"difícil"	-1
"dificultad"	-1
"dificultades"	-1
"dificultoso"	-1
"difiriendo"	-1
"diflunisal"	1
"difracción"	-1
"difteria"	-1
"difunto"	-1
"difusor"	1
"digestibilidad"	1
"digestible"	1
"dígito"	1
"dignarse"	1
"dignidad"	1
"digno"	1
"dilación"	-1
"dilapidación"	-1
"dilatado"	1
"dilema"	-1
"diligencia"	1
"diligente"	1
"diltiazem"	-1
"diluído"	-1
"diluir"	-1
"diluvio"	-1
"diminuendo"	1
"diminuir"	1
"dimitir"	-1
"dinámica"	1
"dinámico"	1
"dinamitar"	-1
"dinero"	1
"dingo"	-1
"dinosaurio"	-1
"dios"	-1
"diploma"	1
"diplomacia"	1
"diplomático"	-1
"diplomatura"	1
"dipsnea"	-1
"dipsomanía"	-1
"dipsosaurus"	-1
"diptongo"	1
"diputado"	-1
"dique"	-1
"dirección"	1
"direcciones"	-1
"directo"	1
"director"	1
"dirigente"	1
"discapacidad"	-1
"discapacitado"	-1
"discapacitar"	-1
"discernible"	1
"discernidor"	1
"disciplina"	-1
"disciplinado"	1
"disciplinal"	1
"discípulo"	1
"disconforme"	-1
"disconformidad"	-1
"discontinua"	-1
"discontinuidad"	-1
"discontinuo"	-1
"discordancia"	-1
"discorde"	-1
"discordia"	-1
"discreción"	1
"discrecional"	1
"discrepancia"	-1
"discrepar"	-1
"discreto"	1
"discriminación"	-1
"discriminador"	1
"discriminante"	-1
"discriminar"	-1
"discriminatorio"	1
"disculpa"	-1
"disculpable"	1
"disculparse"	-1
"discurso"	1
"discusión"	1
"discusiones"	-1
"discutible"	-1
"discutidor"	-1
"discutirse"	-1
"disecar"	-1
"disección"	-1
"diseminar"	1
"disensión"	-1
"disentería"	-1
"disentimiento"	-1
"diseñador"	1
"diserto"	1
"disfagia"	-1
"disfemismo"	-1
"disfonía"	-1
"disforia"	-1
"disfrazado"	-1
"disfrazar"	-1
"disfrutando"	1
"disfrutar"	1
"disfrute"	1
"disfuerzo"	-1
"disgustado"	-1
"disgustar"	-1
"disgusto"	-1
"disgustoado"	-1
"disgustoo"	-1
"disgustoso"	-1
"disidencia"	-1
"disidente"	-1
"disimulación"	-1
"disimulado"	1
"disimulador"	-1
"disipar"	-1
"disiparse"	-1
"disjunto"	1
"disléxico"	-1
"dislocación"	-1
"dislocado"	-1
"dismenorrea"	-1
"disminución"	-1
"disminuido"	-1
"disminuir"	-1
"disnea"	-1
"disociar"	1
"disoluble"	1
"disolución"	-1
"disolutamente"	-1
"disonancia"	-1
"disosmia"	-1
"dispar"	-1
"disparar"	-1
"disparate"	-1
"disparates"	-1
"disparejo"	-1
"disparidad"	-1
"disparo"	-1
"dispendio"	-1
"dispendioso"	-1
"dispepsia"	-1
"dispéptico"	-1
"dispersión"	-1
"dispersor"	1
"displasia"	-1
"dispnea"	-1
"disponer"	-1
"disponerse"	1
"disponible"	1
"disposición"	-1
"dispuesto"	-1
"disputa"	-1
"disputable"	1
"disputador"	1
"disputar"	-1
"distanciado"	-1
"distendido"	-1
"distimia"	-1
"distinción"	1
"distinguible"	1
"distinguido"	1
"distintividad"	1
"distintivo"	1
"distorsión"	-1
"distorsionado"	-1
"distracción"	-1
"distraer"	-1
"distraído"	-1
"distribuidor"	1
"disturbar"	-1
"disturbio"	-1
"disturbios"	-1
"disuadir"	-1
"disuasión"	-1
"disuria"	-1
"disyuntivo"	1
"disyunto"	1
"divagar"	-1
"diván"	1
"divergente"	-1
"diversificado"	1
"diversión"	1
"diverso"	-1
"diverticulitis"	-1
"divertidísimo"	1
"divertido"	1
"divertir"	1
"divertirse"	1
"divinidad"	1
"divino"	1
"división"	-1
"divisivo"	-1
"divisorio"	1
"divorciado"	1
"divorciar"	-1
"divorcio"	-1
"divulgada"	1
"divulgado"	1
"divulgativo"	1
"doblado"	-1
"dócil"	1
"docto"	1
"doctrina"	1
"doctrinario"	1
"documentación"	1
"documentado"	1
"documentar"	1
"dogma"	1
"dogmático"	-1
"dólar"	1
"dolencia"	-1
"doler"	-1
"dolido"	-1
"doliente"	-1
"dolo"	-1
"dolor"	-1
"dolorido"	-1
"dolorosamente"	-1
"doloroso"	-1
"domador"	-1
"domesticable"	1
"domesticación"	1
"domesticado"	1
"domesticar"	1
"doméstico"	-1
"domiciliar"	1
"dominación"	-1
"dominante"	-1
"dominar"	-1
"dominio"	-1
"don"	1
"donación"	1
"doncella"	1
"doparse"	1
"dorado"	1
"dormán"	-1
"dotación"	1
"dotado"	1
"dotar"	1
"doula"	1
"doxología"	1
"draconiano"	-1
"dracunculiasis"	-1
"dracunculoideos"	1
"dragón"	-1
"drama"	-1
"dramático"	1
"dramón"	-1
"drástico"	-1
"drenaje"	-1
"driblar"	-1
"drive-in"	1
"droga"	-1
"drogadicto"	-1
"drogado"	-1
"drogodependiente"	-1
"dualismo"	-1
"dubitativo"	-1
"ducha"	-1
"dúctil"	1
"duda"	-1
"dudando"	-1
"dudoso"	-1
"duelo"	-1
"duende"	-1
"dueto"	1
"dulce"	1
"dulzaino"	1
"dulzarrón"	1
"dulzón"	1
"dulzura"	1
"dúmper"	1
"duodecimal"	1
"duplicidad"	-1
"duque"	1
"durabilidad"	1
"durable"	1
"dureza"	-1
"duro"	-1
"ébano"	-1
"ebonita"	-1
"ebrio"	-1
"eclecticismo"	1
"ecléctico"	1
"eclipsar"	-1
"ecoico"	1
"ecológicamente"	1
"ecologista"	-1
"economía"	1
"económico"	1
"ecosistema"	1
"ecrina"	1
"ectopia"	-1
"ectrodactilia"	-1
"ecuanimidad"	1
"ecuménico"	1
"edema"	-1
"edén"	1
"edentados"	-1
"edición"	1
"edicto"	-1
"edificación"	1
"edificante"	1
"edificar"	1
"edificio"	1
"editar"	1
"educable"	1
"educación"	1
"educado"	1
"educar"	1
"educativo"	1
"edulcorar"	1
"efectismo"	-1
"efectividad"	1
"efectivo"	-1
"efemérides"	1
"eferente"	1
"eficacia"	1
"eficaz"	1
"eficiencia"	1
"eficiente"	1
"efigie"	-1
"efusión"	1
"ego"	-1
"egoísmo"	-1
"egoísta"	-1
"ególatra"	-1
"ejecución"	-1
"ejecutante"	1
"ejecutivo"	1
"ejemplar"	1
"ejercitado"	1
"elaboración"	1
"elaborado"	1
"elación"	1
"elasticidad"	1
"elástico"	1
"elección"	1
"electivo"	1
"electo"	1
"electorado"	1
"electricidad"	1
"eléctrico"	1
"electrificación"	1
"electrizante"	1
"electrocutar"	-1
"electrocutarse"	-1
"electrodoméstico"	1
"electroforesis"	1
"elegancia"	1
"elegante"	1
"elegía"	-1
"elegiaco"	-1
"elegíaco"	-1
"elegible"	1
"elegido"	1
"elevación"	-1
"elevado"	1
"elevar"	1
"elfo"	-1
"eligibilidad"	1
"eliminable"	1
"eliminación"	-1
"eliminar"	-1
"elíseo"	-1
"elisio"	-1
"elísio"	-1
"elisión"	1
"elite"	1
"élite"	1
"elitismo"	1
"elitista"	1
"elocuencia"	1
"elocuente"	-1
"elogiador"	1
"elogiar"	1
"elogio"	1
"elucidar"	1
"elucidativo"	1
"elucubración"	-1
"elusión"	-1
"elusivo"	-1
"emancipación"	1
"emancipado"	1
"emancipador"	1
"emancipar"	1
"emasculado"	1
"embabucar"	-1
"embaír"	-1
"embajador"	1
"embalsamar"	-1
"embarazo"	-1
"embarazoso"	-1
"embargado"	-1
"embargar"	-1
"embargo"	-1
"embarrar"	-1
"embarullar"	-1
"embastecido"	-1
"embate"	-1
"embaucamiento"	-1
"embaucar"	-1
"embebecimiento"	1
"embelesado"	1
"embelesamiento"	1
"embelesar"	-1
"embeleso"	1
"embelezar"	-1
"embellecer"	1
"embellecimiento"	1
"embergadura"	1
"embestir"	-1
"emblema"	1
"embolia"	-1
"embólico"	-1
"emboscada"	-1
"emboscar"	-1
"embotado"	-1
"embravecido"	-1
