"palabra"	"valor"
"intolerancia"	-1
"intransigente"	-1
"intratable"	-1
"intriga"	1
"intrigante"	1
"intrincado"	1
"intrusión"	-1
"intruso"	-1
"intuitivo"	1
"inundado"	-1
"inútil"	-1
"invalidar"	-1
"invalidez"	-1
"inválido"	-1
"invasión"	-1
"invasor"	-1
"invencible"	1
"inventivo"	1
"invisible"	-1
"involuntario"	-1
"ira"	-1
"ironía"	-1
"irónico"	-1
"irracional"	-1
"irracionalidad"	-1
"irreal"	1
"irreconciliable"	-1
"irreflexivo"	-1
"irregular"	-1
"irregularidad"	-1
"irrelevante"	-1
"irreparable"	-1
"irreprimible"	-1
"irresistible"	1
"irresoluto"	-1
"irrespetuoso"	-1
"irresponsable"	-1
"irrestricto"	1
"irreversible"	-1
"irritable"	-1
"irritación"	-1
"irritante"	-1
"jabonoso"	-1
"jadear"	-1
"jamelgo"	-1
"jovial"	1
"júbilo"	1
"jubiloso"	1
"juguetón"	1
"juicioso"	1
"justo"	1
"ladrón"	-1
"lamentable"	-1
"lamentar"	-1
"lamento"	-1
"languidecer"	-1
"lánguido"	-1
"lapso"	-1
"largo"	-1
"larguirucho"	-1
"lascivo"	-1
"lástima"	-1
"lastimando"	-1
"latente"	-1
"latido"	-1
"leal"	1
"lealtad"	1
"legal"	1
"legendario"	1
"legítimo"	1
"lento"	-1
"lesión"	-1
"lesionar"	-1
"letal"	-1
"letárgico"	-1
"letargo"	-1
"levantamiento"	-1
"liberación"	1
"liberar"	1
"libertad"	1
"libertinaje"	-1
"líder"	1
"limitación"	-1
"limitado"	-1
"límite"	-1
"limo"	-1
"limón"	-1
"limpiamente"	1
"limpieza"	1
"limpio"	1
"lindo"	1
"lío"	-1
"lírico"	1
"lisiado"	-1
"lisiar"	-1
"lisonjero"	1
"listo"	1
"litera"	-1
"litigioso"	-1
"lívido"	-1
"llaga"	-1
"llamar"	-1
"llamarada"	-1
"llamativo"	-1
"llorar"	-1
"loable"	1
"loca"	-1
"loco"	-1
"locura"	-1
"lógico"	1
"lograr"	1
"logro"	1
"lucha"	-1
"luchar"	-1
"lujo"	1
"lujoso"	1
"luminoso"	1
"lunático"	-1
"lustre"	1
"lustroso"	1
"madurez"	1
"maestría"	1
"maestro"	1
"magia"	1
"mágico"	1
"magnificencia"	1
"magnífico"	1
"magro"	1
"majestad"	1
"majestuoso"	1
"mal"	-1
"maldad"	-1
"maldición"	-1
"maldito"	-1
"malentendido"	-1
"malestar"	-1
"malévolo"	-1
"malhumorados"	-1
"malicia"	-1
"malicioso"	-1
"maligno"	-1
"malo"	-1
"maltratadas"	-1
"malvado"	-1
"mancha"	-1
"manchado"	-1
"manía"	-1
"maníaco"	-1
"manipulación"	-1
"manipular"	-1
"maraña"	-1
"maravilla"	1
"maravillosamente"	1
"maravilloso"	1
"mareado"	-1
"marginal"	-1
"maricón"	-1
"marioneta"	-1
"martirio"	-1
"masacre"	-1
"matacandelas"	-1
"matanza"	-1
"matar"	-1
"matón"	-1
"mayor"	1
"mazmorra"	-1
"mediocre"	-1
"mediocridad"	-1
"mejora"	1
"mejorado"	1
"mejorar"	1
"melancolía"	-1
"melancólico"	-1
"melodramático"	-1
"memorable"	1
"mendicidad"	-1
"mendigar"	-1
"mendigo"	-1
"menguante"	-1
"menguar"	-1
"menospreciar"	-1
"mentira"	-1
"mentiroso"	-1
"mérito"	1
"meritorio"	1
"mermelada"	-1
"meticuloso"	1
"mezquino"	-1
"miedo"	-1
"mierda"	-1
"milagro"	1
"milagroso"	1
"mimar"	1
"minado"	-1
"minar"	-1
"miserable"	-1
"miseria"	-1
"misericordia"	1
"misericordioso"	1
"misterio"	-1
"misterioso"	-1
"mito"	-1
"mocoso"	-1
"moderno"	1
"modestia"	1
"modesto"	1
"mofa"	-1
"molestar"	-1
"molestia"	-1
"molesto"	-1
"monotonía"	-1
"monótono"	-1
"monstruo"	-1
"monstruosidad"	-1
"monstruoso"	-1
"monumental"	1
"moralidad"	1
"mórbido"	-1
"moribundo"	-1
"morir"	-1
"mortal"	-1
"mortificación"	-1
"mudo"	-1
"muerte"	-1
"mundano"	-1
"naufragio"	-1
"nauseabundo"	-1
"navegable"	1
"neblina"	-1
"nebuloso"	-1
"necedad"	-1
"necesitado"	-1
"negación"	-1
"negado"	-1
"negando"	-1
"negar"	-1
"negativa"	-1
"negativo"	-1
"negligencia"	-1
"negligente"	-1
"nepotismo"	-1
"nerviosismo"	-1
"nervioso"	-1
"neurótico"	-1
"niebla"	-1
"noble"	1
"nocivo"	-1
"notable"	1
"notablemente"	1
"novedad"	1
"novio"	1
"nube"	-1
"nublado"	-1
"nutrir"	1
"oasis"	1
"obediente"	1
"obertura"	1
"obeso"	-1
"objeción"	-1
"objetable"	-1
"objeto"	-1
"oblicuo"	-1
"obligar"	-1
"obliterado"	-1
"obliterar"	-1
"obras"	1
"obscenidad"	-1
"obsceno"	-1
"obsesión"	1
"obstáculo"	-1
"obstinado"	-1
"obstrucción"	-1
"obstruir"	-1
"obtuso"	-1
"ocioso"	-1
"odiando"	-1
"odiar"	-1
"odio"	-1
"odioso"	-1
"ofender"	-1
"ofensiva"	-1
"oliendo"	-1
"olor"	-1
"olvidadizo"	-1
"olvido"	-1
"ominoso"	-1
"omisión"	-1
"omitir"	-1
"oneroso"	-1
"oportuno"	1
"oposición"	-1
"opresión"	-1
"opresivo"	-1
"oprimir"	-1
"optimismo"	1
"opulencia"	1
"opulento"	1
"ordalía"	-1
"ordenado"	1
"ordenar"	-1
"orgullo"	1
"orgulloso"	1
"originalidad"	1
"oro"	1
"ortiga"	-1
"oscurecer"	-1
"oscurecido"	-1
"oscuridad"	-1
"oscuro"	-1
"ostentar"	-1
"ostentoso"	1
"ovación"	1
"oxidado"	-1
"óxido"	-1
"paciencia"	1
"paciente"	1
"pacífico"	1
"pacotilla"	-1
"pacto"	1
"pagano"	-1
"paja"	-1
"pala"	-1
"palanca"	-1
"palpitante"	-1
"pánico"	-1
"panorámico"	1
"parada"	-1
"paradójico"	-1
"paralizado"	-1
"paranoia"	-1
"parásito"	-1
"parcela"	-1
"parcial"	-1
"parcialidad"	-1
"paria"	-1
"parodia"	-1
"parpadeo"	-1
"parrilla"	-1
"particularmente"	-1
"partidario"	1
"partidista"	-1
"partisano"	-1
"pasión"	1
"pasivo"	-1
"patético"	-1
"patriota"	1
"patriótico"	1
"patrocinar"	-1
"pavoneo"	-1
"pavor"	-1
"paz"	1
"peaje"	-1
"pecado"	-1
"pecaminoso"	-1
"peculiar"	-1
"pedante"	-1
"pega"	-1
"pegado"	-1
"pegajoso"	-1
"pelea"	-1
"peligro"	-1
"peligroso"	-1
"pellizcar"	-1
"pena"	-1
"penosamente"	-1
"pensativo"	1
"penumbra"	-1
"peor"	-1
"percance"	-1
"perder"	-1
"perdición"	-1
"pérdida"	-1
"perdido"	-1
"perdón"	1
"perecer"	-1
"pereza"	-1
"perezoso"	-1
"perfección"	1
"perfecto"	1
"peril"	-1
"perjudicar"	-1
"perjudicial"	-1
"permisible"	1
"permitirse"	1
"pernicioso"	-1
"perplejidad"	-1
"perplejo"	-1
"perra"	-1
"persecución"	-1
"perseguir"	-1
"perseverancia"	1
"perseverar"	1
"perspicacia"	1
"perturbación"	-1
"perturbado"	-1
"perversión"	-1
"perverso"	-1
"pervertido"	-1
"pesadilla"	-1
"pesimismo"	-1
"picadura"	-1
"pícaro"	-1
"picazón"	-1
"picapleitos"	-1
"piedad"	1
"pifia"	-1
"pillaje"	-1
"pináculo"	1
"pinchazo"	-1
"pintoresco"	1
"piqué"	-1
"piquete"	-1
"piquetes"	-1
"placentero"	1
"plaga"	-1
"platija"	-1
"pobre"	-1
"pobreza"	-1
"pocilga"	-1
"poderosamente"	1
"poderoso"	1
"podredumbre"	-1
"poético"	1
"polémico"	-1
"polvo"	-1
"polvoriento"	-1
"pomposo"	-1
"ponche"	-1
"popular"	1
"portátil"	1
"potente"	1
"práctico"	1
"precario"	-1
"precioso"	1
"precipitadamente"	-1
"precipitado"	-1
"precipitar"	-1
"precisamente"	1
"preciso"	1
"predicamento"	-1
"preeminente"	1
"preferir"	1
"pregonar"	-1
"prejuicio"	-1
"premeditado"	-1
"premio"	1
"preocupación"	-1
"preocupado"	-1
"preocupante"	-1
"preocuparse"	-1
"presentimiento"	-1
"preso"	-1
"prestigio"	1
"presumido"	-1
"presuntuoso"	-1
"pretensión"	-1
"prevenido"	-1
"previsión"	1
"prima"	1
"primitivo"	-1
"prisa"	-1
"prisión"	-1
"privación"	-1
"privilegiado"	1
"privilegio"	1
"probado"	1
"problema"	-1
"procesar"	-1
"prodigio"	1
"prodigioso"	1
"pródigo"	1
"productivo"	1
"proeza"	1
"profano"	-1
"profusión"	1
"profuso"	1
"progresivo"	-1
"progreso"	1
"prohibiendo"	-1
"prohibir"	-1
"prohibitivo"	-1
"prolífico"	1
"prolongada"	-1
"promesa"	1
"prometedor"	1
"prominencia"	1
"promotor"	1
"propaganda"	-1
"propicio"	1
"propietario"	-1
"proscribir"	-1
"próspera"	1
"prosperar"	1
"prosperidad"	1
"próspero"	1
"protección"	1
"protector"	1
"proteger"	1
"protesta"	-1
"providencia"	1
"provocación"	-1
"provocativo"	-1
"prudencia"	1
"prudente"	1
"pudrir"	-1
"pueril"	-1
"puesto"	-1
"pulcramente"	1
"pulcro"	1
"pulido"	1
"pulla"	-1
"punitivo"	-1
"puntal"	-1
"puntual"	1
"puñalada"	-1
"puño"	-1
"purificar"	1
"purpurina"	1
"puta"	-1
"quebradizo"	-1
"quebrado"	-1
"queja"	-1
"quejarse"	-1
"quejido"	-1
"quemar"	-1
"querida"	-1
"querido"	1
"quisquilloso"	-1
"rabia"	-1
"rabioso"	-1
"racional"	1
"radiante"	1
"radicalmente"	-1
"rancio"	-1
"rápidamente"	1
"rápido"	1
"rapto"	1
"rareza"	-1
"rasguño"	-1
"reaccionario"	-1
"reacio"	-1
"reafirmar"	1
"realista"	1
"realizado"	1
"rebelde"	-1
"recaída"	-1
"recalcitrante"	-1
"recesión"	-1
"rechaza"	-1
"rechazado"	-1
"rechazar"	-1
"rechazo"	-1
"recomendable"	1
"recomendación"	1
"recomendar"	1
"recompensa"	1
"reconciliación"	1
"reconciliar"	1
"rectificación"	1
"rectificar"	1
"recuperación"	1
"redención"	1
"redundancia"	-1
"redundante"	-1
"reembolso"	1
"refinamiento"	1
"refinar"	1
"reforma"	1
"reforzar"	1
"refrescante"	1
"refutación"	-1
"refutar"	-1
"regañar"	-1
"regañina"	-1
"regaño"	-1
"regatear"	-1
"regio"	1
"regocijarse"	1
"regocijo"	1
"regresión"	-1
"regresivo"	-1
"rehén"	-1
"rehuir"	-1
"rejilla"	-1
"rejuvenecer"	1
"rejuvenecido"	1
"relajado"	1
"remedio"	1
"remisión"	1
"remordimiento"	-1
"renacer"	1
"renacimiento"	1
"rencor"	-1
"rendición"	-1
"renombrado"	1
"renombre"	1
"renuencia"	-1
"renuncia"	-1
"renunciar"	-1
"reprensión"	-1
"represión"	-1
"reprimenda"	-1
"reprimir"	-1
"reproche"	-1
"repudio"	-1
"repugnante"	-1
"reputación"	1
"resentido"	-1
"resentimiento"	-1
"reservado"	-1
"residuos"	-1
"resignado"	-1
"resistencia"	-1
"resistente"	1
"respetable"	1
"respeto"	1
"respetuoso"	1
"respiradero"	-1
"respiro"	1
"resplandeciente"	1
"resplandor"	1
"responsabilidad"	-1
"restaurada"	1
"restricción"	-1
"restrictivo"	-1
"restringido"	-1
"restringir"	-1
"resucitar"	1
"resuelto"	1
"retardar"	-1
"reticente"	-1
"retorcerse"	-1
"retorcido"	-1
"retórica"	-1
"retórico"	-1
"retraer"	-1
"retrasado"	-1
"retrasar"	-1
"retraso"	-1
"retribuido"	1
"retroceder"	-1
"retroceso"	-1
"revelación"	1
"reverencia"	1
"reverenciar"	1
"reverente"	1
"revertir"	-1
"revés"	-1
"revivir"	1
"revocar"	-1
"revolcarse"	-1
"revoltoso"	-1
"revolucionar"	1
"revolucionario"	1
"revuelta"	-1
"revulsión"	-1
"rezagado"	-1
"rico"	1
"ridículo"	-1
"riesgo"	-1
"rigidez"	-1
"rígido"	-1
"riqueza"	1
"rival"	-1
"rivalidad"	-1
"robado"	-1
"robar"	-1
"robo"	-1
"robusto"	1
"rocín"	-1
"rodera"	-1
"romántico"	1
"romo"	-1
"romper"	-1
"rompió"	-1
"rondar"	-1
"rosado"	1
"roscado"	-1
"roto"	-1
"rotundo"	1
"rotura"	-1
"ruda"	-1
"ruido"	-1
"ruidoso"	-1
"ruin"	-1
"ruina"	-1
"ruinas"	-1
"ruinoso"	-1
"rumor"	-1
"ruptura"	-1
"rutina"	-1
"sabiduría"	1
"sabio"	1
"saborear"	1
"sabotaje"	-1
"saco"	-1
"sacudida"	-1
"sacudir"	-1
"saludable"	1
"saludo"	1
"salvaje"	-1
"salvajismo"	-1
"sanar"	1
"sangría"	-1
"sangriento"	-1
"sanguijuela"	-1
"sanguinario"	-1
"sano"	1
"santificado"	1
"santo"	1
"saqueo"	-1
"sarcasmo"	-1
"sardónico"	-1
"satírico"	-1
"satisfacer"	1
"satisfactoriamente"	1
"satisfecho"	1
"savia"	-1
"sazonado"	1
"sed"	-1
"sedentario"	-1
"seductor"	1
"seguridades"	1
"seguro"	1
"sencillo"	1
"senil"	-1
"sensación"	1
"sensacional"	1
"sensible"	1
"señorita"	-1
"señuelo"	-1
"sequía"	-1
"serenidad"	1
"sereno"	1
"seriedad"	-1
"serio"	-1
"servidumbre"	-1
"servil"	-1
"sesgado"	-1
"sesgo"	-1
"severidad"	-1
"severo"	-1
"sexy"	1
"significativo"	1
"silbido"	-1
"silencioso"	1
"simplificar"	1
"sinceridad"	1
"sincero"	1
"siniestro"	-1
"síntoma"	-1
"sitiar"	-1
"situación"	-1
"smash"	-1
"snob"	-1
"soborno"	-1
"sobresalir"	1
"sociable"	1
"sofocante"	-1
"soledad"	-1
"solidaridad"	1
"sólido"	1
"solitario"	-1
"sollozo"	-1
"solterona"	-1
"solvencia"	1
"sombreado"	-1
"sombrío"	-1
"sometido"	-1
"sonajero"	-1
"sonriente"	1
"sonrisa"	1
"sordos"	-1
"sorprendentemente"	1
"sosegado"	1
"soso"	-1
"sospecha"	-1
"sospechas"	-1
"sospechoso"	-1
"suave"	-1
"suavemente"	1
"subestimar"	-1
"subordinado"	-1
"subvencionar"	1
"subversión"	-1
"subversivo"	-1
"subvertir"	-1
"subyugación"	-1
"suciedad"	-1
"sucio"	-1
"sucumbir"	-1
"sudario"	-1
"suerte"	1
"suficiente"	1
"suficientemente"	1
"sufridor"	-1
"sufrimiento"	-1
"sufrir"	-1
"suicida"	-1
"suicidio"	-1
"sujeción"	-1
"suntuoso"	1
"superabundancia"	-1
"superado"	1
"superchería"	-1
"superficial"	-1
"superfluo"	-1
"superior"	1
"superioridad"	1
"superstición"	-1
"supersticioso"	-1
"supervivencia"	1
"súplica"	-1
"supremacía"	1
"supremamente"	1
"supremo"	1
"supresión"	-1
"suprimir"	-1
"surco"	-1
"susceptible"	-1
"suspicaz"	-1
"sustantivo"	1
"sustentación"	1
"susto"	-1
"sustraer"	-1
"tabú"	-1
"tacaño"	-1
"tacos"	-1
"taladro"	-1
"talento"	1
"talentoso"	1
"tambaleante"	-1
"tanque"	-1
"tardío"	-1
"tartamudeo"	-1
"tedioso"	-1
"temer"	-1
"temerario"	-1
"temeroso"	-1
"temor"	1
"tempestad"	-1
"tempestuoso"	-1
"tenacidad"	-1
"tenaz"	1
"tensión"	-1
"tenso"	-1
"tentación"	-1
"tentador"	1
"tentadora"	1
"tentar"	1
"tentativo"	-1
"tenue"	-1
"tergiversación"	-1
"ternura"	-1
"terrible"	-1
"terriblemente"	-1
"terror"	-1
"terrorismo"	-1
"tesoro"	1
"testarudez"	-1
"tibio"	-1
"tiburón"	-1
"tierno"	1
"timidez"	-1
"tímido"	-1
"tiranía"	-1
"tiránico"	-1
"tirano"	-1
"tirante"	-1
"tirón"	-1
"tocón"	-1
"tonto"	-1
"torcedura"	-1
"tormento"	-1
"torpe"	-1
"torpeza"	-1
"torrente"	-1
"tortuoso"	-1
"tortura"	-1
"tóxico"	-1
"trabajo"	-1
"tracción"	1
"tragarse"	-1
"tragedia"	-1
"trágico"	-1
"traición"	-1
"traicionar"	-1
"traicionero"	-1
"traidor"	-1
"trampa"	-1
"tranquilidad"	1
"tranquilizar"	1
"tranquilo"	1
"transgresión"	-1
"transparente"	1
"trascendental"	1
"traste"	-1
"trastorno"	-1
"traumático"	-1
"travesura"	-1
"travieso"	-1
"tremendamente"	1
"triste"	-1
"tristemente"	-1
"tristeza"	-1
"triunfante"	1
"triunfo"	1
"trofeo"	1
"trompeta"	1
"tropezón"	-1
"truco"	-1
"tumultuoso"	-1
"turbio"	-1
"turbulento"	-1
"ulterior"	-1
"ultimátum"	-1
"unidad"	1
"untar"	-1
"urdimbre"	-1
"urgente"	-1
"usado"	-1
"usurpar"	-1
"útil"	1
"vacío"	-1
"vagabundo"	-1
"vago"	-1
"vaguedad"	-1
"valentía"	1
"valiente"	1
"valioso"	1
"valor"	1
"vanamente"	-1
"vanidad"	-1
"variedad"	1
"vehemente"	-1
"veneno"	-1
"venenoso"	-1
"venganza"	-1
"vengativo"	-1
"ventaja"	1
"ventajoso"	1
"ventosa"	-1
"veracidad"	1
"veraz"	1
"verdadero"	1
"vergonzoso"	-1
"vergüenza"	-1
"versátil"	1
"versatilidad"	1
"vertedero"	-1
"vertederos"	-1
"víbora"	-1
"vibración"	-1
"vibrar"	-1
"viciado"	-1
"vicio"	-1
"vicioso"	-1
"víctima"	-1
"victoria"	1
"victorioso"	1
"vigilancia"	-1
"vigilante"	1
"vigorizar"	1
"vil"	-1
"villano"	-1
"violación"	-1
"violentamente"	-1
"violento"	-1
"virtud"	1
"virtuoso"	1
"virulencia"	-1
"virus"	-1
"visionario"	1
"vivaz"	1
"vívido"	1
"volatilidad"	-1
"volcar"	-1
"voluble"	-1
"voluminoso"	-1
"vómito"	-1
"vómitos"	-1
"vulgar"	-1
"vulnerable"	-1
"zas"	-1
"zueco"	-1
"zumbido"	-1
