"palabra"	"valor"
"coerción"	-0.5
"coexistir"	0.8
"coger"	-0.6
"cognitivo"	0.4
"coherencia"	0.5
"coherente"	0.75
"cohesivo"	0.5
"cohete"	-0.25
"coito"	0.25
"cojear"	-0.5
"cojera"	-0.8
"cojo"	-0.5
"colapsar"	-0.5
"colapso"	-0.75
"colectivamente"	0.1
"colectivo"	-0.25
"colega"	0.6
"cólera"	-1
"colérico"	-1
"colesterol"	-0.25
"colgado"	-0.25
"colgar"	-0.25
"cólico"	-0.25
"colisión"	-0.5
"colisionar"	-0.5
"coludido"	-0.6
"coludir"	-0.6
"colusión"	-0.6
"coma"	-1
"comatoso"	-1
"combado"	-0.6
"combate"	-0.6
"combatiente"	-0.6
"combatir"	-0.5
"combativo"	-0.5
"combustible"	0.25
"comedia"	0.5
"comentarista"	0.25
"comer"	0.6
"cometer"	-0.25
"comezón"	-0.25
"cómicamente"	0.25
"cómico"	0.5
"comida"	0.4
"comienzo"	0.6
"cómodamente"	1
"comodidad"	0.75
"cómodo"	0.5
"compactar"	0.4
"compacto"	0.4
"compadecer"	-0.25
"compañerismo"	1
"compañero"	0.5
"compartimentar"	-0.25
"compartir"	0.5
"compasión"	0.75
"compasivo"	0.75
"compatibilidad"	0.6
"compatible"	0.5
"compenetración"	0.6
"compenetrar"	0.6
"compensación"	0.8
"compensar"	0.6
"compensatorio"	0.4
"competencia"	0.8
"competente"	0.5
"competir"	0.4
"competitivo"	0.5
"complacencia"	0.75
"complacer"	0.4
"complaciente"	0.8
"complejidad"	0.25
"complejo"	0.25
"complementado"	1
"complementario"	0.5
"complemento"	0.5
"completamente"	0.4
"complicación"	-0.5
"complicar"	-0.4
"cómplice"	-0.5
"componer"	0.25
"composición"	0.4
"compra"	0.25
"comprender"	0.8
"comprensible"	0.8
"comprensión"	0.5
"comprobar"	0.5
"comprometer"	-0.25
"comprometer"	-0.25
"compromiso"	0.5
"compuesto"	0.8
"compulsión"	-0.5
"compulsivo"	-0.8
"comunal"	-0.25
"comunicar"	0.6
"comunicativo"	0.6
"comunidad"	0.6
"comunión"	0.6
"comunismo"	-0.25
"comunista"	-0.5
"concebir"	0.6
"conceder"	-0.4
"concepto"	0.4
"concesión"	-0.4
"conciencia"	0.4
"concienzudo"	0.5
"conciliado"	0.6
"conciliador"	0.6
"conciliando"	0.6
"conciliar"	0.6
"conciso"	1
"conclusiva"	0.25
"concordancia"	0.8
"concurrido"	1
"concursante"	-0.25
"concusión"	-1
"conde"	0.25
"condena"	-0.5
"condenable"	-1
"condenación"	-0.75
"condenado"	-0.5
"condenar"	-0.75
"condesa"	0.25
"condescendencia"	-0.75
"condescender"	-1
"condescendiente"	-0.75
"condescendientemente"	-1
"condolencia"	-0.4
"condonar"	-0.25
"conducente"	0.8
"conductividad"	0.4
"conexión"	0.6
"confabulación"	-0.6
"confabular"	-0.6
"confabularse"	-0.6
"confeccionar"	-0.25
"confederación"	-0.4
"confederado"	-0.4
"conferencia"	0.4
"conferir"	0.8
"confesar"	-0.5
"confesión"	-0.75
"confiabilidad"	1
"confiable"	1
"confiado"	0.6
"confianza"	0.75
"confiar"	0.6
"confidente"	0.8
"confinamiento"	-0.5
"confinar"	-0.25
"confirmación"	0.5
"confirmar"	0.5
"confiscación"	-0.8
"confiscar"	-0.8
"conflagración"	-1
"conflictivo"	-1
"conflicto"	-1
"conformidad"	0.1
"confortable"	1
"confraternidad"	0.8
"confronta"	-0.6
"confrontación"	-1
"confrontar"	-0.6
"confundir"	-0.8
"confusión"	-0.4
"confuso"	-0.5
"congelación"	-0.5
"congelador"	-0.5
"congelar"	-0.4
"congestión"	-0.5
"congestionar"	-1
"congratulación"	0.5
"congratular"	0.5
"congratulatorio"	0.5
"congregación"	0.25
"congregar"	0.25
"congruencia"	0.4
"conjunto"	0.6
"conmemoración"	0.8
"conmemorar"	0.8
"conmemorativo"	0.8
"conmoción"	-0.5
"conmocionar"	-0.5
"conmovedor"	0.6
"conmutar"	-0.25
"connivencia"	-1
"conocedor"	0.6
"conocimiento"	0.6
"consagración"	0.4
"consagrar"	0.4
"consecuencia"	-0.8
"consecuentemente"	0.8
"conseguidor"	-0.25
"conseguir"	-0.25
"consejo"	0.4
"consenso"	0.6
"consentimiento"	0.8
"consentir"	0.4
"conserva"	0.6
"conservación"	0.8
"conservante"	0.6
"conservar"	0.8
"considerable"	0.1
"consideración"	0.5
"considerado"	0.75
"consignado"	0.4
"consignar"	0.4
"consistencia"	0.1
"consistente"	0.8
"consistir"	0.4
"consola"	0.25
"consolable"	0.4
"consolación"	0.5
"consolador"	0.5
"consolar"	0.5
"conspicuamente"	-0.5
"conspicuo"	-0.4
"conspiración"	-0.5
"conspirador"	-0.5
"conspirar"	-0.5
"constancia"	0.5
"consternación"	-0.75
"consternado"	-0.75
"constitucional"	0.8
"constreñir"	-0.8
"construcción"	0.6
"constructivo"	1
"construir"	0.1
"consuelo"	0.4
"consuelo"	0.5
"consumado"	0.1
"consumar"	0.5
"contacto"	0.4
"contador"	-0.25
"contagio"	-0.5
"contagioso"	-0.75
"contaminación"	-0.5
"contaminador"	-0.5
"contaminante"	-1
"contaminar"	-1
"contemplación"	0.25
"contemplar"	0.25
"contemporáneo"	0.4
"contención"	-0.25
"contencioso"	-0.75
"contender"	-0.75
"contendiente"	-0.25
"contenedor"	0.1
"contener"	-0.5
"contenido"	0.6
"contentamiento"	0.6
"contentar"	-0.1
"contento"	0.75
"continuar"	0.4
"continuidad"	0.4
"continuo"	0.4
"contraataque"	-0.6
"contrabandear"	-0.8
"contrabandista"	-0.8
"contrabando"	-1
"contradecir"	-0.5
"contradicción"	-0.5
"contradictorio"	-0.6
"contraproducente"	-1
"contrapunto"	-0.4
"contrariedad"	-0.6
"contrario"	-0.5
"contraste"	0.6
"contratado"	-0.5
"contratiempo"	-0.8
"contrato"	0.6
"contravención"	-0.8
"contribución"	0.5
"contribuir"	0.8
"contribuyente"	0.6
"controlador"	-0.25
"controversia"	-0.5
"contumaz"	-0.25
"contusión"	-0.5
"convencer"	0.5
"convencer"	0.5
"convencimiento"	0.25
"convención"	0.4
"convencional"	-0.25
"conveniencia"	0.5
"conveniente"	0.25
"convenientemente"	0.8
"convento"	0.1
"converger"	0.4
"conversacional"	0.6
"convertir"	-0.25
"convicción"	-0.5
"convincente"	0.4
"convincentemente"	0.8
"convocar"	-0.25
"convulsión"	-0.5
"convulsiones"	-1
"coña"	-0.25
"coño"	-0.4
"cooperación"	0.1
"cooperar"	0.8
"cooperativa"	-0.25
"cooperativamente"	1
"coordinación"	0.4
"coordinar"	0.25
"coqueta"	-0.25
"coral"	0.4
"corazón"	0.6
"corazonada"	0.25
"corchete"	-0.25
"cordada"	-0.4
"cornudo"	-0.8
"coro"	0.4
"coronación"	0.8
"coronar"	0.6
"corporación"	-0.25
"corrección"	-0.25
"correctamente"	0.8
"correcto"	0.6
"correspondencia"	0.4
"corresponder"	0.8
"corroborar"	0.6
"corroer"	-1
"corromper"	-1
"corrompido"	-1
"corrosión"	-0.5
"corrosiones"	-1
"corrosivo"	-0.5
"corrupción"	-0.75
"corrupto"	-0.5
"corruptor"	-0.5
"corsario"	-0.1
"cortador"	-0.4
"cortante"	-0.4
"cortar"	-0.25
"cortejar"	0.25
"cortés"	0.75
"cortesía"	0.8
"cortésmente"	1
"cosecha"	0.8
"cosechar"	0.8
"cosmopolita"	0.6
"cosquillas"	0.75
"costa"	0.6
"costipado"	-0.6
"costoso"	-0.5
"costra"	-1
"cotilla"	-0.8
"cotilleo"	-0.25
"cráneo"	-0.4
"crasamente"	-1
"craso"	-1
"creador"	0.6
"crear"	0.6
"creatividad"	1
"creativo"	0.75
"crecer"	0.8
"creciente"	0.8
"crecimiento"	0.5
"credencial"	0.4
"credibilidad"	1
"crédito"	0.5
"crédulo"	-0.75
"creíble"	0.8
"cremoso"	0.25
"crescendo"	0.6
"creyente"	0.6
"cría"	-0.6
"criada"	-1
"criado"	-0.25
"criador"	0.25
"crianza"	0.5
"criar"	0.5
"criatura"	-0.25
"crimen"	-1
"criminal"	-0.75
"criminalidad"	-1
"cripta"	-0.8
"crisis"	-1
"crisis"	-0.75
"cristal"	0.6
"crítica"	-1
"crítica"	-0.6
"criticar"	-1
"crítico"	-0.75
"crónica"	0.1
"crónico"	-0.5
"crucial"	-0.1
"crudamente"	-0.4
"crudeza"	-0.4
"crudo"	-0.5
"cruel"	-1
"crueldad"	-1
"crujido"	-0.25
"crujiente"	-0.25
"crujir"	-0.8
"cruzada"	-0.1
"cruzado"	-0.25
"cubrir"	-0.4
"cuchillada"	-0.5
"cuchillo"	-0.4
"cuchufleta"	-0.4
"cuco"	-0.25
"cuenta"	-0.25
"cuentista"	-0.4
"cuerdo"	0.6
"cuesco"	-0.6
"cuestionable"	-0.75
"cuestionado"	-0.5
"cuestionario"	-0.25
"cuidado"	1
"cuidadosamente"	0.25
"cuidadoso"	0.25
"culinario"	0.5
"culminación"	0.4
"culo"	-0.5
"culpa"	-0.75
"culpabilidad"	-0.4
"culpable"	-1
"culpadamente"	-0.5
"cultivado"	0.6
"cultivar"	0.6
"cultivo"	0.6
"culto"	-1
"cultura"	0.6
"cumbre"	0.6
"cumpleaños"	0.8
"cumplidor"	0.6
"cumplimiento"	0.5
"cumplir"	0.75
"cuna"	0.6
"cuña"	-0.25
"cuñado"	-0.25
"cuota"	-0.6
"cura"	1
"curable"	0.8
"curación"	0.5
"curiosamente"	0.4
"curiosidad"	0.5
"curioso"	0.4
"cursi"	-0.8
"curtido"	-0.75
"custodia"	-0.4
"dado"	-0.25
"daga"	-0.5
"dañado"	-0.5
"dañar"	-1
"daño"	-1
"dañoso"	-0.5
"debacle"	-0.5
"débil"	-0.75
"debilidad"	-0.8
"debilitación"	-0.5
"debilitante"	-1
"debilitar"	-1
"débilmente"	-0.8
"decadencia"	0.8
"decadente"	0.6
"decaer"	-0.5
"decapitar"	-1
"decencia"	0.5
"decente"	0.5
"decepción"	-1
"decepcionante"	-1
"decepcionantemente"	-1
"decepcionar"	-1
"dechado"	0.4
"decisión"	0.8
"decisivo"	0.5
"declarado"	-0.4
"declarar"	0.4
"declaratorio"	0.25
"declinación"	-0.6
"declinante"	-0.5
"decolorado"	-0.6
"decoloramiento"	-0.6
"decolorar"	-0.6
"decolorarse"	-0.6
"decomisar"	-0.6
"decomiso"	-0.6
"decreciente"	-0.4
"decremento"	-0.5
"decrépito"	-0.75
"decrepitud"	-0.8
"dedicación"	0.5
"deducir"	-0.25
"defecar"	-0.6
"defecto"	-1
"defectuoso"	-0.5
"defectuoso"	-1
"defender"	0.25
"defenderse"	-0.25
"defendible"	0.6
"defensa"	0.25
"defensivo"	-0.5
"defensor"	0.75
"deferencia"	0.5
"deficiencia"	-0.5
"deficiente"	-1
"déficit"	-0.5
"definitivo"	0.6
"deflación"	-0.25
"deflagración"	-0.4
"deflector"	-0.6
"deformación"	-0.25
"deformado"	-0.5
"deformar"	-0.5
"deforme"	-0.6
"deformidad"	-1
"deformidad"	-0.6
"defraudador"	-1
"defraudar"	-1
"degeneración"	-1
"degenerar"	-0.5
"degenerativo"	-1
"degradación"	-0.75
"degradado"	-1
"degradante"	-1
"degradantemente"	-1
"degradar"	-1
"dejar"	-1
"delegar"	0.1
"deleitar"	0.8
"deleitarse"	0.8
"deleite"	1
"delgado"	0.6
"deliberado"	-0.25
"delicadeza"	0.8
"delicado"	0.6
"deliciosamente"	1
"delicioso"	0.5
"delincuencia"	-0.5
"delincuente"	-0.75
"delirante"	-0.5
"delirio"	-0.5
"delito"	-0.5
"demacrado"	-0.5
"demacrar"	-0.75
"demanda"	-0.5
"demanda"	-0.4
"demandante"	-0.25
"demencia"	-0.5
"demente"	-1
"democracia"	0.4
"demoledor"	-1
"demoler"	-0.5
"demolición"	-0.6
"demoníaco"	-0.75
"demonio"	-0.5
"demonización"	-1
"demonizar"	-1
"demostrable"	0.1
"demostrado"	0.4
"demostrativo"	0.4
"denigrante"	-1
"denigrar"	-1
"denostación"	-1
"denostar"	-1
"denostar"	-1
"dentado"	-0.6
"denuncia"	-0.5
"denunciante"	-0.25
"denunciar"	-0.6
"dep"	-0.25
"dependencia"	-0.25
"dependiente"	-0.25
"deplorable"	-0.5
"deplorablemente"	-1
"deplorar"	-0.5
"deportación"	-0.6
"deportar"	-0.5
"deportista"	-0.25
"deportivo"	0.6
"depravación"	-1
"depravadamente"	-1
"depravado"	-0.5
"depravar"	-1
"depreciación"	-0.8
"depreciar"	-0.8
"depredador"	-0.5
"depresión"	-0.5
"depresivamente"	-1
"depresivo"	-1
"deprimente"	-1
"deprimido"	-1
"deprimir"	-0.5
"derecho"	0.8
"deriva"	-0.8
"derivado"	-0.25
"derivar"	-0.25
"derrama"	-0.4
"derramar"	-0.4
"derrame"	-0.4
"derrapar"	-0.6
"derrape"	-0.25
"derrocamiento"	-0.5
"derrocar"	-0.5
"derrota"	-0.8
"derrotado"	-1
"derrotar"	-0.25
"desacelerar"	-0.4
"desaconsejable"	-0.5
"desaconsejar"	-1
"desacostumbrar"	-0.6
"desacreditado"	-0.8
"desacreditar"	-0.5
"desacuerdo"	-0.8
"desafecto"	-0.5
"desafiante"	-0.75
"desafiar"	-0.5
"desafío"	-0.5
"desafortunadamente"	-1
"desafortunado"	-0.5
"desagradable"	-1
"desagradablemente"	-1
"desagradar"	-0.5
"desagradecido"	-0.5
"desagrado"	-0.8
"desagüe"	-0.4
"desahuciar"	-1
"desahucio"	-0.5
"desairar"	-1
"desaire"	-0.5
"desajustar"	-0.5
"desajuste"	-0.8
"desalentador"	-1
"desalentadoramente"	-1
"desalentar"	-0.8
"desaliento"	-1
"desalineado"	-1
"desalinear"	-1
"desaliñar"	-1
"desaliño"	-1
"desalmado"	-1
"desalojar"	-1
"desalojo"	-0.5
"desamarrar"	0.25
"desamor"	-0.6
"desangelado"	-0.5
"desangelar"	-0.5
"desangrado"	-1
"desangrar"	-1
"desanimado"	-0.5
"desanimar"	-0.5
"desánimo"	-0.5
"desaparece"	-0.6
"desaparecer"	-0.6
"desaparecido"	-0.6
"desaparición"	-0.6
"desapasionado"	-0.8
"desapego"	-0.6
"desapercibido"	-0.25
"desaprobación"	-0.5
"desaprobado"	-1
"desaprobar"	-1
"desarmar"	-0.6
"desarme"	-0.6
"desarraigar"	-0.6
"desarraigo"	-0.6
"desarrollador"	-0.25
"desarrollar"	0.1
"desasosegar"	-0.5
"desasosiego"	-0.5
"desastre"	-1
"desastrosamente"	-0.5
"desastroso"	-1
"desatento"	-0.8
"desatraillar"	-0.25
"desayuno"	0.6
"desbancar"	-0.6
"desbarajuste"	-0.8
"desbaratar"	-0.25
"descalificación"	-0.8
"descalificado"	-0.5
"descalificar"	-0.8
"descanso"	-0.25
"descaradamente"	-0.25
"descarado"	-0.5
"descarga"	-0.25
"descaro"	-1
"descarrilar"	-0.8
"descartado"	-0.6
"descartar"	-0.5
"descarte"	-0.6
"descendiente"	0.25
"descenso"	-0.25
"descentrado"	-0.25
"descentrar"	-0.25
"descerebrado"	-1
"descifrado"	-0.25
"descifrar"	-0.25
"descolorado"	-0.6
"descoloramiento"	-0.6
"descolorar"	-0.6
"descolorarse"	-0.6
"descomponer"	-0.6
"descomposición"	-0.6
"descompostura"	-0.75
"desconcertado"	-0.6
"desconcertante"	-0.6
"desconcertantemente"	-1
"desconcertar"	-1
"desconcierto"	-0.6
"desconectar"	-0.6
"desconexión"	-0.6
"desconfiado"	-0.5
"desconfianza"	-0.8
"desconocedor"	-0.8
"desconocido"	-0.6
"desconocimiento"	-0.5
"desconsideradamente"	-1
"desconsiderado"	-0.75
"desconsolación"	-0.5
"desconsoladamente"	-1
"desconsolado"	-0.5
"desconsolador"	-0.5
"desconsolar"	-0.5
"desconsuelo"	-0.5
"descontentar"	-1
"descontento"	-0.5
"descontrol"	-1
"descontrolar"	-0.5
"descorazonado"	-0.5
"descorazonador"	-0.5
"descorazonadoramente"	-1
"descortés"	-1
"descortesía"	-1
"descrédito"	-0.5
"descreído"	-0.6
"descuartizar"	-0.6
"descubrimiento"	0.6
"descuento"	-0.25
"descuidadamente"	-1
"descuidado"	-0.5
"descuidar"	-0.25
"descuido"	-0.25
"desdén"	-0.75
"desdeñado"	-1
"desdeñar"	-0.6
"desdeñosamente"	-1
"desdeñoso"	-1
"desdicha"	-0.5
"desdichado"	-0.5
"deseable"	0.75
"deseado"	0.8
"desear"	0.5
"desecado"	-0.4
"desecar"	-0.4
"desechado"	-0.4
"desechar"	-0.75
"desecho"	-0.25
"desempleado"	-0.8
"desempleo"	-0.6
"desencadenar"	-0.4
"desenfocar"	-0.8
"desenfoque"	-0.8
"desenfrenado"	-0.6
"desenfrenar"	-0.6
"desenmarañar"	-0.1
"desenredar"	-0.1
"desenterrar"	-0.6
"desentrañar"	-0.5
"desenvoltura"	-1
"deseo"	0.6
"deseoso"	0.75
"deseperanza"	-1
"desequilibrado"	-0.6
"desequilibrio"	-0.8
"deserción"	-0.6
"desertar"	-0.8
"desertor"	-0.8
"deservicio"	-0.5
"desesperación"	-0.75
"desesperadamente"	-0.5
"desesperado"	-0.75
"desesperar"	-0.6
"desestabilización"	-0.8
"desestimación"	-0.4
"desestimar"	-0.4
"desestructurado"	-0.75
"desfachatez"	-0.25
"desfallecer"	-0.75
"desfase"	-0.5
"desfavorecer"	-1
"desfigurado"	-1
"desfigurar"	-1
"desfiladero"	-0.5
"desfloración"	-1
"desflorar"	-1
"desfogar"	-0.25
"desfogue"	-0.25
"desgarbado"	-0.6
"desgarradoramente"	-0.25
"desgarrar"	-0.25
"desgarrarse"	-0.25
"desgarro"	-0.25
"desgracia"	-1
"desgraciado"	-0.75
"desguace"	-0.25
"deshacer"	-0.25
"deshecho"	-0.5
"deshilvanado"	-0.25
"deshilvanar"	-0.25
"deshonestamente"	-1
"deshonestidad"	-0.5
"deshonesto"	-1
"deshonra"	-0.5
"deshonrosamente"	-1
"deshonroso"	-1
"deshumaniza"	-1
"deshumanización"	-1
"deshumanizado"	-1
"deshumanizante"	-1
"deshumanizar"	-0.5
"desierto"	-0.5
"desigual"	-0.5
"desigualdad"	-0.5
"desilusión"	-0.8
"desilusionado"	-0.5
"desinflar"	-0.5
"desinformación"	-0.6
"desinformado"	-0.5
"desinformar"	-1
"desintegración"	-0.5
"desintegrado"	-0.6
"desintegrar"	-0.5
"desintegrarse"	-0.5
"desinterés"	-0.6
"desinteresado"	0.1
"desistir"	-0.25
"desleal"	-1
"deslealtad"	-1
"desliz"	-0.6
"deslizado"	-0.6
"deslizar"	-0.6
"deslucido"	-0.5
"deslucimiento"	-0.5
"deslumbrado"	0.8
"deslumbrador"	-0.8
"deslumbramiento"	-0.25
"deslumbrante"	0.8
"deslumbrar"	0.8
"deslustre"	-0.5
"desmantelado"	-0.6
"desmantelar"	-0.6
"desmayar"	-0.8
"desmayo"	-0.5
"desmembramiento"	-1
"desmentido"	-0.6
"desmentir"	-0.6
"desmenuzado"	-0.6
"desmerecer"	-0.4
"desmesura"	-1
"desmesuradamente"	-0.6
"desmesurado"	-1
"desmoralizado"	-0.75
"desmoralizador"	-1
"desmoralizante"	-1
"desmoralizar"	-1
"desmoronamiento"	-0.5
"desmoronar"	-0.6
"desmoronarse"	-0.6
"desmotivar"	-1
"desobedecer"	-0.5
"desobedecido"	-0.8
"desobediencia"	-0.5
"desobediente"	-1
"desolación"	-1
"desoladamente"	-1
"desolado"	-0.5
"desolar"	-0.8
"desorden"	-1
"desordenado"	-0.5
"desordenar"	-0.5
"desorientación"	-0.8
"desorientado"	-0.5
"desorientar"	-0.8
"despachar"	-0.25
"despacho"	0.25
"despacio"	-0.25
"despatarrar"	-0.6
"despechar"	-0.5
"despecho"	-0.5
"despectivamente"	-0.8
"despectivo"	-0.75
"despedir"	-0.5
"despegado"	-0.6
"despeinado"	-0.6
"despejado"	0.5
"desperdicio"	-0.75
"despertado"	-0.25
"despertar"	0.8
"despiadado"	-0.5
"despido"	-0.6
"despilfarrar"	-1
"despilfarro"	-1
"despintar"	-0.1
"despistado"	-0.8
"desplazado"	-0.8
"desplazar"	-0.5
"desplomado"	-0.8
"desplomar"	-0.8
"desplomarse"	-0.5
"despojar"	-0.5
"despojo"	-0.4
"desposeídos"	-1
"déspota"	-1
"despótico"	-0.5
"despotismo"	-0.5
"despotricar"	-0.5
"despreciable"	-0.75
"despreciado"	-1
"despreciando"	-1
"despreciar"	-0.75
"desprecio"	-0.75
"despreocupación"	-0.25
"despreocupado"	-0.5
"desprevenido"	-0.75
"desprogramar"	-0.25
"desproporción"	-0.4
"desproporcionado"	-0.4
"desprotegido"	-0.8
"desquiciador"	-0.8
"desquiciamiento"	-0.8
"desquiciar"	-0.8
"desquicio"	-0.8
"destacamento"	0.4
"destacar"	0.6
"destartalado"	-1
"destello"	0.8
"desterrar"	-0.75
"destierro"	-0.5
"destinado"	-0.25
"destino"	0.5
"destreza"	0.4
"destripar"	-0.6
"destrozar"	-0.5
"destrozo"	-0.5
"destrucción"	-0.75
"destructivo"	-0.75
"destructor"	-0.75
"destruido"	-0.75
"destruir"	-0.5
"desunión"	-0.25
"desuso"	-0.6
"desvalido"	-0.25
"desvanecimiento"	-0.6
"desvarío"	-1
"desvelar"	0.25
"desvelo"	0.25
"desventaja"	-0.5
"desventurado"	-0.5
"desvergonzadamente"	-0.4
"desvergonzado"	-0.5
"desvergüenza"	-0.4
"desviación"	-0.4
"desviar"	-0.4
"desviarse"	-0.4
"desvincular"	0.4
"desvío"	-0.25
"detección"	0.25
"detectar"	0.1
"detención"	-0.75
"detener"	-0.4
"detenido"	-0.6
"deteriorado"	-0.5
"deteriorar"	-1
"deteriorarse"	-0.5
"deterioro"	-0.8
"determinación"	0.8
"determinado"	0.5
"detesta"	-1
"detestable"	-1
"detestable"	-1
"detestablemente"	-1
"detestar"	-0.75
"detonación"	-0.6
"detonar"	-0.5
"detracción"	-0.4
"detrae"	-0.4
"detraer"	-0.5
"detrimento"	-0.5
"detrito"	-0.6
"deuda"	-0.75
"deudor"	-0.6
"devastación"	-0.5
"devastado"	-0.5
"devastador"	-0.75
"devastadoramente"	-1
"devastar"	-0.75
"devoción"	0.8
"devolución"	-0.6
"devolver"	0.1
"devorador"	-0.4
"devorar"	-0.4
"devoto"	0.8
"diablo"	-0.5
"diabólicamente"	-0.5
"diabólico"	-1
"diagnóstico"	-0.25
"diarrea"	-1
"diatriba"	-1
"dictador"	-0.5
"dictadura"	-1
"dictatorial"	-0.5
"didáctico"	0.4
"diestramente"	0.6
"diestro"	0.25
"dieta"	-0.25
"difamación"	-0.5
"difamar"	-0.5
"difamatorio"	-0.8
"difícil"	-0.5
"dificultad"	-0.5
"difirir"	-0.25
"difuminar"	-0.5
"difunto"	-0.5
"dignar"	-0.8
"dignarse"	-0.8
"dignatario"	0.6
"dignidad"	0.5
"dignificar"	0.8
"digno"	0.75
"dilación"	-0.5
"dilapidar"	-0.5
"dilatoria"	-0.8
"dilema"	-0.5
"diligencia"	0.5
"diligente"	0.5
"diligentemente"	0.6
"dilucidar"	0.4
"diluir"	-0.4
"diluvio"	-0.5
"dimes"	-0.25
"diminuta"	0.6
"dimisión"	-0.5
"dimitir"	-0.5
"dinámica"	0.5
"dinero"	0.6
"diplomacia"	0.6
"diplomático"	0.5
"dirección"	0.5
"director"	0.25
"diretes"	-0.25
"dirigir"	0.25
"discapacidad"	-0.8
"discapacitado"	-0.75
"disciplina"	-0.25
"disciplinado"	-0.25
"díscolo"	-0.8
"discontinuar"	-0.6
"discontinuidad"	-0.5
"discontinuo"	-0.6
"discordancia"	-1
"discordante"	-1
"discordia"	-0.75
"discreción"	0.6
"discrecional"	0.4
"discrepancia"	-0.6
"discrepar"	-0.5
"discriminación"	-0.5
"discriminante"	-0.4
"discriminar"	-0.5
"discriminatorio"	-0.8
"disculpa"	0.6
"disculpar"	0.8
"discurso"	0.25
"discusión"	-0.4
"discutible"	-0.4
"discutidor"	-0.5
"discutir"	-0.5
"disecar"	-0.4
"diseminar"	0.25
"disensión"	-0.6
"disentería"	-1
"disentimiento"	-0.6
"disentir"	-0.6
"diseñador"	0.6
"disfraz"	-0.25
"disfrazar"	-0.25
"disfrazarse"	-0.25
"disfrutar"	0.75
"disfrute"	1
"disfunción"	-1
"disgustado"	-0.75
"disgustar"	-1
"disgusto"	-0.75
"disidencia"	-0.6
"disidente"	-0.6
"disimulador"	-0.25
"disimular"	-0.25
"disipar"	-0.6
"dislocado"	-0.5
"disminución"	-0.75
"disminuido"	-0.6
"disminuir"	-0.5
"disolución"	-0.5
"disoluto"	-0.25
"disonancia"	-0.5
"disonante"	-1
"disonantemente"	-0.25
"dispar"	-0.6
"disparar"	-0.5
"disparate"	-0.75
"disparidad"	-0.6
"disparo"	-0.6
"dispensable"	-0.4
"displicente"	-0.5
"disponible"	0.8
"disposición"	-0.4
"dispuesto"	-0.6
"disputa"	-0.8
"disputable"	-0.6
"disputando"	-0.6
"disruptivo"	-0.5
"distendido"	-0.6
"distinción"	0.5
"distinguido"	0.6
"distintivo"	0.5
"distorsión"	-0.5
"distorsionar"	-0.5
"distorsionista"	-0.6
"distracción"	-0.5
"distraer"	-0.75
"distraído"	-0.5
"distribuidor"	-0.25
"disturbio"	-0.75
"disuadir"	-0.6
"disuasorio"	-0.6
"divagación"	-0.25
"divagar"	-0.25
"divergente"	-0.5
"diversión"	0.5
"divertidísimo"	1
"divertido"	0.75
"divinamente"	1
"divinidad"	1
"divino"	0.8
"división"	-0.25
"divisionismo"	-0.6
"divisivo"	-0.6
"divorcio"	-1
"doblado"	-0.4
"dócil"	0.5
"dogmático"	-0.4
"doler"	-1
"dolía"	-1
"doliente"	-1
"dolor"	-0.75
"dolorido"	-1
"doloroso"	-1
"dominación"	0.4
"dominador"	-0.25
"dominante"	-0.25
"dominar"	-0.25
"donación"	0.8
"donar"	0.8
"donativo"	0.8
"doncella"	0.25
"dorado"	0.6
"dormitorio"	0.25
"dotación"	0.6
"dotado"	0.6
"dotar"	0.6
"dote"	1
"draconiana"	-0.5
"dracónica"	-0.25
"dragado"	-0.25
"dragón"	-0.25
"drama"	-0.25
"drásticamente"	-0.4
"drástico"	-0.4
"drenaje"	-0.25
"droga"	-0.25
"drogadicto"	-0.6
"dualismo"	-0.25
"ducha"	-0.5
"duda"	-0.75
"dudosamente"	-0.8
"dudoso"	-0.75
"duelo"	-1
"duende"	-0.8
"dueto"	0.4
"dulce"	0.75
"dulcemente"	0.5
"dulzura"	0.5
"duplicidad"	-0.8
"durabilidad"	0.6
"durable"	0.75
"duradero"	0.4
"duramente"	-1
"dureza"	-1
"duro"	-1
"ebriamente"	-0.6
"ebrio"	-0.6
"eclipsar"	0.4
"económico"	-0.25
"edicto"	-0.25
"edificación"	1
"edificante"	1
"edificar"	1
"edificio"	0.1
"editar"	-0.25
"editor"	-0.25
"educado"	0.75
"educar"	0.8
"educativo"	0.8
"efectista"	-0.4
"efectivo"	0.4
"eficacia"	0.6
"eficaz"	0.6
"eficazmente"	0.5
"eficiencia"	0.8
"eficiente"	0.75
"eficientemente"	1
"efímero"	-0.25
"efusión"	0.4
"efusivamente"	0.4
"efusividad"	0.4
"efusivo"	0.25
"ego"	-0.25
"egocéntrico"	-1
"egoísmo"	-1
"egoísta"	-1
"egoístamente"	-1
"ególatra"	-0.5
"egomanía"	-1
"eje"	-0.25
"ejecución"	-1
"ejecutante"	0.4
"ejemplar"	0.8
"elaboración"	0.6
"elación"	0.5
"elástico"	0.5
"elección"	0.4
"electo"	0.6
"electrónica"	0.25
"elegancia"	0.5
"elegante"	0.5
"elegantemente"	0.8
"elegible"	0.8
"elegido"	0.6
"elegir"	0.6
"elevado"	-0.25
"elevar"	0.6
"eliminación"	-0.5
"eliminar"	-0.25
"élite"	0.5
"elixir"	-0.25
