temporada	episodio	titulo	personaje	texto
2	12	El monasterio del tiempo	NEY	"Où allez_vous?"
2	12	El monasterio del tiempo	PACINO	"Je… voy a visiter a los prisoneres."
2	12	El monasterio del tiempo	NEY	"Oh… ¿No confía usted en nuestga hospitalité? No hay nadie más caballegoso que un fgancés. Esos hombges están bien, se lo aseguro. No les falta comida ni agua."
2	12	El monasterio del tiempo	PACINO	"No solo de pan vive el hombre. Si no del amor de Dios y yo soy su representante."
2	12	El monasterio del tiempo	NEY	"L’amour es tojours lo más impogtante."
2	12	El monasterio del tiempo	PACINO	"Me alegro que me entienda."
2	12	El monasterio del tiempo	NEY	"Yo entiendo ciegtas cosas desde pequeñito. ¿Y usted?"
2	12	El monasterio del tiempo	PACINO	"Yo entiendo… Pero ciertas cosas lo justo… Ahora, si me disculpa…"
2	12	El monasterio del tiempo	NEY	"Pog supuesto, mon ami."
2	12	El monasterio del tiempo	ANGUSTIAS	"Nos van a descubrir por mi culpa. Si es que yo no valgo para esto. Pues ya verán cuando cante… Pero si no me sé ni la letra del Adeste fideos. ¿Lo ves? Leches, que si fuera un coro puedo mover los labios como en la tele…"
2	12	El monasterio del tiempo	AMELIA	"Tranquila. He buscado en su biblioteca… Aquí la tienes."
2	12	El monasterio del tiempo	ANGUSTIAS	"Si lo de la letra es lo de menos. El problema es que tú no me has oído cantar."
2	12	El monasterio del tiempo	AMELIA	"A ver, tan malo no será. Adeste fideles, laeti triumphates… Naaaatum videte, regem…"
2	12	El monasterio del tiempo	ANGUSTIAS	"Naaaatum videte, regem…"
2	12	El monasterio del tiempo	ALONSO	"¿Pero quién inventó este artilugio tan inútil?"
2	12	El monasterio del tiempo	ERNESTO	"Desde luego, no he visto a nadie más exigente que usted. En fin, yo no puedo perder más tiempo… Seguro que esto le gusta…"
2	12	El monasterio del tiempo	AMELIA	"¿Dónde vas?"
2	12	El monasterio del tiempo	ROSA	"A llevar agua a los presos."
2	12	El monasterio del tiempo	AMELIA	"Te acompaño. Y déjame que te ayude, que vas muy cargada."
2	12	El monasterio del tiempo	ANGUSTIAS	"Venite adoremus ¡Dooominum!"
2	12	El monasterio del tiempo	AMELIA	"La abadesa, que está calentando la voz. Vamos."
2	12	El monasterio del tiempo	SUÁREZ	"¿Nos van a ejecutar, Padre?"
2	12	El monasterio del tiempo	PACINO	"Tenga usted esperanza."
2	12	El monasterio del tiempo	PADRE VÍCTOR	"Con los franceses, esperanza es justo lo que no se tiene."
2	12	El monasterio del tiempo	SOLDADO 1	"¡Vamos a morir! Vamos a morir!"
2	12	El monasterio del tiempo	SUÁREZ	"¡Cállate! Quizá tenga razón. El mañana todavía no está escrito."
2	12	El monasterio del tiempo	PADRE VÍCTOR	"¿Puedo pedirle un favor?"
2	12	El monasterio del tiempo	PACINO	"Por supuesto."
2	12	El monasterio del tiempo	PADRE VÍCTOR	"Esta noche será la Misa del Gallo. Yo no podré oficiarla."
2	12	El monasterio del tiempo	PACINO	"Hablaré con el Mariscal Ney para que le permitan salir."
2	12	El monasterio del tiempo	PADRE VÍCTOR	"Usted y yo sabemos que cuando me saquen por esa puerta no me van a llevar precisamente a misa. Quiero que la oficie usted."
2	12	El monasterio del tiempo	PACINO	"Pero no he traído mis… cosas."
2	12	El monasterio del tiempo	PADRE VÍCTOR	"Tranquilo. Las hermanas le darán todo lo necesario. Será algo muy íntimo, para la congregación. A las monjas les hace tanta ilusión cantar…"
2	12	El monasterio del tiempo	PACINO	"Claro, Padre. Para eso estamos."
2	12	El monasterio del tiempo	ROSA	"Buenas tardes."
2	12	El monasterio del tiempo	SUÁREZ	"Veo que ha llegado una nueva monja."
2	12	El monasterio del tiempo	ROSA	"Sí, es sor Amelia. Amelia se acerca a Pacino."
2	12	El monasterio del tiempo	AMELIA	"¿Quién es Suárez?"
2	12	El monasterio del tiempo	PACINO	"Me da que es ése. Pero no estoy seguro."
2	12	El monasterio del tiempo	SUÁREZ	"No llores… Si he de morir, lo haré con honor. Te puedo prometer y prometo que tu bello rostro será lo último en lo que piense."
2	12	El monasterio del tiempo	SOLDADO FRANCÉS 1	"¡Ne touchez pas!"
2	12	El monasterio del tiempo	PACINO	"Ahora ya estoy seguro. Es él. Y creo que le gustas."
2	12	El monasterio del tiempo	SOLDADO 1	"¡Vamos a morir…! Vamos a morir…!"
2	12	El monasterio del tiempo	AMELIA	"¿Pero cómo le voy a gustar? Si es la primera vez que me ve… Además, me acabas de decir que le ha pedido la mano a Rosa…"
2	12	El monasterio del tiempo	PACINO	"Es un tío, Amelia. Y los tíos somos así."
2	12	El monasterio del tiempo	AMELIA	"¿Cómo?"
2	12	El monasterio del tiempo	PACINO	"Tú no has estado con muchos hombres, ¿verdad? ¿Has estado… con alguno?"
2	12	El monasterio del tiempo	AMELIA	"Eso no importa, tenemos que cumplir con la misión."
2	12	El monasterio del tiempo	PACINO	"Dirás las misiones. Ahora tenemos dos: salvarle y que siga con Rosa."
2	12	El monasterio del tiempo	AMELIA	"Es que no lo entiendo. ¿Qué he hecho para que se fije en mí?"
2	12	El monasterio del tiempo	PACINO	"Pues lo mismo que yo para gustarle al Mariscal Ney: nada."
2	12	El monasterio del tiempo	AMELIA	"¿Le gustas al mariscal Ney?"
2	12	El monasterio del tiempo	PACINO	"Sí. Conmigo el mariscal Ney es el mariscal gay."
2	12	El monasterio del tiempo	AMELIA	"¿Le gustan los hombres?"
2	12	El monasterio del tiempo	PACINO	"Los hombres no sé, pero es evidente que le gusto yo."
2	12	El monasterio del tiempo	ANGUSTIAS	"Et nos ovanti, gradu festinemus."
2	12	El monasterio del tiempo	PACINO	"Desde luego, tiene poquita voz, pero qué desagradable. Esta noche vamos a montar un show que ni Tip y Coll… Angustias y yo vamos a ser dúo cómico. Ella cantará. Pero yo tengo que dar misa."
2	12	El monasterio del tiempo	ANGUSTIAS	"Et nos ovanti gradu festinemus…"
2	12	El monasterio del tiempo	TODAS LAS MONJAS	"Venite adoremus, venite adoremus Venite adoremus Dominum."
2	12	El monasterio del tiempo	PACINO	"En el nombre del Padre, del Hijo y del Espíritu Santo."
2	12	El monasterio del tiempo	TODAS LAS MONJAS	"Amén."
2	12	El monasterio del tiempo	PACINO	"La gracia de nuestro Señor Jesucristo, el amor del Padre y la confusión… la comunión del Espíritu Santo estén con todos ustedes."
2	12	El monasterio del tiempo	TODAS	"Y con tu espíritu."
2	12	El monasterio del tiempo	SOR ANTONIA	"¿No está muy nervioso?"
2	12	El monasterio del tiempo	SOR FLORA	"Es muy joven… Pero tiene una gracia divina…"
2	12	El monasterio del tiempo	SUSANA	"Organiza la desaparición de un agente y luego nos encarga buscarle. Mañana mismo hablo con él…"
2	12	El monasterio del tiempo	IRENE	"Será mejor que esperes. Mañana estará ocupado con lo de Angustias."
2	12	El monasterio del tiempo	SUSANA	"¿Qué pasa con Angustias?"
2	12	El monasterio del tiempo	IRENE	"Nada malo… Es su primera misión, pero lo va a hacer muy bien."
2	12	El monasterio del tiempo	SUSANA	"¿Salvador ha enviado a una administrativa a una misión?"
2	12	El monasterio del tiempo	IRENE	"Necesitábamos una agente con su perfil y ella lo cumple."
2	12	El monasterio del tiempo	SUSANA	"¿Perfil? Trabajar para el Ministerio es peligroso y por eso se contrata a agentes, no personas que den el pego. Lo siento… No es culpa tuya… Tú no tomas las decisiones. Pero me preocupa que justifiques a Salvador."
2	12	El monasterio del tiempo	IRENE	"Sabes que no estoy de acuerdo en muchas cosas. Pero ha hecho mucho por el Ministerio."
2	12	El monasterio del tiempo	SUSANA	"Sí. Pero su hora ya ha pasado."
2	12	El monasterio del tiempo	AMELIA	"Es hora de desayunar."
2	12	El monasterio del tiempo	SUÁREZ	"¿Ya he muerto y estoy en el cielo? ¿O es solo un sueño?"
2	12	El monasterio del tiempo	AMELIA	"No es un sueño. Son unas gachas. Y están estupendas. Las ha cocinado Rosa. Es una mujer extraordinaria. Quien se case con Rosa se lleva una joya."
2	12	El monasterio del tiempo	SUÁREZ	"No es una joya tan bonita como tú."
2	12	El monasterio del tiempo	ANGUSTIAS	"¡Adelante! Hija, ¿qué mala cara traes? ¿Qué ocurre?"
2	12	El monasterio del tiempo	SOR PAULA	"El Mariscal Ney nos pide que paguemos 20000 reales para las tropas."
2	12	El monasterio del tiempo	ANGUSTIAS	"¿Eso es mucho, no?"
2	12	El monasterio del tiempo	SOR FLORA	"Es la ruina. ¿Qué vamos a hacer, Madre?"
2	12	El monasterio del tiempo	SOR ANTONIA	"Quizá si juntamos algunas alhajas, podemos reunir esa cantidad."
2	12	El monasterio del tiempo	SOR PAULA	"Los candeleros, vinagreras y ciriales sumarían algunos reales. Podemos entregar el incensario."
2	12	El monasterio del tiempo	SOR FLORA	"¿El que bendijo ayer el Padre Carrasco?"
2	12	El monasterio del tiempo	SOR PAULA	"Sí…"
2	12	El monasterio del tiempo	SOR FLORA	"El incensario se queda donde está."
2	12	El monasterio del tiempo	SOR ANTONIA	"¿Qué nos quedará para los pobres?"
2	12	El monasterio del tiempo	ANGUSTIAS	"¿Sabéis qué os digo? No vamos a entregarles ni un real. Voy ahora mismo a hablar con ellos. ¿Dónde está ese mariscal?"
2	12	El monasterio del tiempo	SOR PAULA	"En la entrada… Pero… ¿no está asustada, madre?"
2	12	El monasterio del tiempo	ANGUSTIAS	"Cuando me propusieron el cargo de abadesa, tuve miedo. Pero si he llegado hasta aquí, no pienso huir ahora. ¡Porque nos podrán robar la patria, pro no la dignidad!"
2	12	El monasterio del tiempo	SOR FLORA	"Esta mujer los tiene bien puestos."
2	12	El monasterio del tiempo	PACINO	"¿No ves cómo tenía razón?"
2	12	El monasterio del tiempo	AMELIA	"Eso no es lo que importa ahora."
2	12	El monasterio del tiempo	PACINO	"Claro… Si tuvieras tú la razón sí que importaba. Mira, Amelia… Hay que saber leer las señales de la calle."
2	12	El monasterio del tiempo	AMELIA	"¿Qué me quieres decir con eso?"
2	12	El monasterio del tiempo	PACINO	"Que se puede leer mil libros, pero si no sabes que cuando el semáforo está en rojo no puedes pasar, ¿sabes qué te pasa? Que te atropellan y a hacer puñetas todo."
2	12	El monasterio del tiempo	AMELIA	"Vaya, ahora eres un filósofo."
2	12	El monasterio del tiempo	PACINO	"Yo no soy un filósofo. Tú en cambio sí eres una pardilla."
2	12	El monasterio del tiempo	AMELIA	"¿Qué soy qué?"
2	12	El monasterio del tiempo	PACINO	"Una ingenua, una pánfila… Y te lo digo desde el cariño, eh. Cuidado, que viene Rosa."
2	12	El monasterio del tiempo	AMELIA	"¿Qué querrá?"
2	12	El monasterio del tiempo	ROSA	"Padre, ¿puedo hablar con usted?"
2	12	El monasterio del tiempo	PACINO	"Claro, ¿qué quieres?"
2	12	El monasterio del tiempo	ROSA	"Confesarme."
2	12	El monasterio del tiempo	ANGUSTIAS	"Es usted el mariscal Ney."
2	12	El monasterio del tiempo	NEY	"Oui. Comment allez_vous?"
2	12	El monasterio del tiempo	ANGUSTIAS	"Yo, tres bien… Mire… Escúcheme atentamente, porque sólo se lo diré una vez…"
2	12	El monasterio del tiempo	PACINO	"Ave María Purísima."
2	12	El monasterio del tiempo	ROSA	"Sin pecado concebida."
2	12	El monasterio del tiempo	PACINO	"Dime hija, ¿cuáles son tus pecados?"
2	12	El monasterio del tiempo	ROSA	"He deseado la muerte de mi novio. Pidió mi mano. Me engatusó. Me hizo suya. Y ahora coquetea con sor Amelia."
2	12	El monasterio del tiempo	PACINO	"¿Te… te hizo suya?"
2	12	El monasterio del tiempo	ROSA	"Sí. Y ya llevo una falta."
2	12	El monasterio del tiempo	PACINO	"No llores. Eso es bueno."
2	12	El monasterio del tiempo	ROSA	"No sé qué tiene de bueno eso."
2	12	El monasterio del tiempo	PACINO	"Tendréis un hijo, éste tendrá a su vez otro… Y perpetuaréis la especie. Miel sobre hojuelas."
2	12	El monasterio del tiempo	ROSA	"Mire padre, ojalá que Rodolfo salga vivo de ésta. Pero pase lo que pase, yo me meto a monja."
2	12	El monasterio del tiempo	PACINO	"¿Y qué vas a hacer con el niño? ¿Meterlo en un hospicio? Nada de eso. Todo se arreglará… Yo me encargo… Además, él está haciendo el tonto porque está nervioso."
2	12	El monasterio del tiempo	ROSA	"¿Usted cree?"
2	12	El monasterio del tiempo	PACINO	"Claro. ¿Cómo va a dejar a una mujer como tú? Eres preciosa, Rosa. Y una buena mujer. Yo te absuelvo en el nombre del padre, del hijo y del Espíritu Santo, amén."
2	12	El monasterio del tiempo	ROSA	"¿No me pone penitencia?"
2	12	El monasterio del tiempo	PACINO	"Con tres dios te salve maría, resuelto."
2	12	El monasterio del tiempo	ROSA	"Gracias, padre. Es una lástima que sea cura. Sería usted un marido estupendo."
2	12	El monasterio del tiempo	SOR PAULA	"Perdón."
2	12	El monasterio del tiempo	PACINO	"¿Pasa algo?"
2	12	El monasterio del tiempo	SOR PAULA	"¡La Abadesa ha ido a enfrentarse a ese soldado francés tan importante!"
2	12	El monasterio del tiempo	PACINO	"¿Al mariscal Ney?"
2	12	El monasterio del tiempo	SOR PAULA	"¡Ese! Quieren que les demos 20000 reales, nada menos. Pero la Madre Angustias se ha negado y ha ido a decírselo personalmente."
2	12	El monasterio del tiempo	PACINO	"¿Dónde está?"
2	12	El monasterio del tiempo	SOR PAULA	"En la entrada del convento."
2	12	El monasterio del tiempo	ANGUSTIAS	"¡He dicho que no pagamos y no vamos a pagar! Ustedes se creen diferentes con eso de la liberté, la egalité, y la fraternité, pero a la hora de la verdad son iguales que los demás… Unos tiranos…"
2	12	El monasterio del tiempo	NEY	"Pogque está punto de arriver l’émpereur… Si no la mandaba fusilag mañana junto a los tges pgisionegos…"
2	12	El monasterio del tiempo	PACINO	"Esto se nos está yendo de las manos. Je suis desolé, mariscal… Parlaré lentemént… Para que usted pueda entenderme…"
2	12	El monasterio del tiempo	NEY	"Yo a usted le entiendo lo que haga falta."
2	12	El monasterio del tiempo	PACINO	"Puedo asegurarle que yo mismo hablaré con el obispo para pagar lo que ustedes piden."
2	12	El monasterio del tiempo	ANGUSTIAS	"¡De nosotras no va a conseguir ni un real, eso que quede claro!"
2	12	El monasterio del tiempo	PACINO	"Hágalo como un favor personal hacia mi…"
2	12	El monasterio del tiempo	NEY	"Parfait."
2	12	El monasterio del tiempo	PACINO	"El que faltaba: Napulio."
2	12	El monasterio del tiempo	NAPOLEÓN	"Bonjour."
2	12	El monasterio del tiempo	ANGUSTIAS	"Bon… jour… He metido la pata, ¿verdad?"
2	12	El monasterio del tiempo	PACINO	"Hasta el corvejón. ¿Pero por qué te tienes que meter en ese lío? Hemos venido a salvar a esos tres hombres."
2	12	El monasterio del tiempo	ANGUSTIAS	"No podía dejar desvalidas a las monjitas."
2	12	El monasterio del tiempo	AMELIA	"Si te entendemos… Pero tu misión era hablar con Napoleón."
2	12	El monasterio del tiempo	PACINO	"Exacto… ¿Y ahora qué tenemos? Al antepasado del presidente lo fusilan mañana al amanecer… Y si se salva, la que iba a ser su futura esposa no quiere verle porque le tira los tejos a Amelia…"
2	12	El monasterio del tiempo	ANGUSTIAS	"¿Sí?"
2	12	El monasterio del tiempo	PACINO	"Y para colmo le he pedido un favor especial a un mariscal del ejército francés que me está tirando los tejos a mí."
2	12	El monasterio del tiempo	ANGUSTIAS	"¿Sí?"
2	12	El monasterio del tiempo	AMELIA	"También."
2	12	El monasterio del tiempo	ANGUSTIAS	"Vaya vodevil. Voy a hablar con Napoleón ahora mismo."
2	12	El monasterio del tiempo	AMELIA	"No puedes. El mariscal Ney ha ordenado que no salgas de tu celda."
2	12	El monasterio del tiempo	ANGUSTIAS	"¿Y entonces qué hacemos?"
2	12	El monasterio del tiempo	AMELIA	"Sólo nos queda organizar una fuga."
2	12	El monasterio del tiempo	PACINO	"¿Cómo? Tenemos aquí a medio ejército francés."
2	12	El monasterio del tiempo	AMELIA	"El monasterio tiene unos túneles que te sacan a mitad del campo. He investigado. Siempre hay que ponerse en lo peor. Por si el semáforo se pone en rojo."
2	12	El monasterio del tiempo	PACINO	"Bien hecho… Vamos a organizarnos…"
2	12	El monasterio del tiempo	AMELIA	"Antes hay que llamar al Ministerio."
2	12	El monasterio del tiempo	SALVADOR	"¿Sabemos algo de la patrulla?"
2	12	El monasterio del tiempo	ERNESTO	"No. Pero siempre que dice eso es cuando llaman. ¿Lo ve?"
2	12	El monasterio del tiempo	SALVADOR	"Dígame. … Hola, Amelia… Espere que lo ponga en altavoz para que pueda oír todo Ernesto…"
2	12	El monasterio del tiempo	AMELIA	"Hemos tenido un imprevisto. Napoleón ha adelantado su encuentro con la abadesa y… no ha salido como planeábamos…"
2	12	El monasterio del tiempo	SALVADOR	"¿Qué ha pasado?"
2	12	El monasterio del tiempo	AMELIA	"Ha habido un conflicto con las monjas."
2	12	El monasterio del tiempo	SALVADOR	"O sea que la ha liado. ¿Tienen algún plan?"
2	12	El monasterio del tiempo	AMELIA	"Organizar la fuga de los presos. No nos queda otra."
2	12	El monasterio del tiempo	SALVADOR	"Eso puede ser peligroso…"
2	12	El monasterio del tiempo	AMELIA	"Nada es nunca fácil. Es una frase suya."
2	12	El monasterio del tiempo	SALVADOR	"Estoy orgulloso de ustedes. No hagan nada hasta que les envíe refuerzos. Es hora de que Alonso vuelva al trabajo. Tengan cuidado. Lo tenemos crudo."
2	12	El monasterio del tiempo	ERNESTO	"Voy por Alonso."
2	12	El monasterio del tiempo	SALVADOR	"Ernesto, ¿sabe dónde está Irene?"
2	12	El monasterio del tiempo	ERNESTO	"Hoy no la he visto. ¿Quiere qué la llame?"
2	12	El monasterio del tiempo	SALVADOR	"No, déjelo por ahora. Vaya a por Entrerríos."
2	12	El monasterio del tiempo	PACINO	"¿Viene Alonso?"
2	12	El monasterio del tiempo	AMELIA	"Sí. La orden es esperarle."
2	12	El monasterio del tiempo	PACINO	"Mientras viene, voy a hablar con los presos. Venga, anímate… Saldremos de esta."
2	12	El monasterio del tiempo	ANGUSTIAS	"Es todo culpa mía. Lo siento. Tenía que hablar con Napoleón y he fracasado. ¡Con todo lo que me he estudiado su vida en internet!"
2	12	El monasterio del tiempo	ALONSO	"Este atuendo es mucho más de mi agrado."
2	12	El monasterio del tiempo	ERNESTO	"Siempre me ha parecido usted un poco agreste. Aquí es… Un enlace del Ministerio le estará esperando a su llegada. Le facilitará un carro con comida para los oficiales franceses. Llévelo al convento y una vez dentro contacte con sus compañeros. Aquí tiene… Será usted quien acompañará a los presos hasta el punto de extracción. Sus compañeros deben quedarse en el monasterio para mantener su coartada."
2	12	El monasterio del tiempo	ALONSO	"Entendido."
2	12	El monasterio del tiempo	ERNESTO	"Mucha suerte."
2	12	El monasterio del tiempo	ALONSO	"La suerte no existe. Sólo existe la mala suerte. Procuraré esquivarla."
2	12	El monasterio del tiempo	SOLDADO FRANCÉS 2	"Arrêtez! ¿Qué llevag aquí?"
2	12	El monasterio del tiempo	ALONSO	"Comida para Napoléon."
2	12	El monasterio del tiempo	SOLDADO FRANCÉS 2	"¡Abajo!"
2	12	El monasterio del tiempo	ALONSO	"Deberíais dejarme marchar, Napoleón en persona espera el cargamento."
2	12	El monasterio del tiempo	SOLDADO FRANCÉS 2	"Napoleón… A la merde, Napoleón… Esta comida es nuestga… N’én prenez pas tout. On va dire qu’il a vendu à des bandits qu ́ils sont sont échappés8."
2	12	El monasterio del tiempo	ALONSO	"¿Vais a robarme? ¿A mí?"
2	12	El monasterio del tiempo	ANGUSTIAS	"Lo siento, jefe… He fracasado… Allá voy."
2	12	El monasterio del tiempo	SOR FLORA	"Madre Abadesa, ¿da usted su permiso?"
2	12	El monasterio del tiempo	ANGUSTIAS	"Pasa, hija.¿Qué puedo hacer por ti?"
2	12	El monasterio del tiempo	SOR FLORA	"Verá, Madre… Venía a agradecerle en nombre de las hermanas lo que ha hecho por nosotras ante los franceses. Su llegada ha sido un rayo de esperanza."
2	12	El monasterio del tiempo	ANGUSTIAS	"Gracias por animarme."
2	12	El monasterio del tiempo	SOR FLORA	"Tengo menos autoridad que usted, pero soy más vieja y la vida me ha enseñado una cosa. Solo fracasa el que no lo intenta."
2	12	El monasterio del tiempo	SOR PAULA	"¿Se puede, madre abadesa?"
2	12	El monasterio del tiempo	ANGUSTIAS	"Adelante. ¿Qué te pasa, hija?"
2	12	El monasterio del tiempo	SOR PAULA	"Es Napoleón… Quiere que vaya a verle…"
2	12	El monasterio del tiempo	ALONSO	"¿Sabéis ya cómo salir de aquí?"
2	12	El monasterio del tiempo	PACINO	"Sí. ¿Qué quieres, hijo?"
2	12	El monasterio del tiempo	SUÁREZ	"Me gustaría confesarme con usted, padre."
2	12	El monasterio del tiempo	PACINO	"Me extraña que estando aquí el padre Víctor no te hayas confesado con él."
2	12	El monasterio del tiempo	SUÁREZ	"¿Me va a negar la confesión?"
2	12	El monasterio del tiempo	PADRE VÍCTOR	"Rodolfo, no la líes."
2	12	El monasterio del tiempo	PACINO	"Tranquilo. Si se quiere confesar, le confesaré. ¿Cuáles son tus pecados?"
2	12	El monasterio del tiempo	SUÁREZ	"Quiero matar a un hombre."
2	12	El monasterio del tiempo	PACINO	"Aunque estemos en guerra no hay que odiar al enemigo francés."
2	12	El monasterio del tiempo	SUÁREZ	"Es que no es francés. Es español. Y es un sacerdote."
2	12	El monasterio del tiempo	PACINO	"¿Qué insinúas?"
2	12	El monasterio del tiempo	SUÁREZ	"Le han visto abrazar a Rosa en la capilla. ¿Me lo va a negar? Porque todas las monjas lo van diciendo por ahí. Que aquí nos llega todo."
2	12	El monasterio del tiempo	PACINO	"No. Pero no es lo que te piensas."
2	12	El monasterio del tiempo	SUÁREZ	"¿No? Usted se aprovecha de mujeres inocentes. Me gustaría saber qué piensa Dios de eso."
2	12	El monasterio del tiempo	PACINO	"Dios, no sé. Pero de aprovecharse de las mujeres creo que sabes más que yo de aquí a Cuenca ida y vuelta."
2	12	El monasterio del tiempo	SUÁREZ	"Si no llevara sotana…"
2	12	El monasterio del tiempo	PACINO	"Si no llevara sotana, ¿qué? Rodolfo, me parece que has venido a confesarte y vas a acabar comulgando de la hostia que te vas a llevar. Además, no he venido aquí a hablar de tonterías… He venido para deciros que os vamos a sacar de aquí."
2	12	El monasterio del tiempo	SUÁREZ	"Como sea otra mentira."
2	12	El monasterio del tiempo	PACINO	"No es mentira ni una cosa ni la otra. ¿Entendido? Y si quieres, cuando estés libre, me quito la sotana y nos vemos un rato."
2	12	El monasterio del tiempo	SUAREZ	"¿Vamos a huir de aquí?"
2	12	El monasterio del tiempo	PACINO	"Sí… Dile al padre Víctor que en cuanto sor Amelia le haga un guiño tiene que fingir un ataque al corazón. Y al otro, que se prepare. ¿Entendido? Yo te perdono en el nombre del padre, del hijo y del espíritu santo, amén. Puedes marchar."
2	12	El monasterio del tiempo	ALONSO	"Para no practicar, os dais buena mañana."
2	12	El monasterio del tiempo	PACINO	"Nos vemos en un rato."
2	12	El monasterio del tiempo	NAPOLEÓN	"Abbesse, maréchal Ney a dit que vous refusez de contribuer à notre cause. C ést vrai?"
2	12	El monasterio del tiempo	ANGUSTIAS	"No sé qué me ha dicho, pero dígale que no tenemos dinero para pagar lo que nos pide."
2	12	El monasterio del tiempo	NEY	"Elle dit que…"
2	12	El monasterio del tiempo	NAPOLEÓN	"Je l’ai compris."
2	12	El monasterio del tiempo	ANGUSTIAS	"Lo sé… Usted hablaba italiano de pequeño. Italiano y castellano, primos hermanos."
2	12	El monasterio del tiempo	NAPOLEÓN	"Comme fai a sapere che parlo italiano?"
2	12	El monasterio del tiempo	ANGUSTIAS	"Uy, si solo supiera eso… De niño le gustaban las matemáticas, tuvo trece hermanos… Cinco murieron de pequeños que Dios los tenga en su Gloria…"
2	12	El monasterio del tiempo	NEY	"¡Es una espía!"
2	12	El monasterio del tiempo	ANGUSTIAS	"Déjese de tontunas…  Don Napoleón es un hombre conocido en todo el mundo."
2	12	El monasterio del tiempo	NAPOLEÓN	"Mi piace molto sapere."
2	12	El monasterio del tiempo	ANGUSTIAS	"¿Qué ha dicho exactamente?"
2	12	El monasterio del tiempo	NEY	"No compgendo el italiano."
2	12	El monasterio del tiempo	ANGUSTIAS	"Pues estamos cojonudos."
2	12	El monasterio del tiempo	NAPOLEÓN	"Tganquila… También parlo un poquito espagnolo. Yo hablo espagnolo en la intimidad. Quiego haceg un pacto avec vous… Con usted… "
2	12	El monasterio del tiempo	ANGUSTIAS	"¿Un pacto?"
2	12	El monasterio del tiempo	NAPOLEÓN	"Oui. Yo pegdnoag a usted el pago de los vinte mile gueales a cambio de una sola cosa…"
2	12	El monasterio del tiempo	ANGUSTIAS	"¿Cuál?"
2	12	El monasterio del tiempo	NAPOLEÓN	"Que usted me acompagne a cenag esta noche de Navidad… De niño, siempge ega una noche especial… Con mi familia allá en Cogcega. ¿Acepta?"
2	12	El monasterio del tiempo	ANGUSTIAS	"Yo le propongo otro pacto… Cenamos hoy y me perdona la deuda. Y comemos mañana y perdona a los tres presos."
2	12	El monasterio del tiempo	NAPOLEÓN	"No. Esos hombges son espías… Y un espía sabe lo que ocugue cuando es apgresado… Moguigán demain al amaneceg."
2	12	El monasterio del tiempo	AMELIA	"Traemos la cena. Feliz Navidad, padre."
2	12	El monasterio del tiempo	PADRE VÍCTOR	"Feliz nochebuena, hermana Amalia."
2	12	El monasterio del tiempo	ROSA	"¿Qué le pasa, padre?"
2	12	El monasterio del tiempo	PADRE VÍCTOR	"Mi corazón, mi corazón."
2	12	El monasterio del tiempo	ALONSO	"¡Es un ataque al corazón, necesita ayuda! ¡Avisad a un médico!"
2	12	El monasterio del tiempo	AMELIA	"¡Ayuda! ¡Ayuda!"
2	12	El monasterio del tiempo	ALONSO	"No hay tiempo, se nos va. ¡Quiere que avisemos al Padre Carrasco! ¡Necesita la extremaunción!"
2	12	El monasterio del tiempo	ROSA	"¡¡Hay que llamar al Padre Carrasco!! ¿Vous comprenez? ¡¡Por favor, se lo suplico!! ¡Avise al cura!"
2	12	El monasterio del tiempo	PACINO	"De prisa, tenéis que salir de aquí antes del cambio de guardia. El camino está despejado, todos los soldados están celebrando la nochebuena."
2	12	El monasterio del tiempo	AMELIA	"Rosa les guiará por los pasadizos del convento."
2	12	El monasterio del tiempo	SUÁREZ	"De eso ni hablar. Es peligroso. Puede costarte la vida."
2	12	El monasterio del tiempo	ROSA	"No me importa. Mi hijo no sé si tendrá un padre, pero nacerá en una España sin franceses."
2	12	El monasterio del tiempo	SUÁREZ	"¿Estás…?"
2	12	El monasterio del tiempo	ALONSO	"¿Podemos dejar los problemas familiares para más tarde?"
2	12	El monasterio del tiempo	AMELIA	"Sí, será mejor… Nosotros buscaremos a Angustias para preparar regreso. ¿Te han dejado salir de tu celda?"
2	12	El monasterio del tiempo	ANGUSTIAS	"Ya ves… Y quiere cenar conmigo, como dice la Historia… ¿Me ayudas con las cebollas? Córtalas muy finas y pequeñita, pequeñita."
2	12	El monasterio del tiempo	AMELIA	"Entonces… ¿qué hacemos? Porque el plan ya se ha puesto en marcha."
2	12	El monasterio del tiempo	ANGUSTIAS	"Mejor… Porque yo lo voy a intentar… Pero cuando le he dicho de liberar a los presos se ha puesto como un obelisco. Me he tenido que poner a cocinar. Y Ney me ha puesto un soldado en la puerta por si me da por envenenar a Napoleón. Desde luego, hija… Cómo se nota que no has cortado una cebolla en tu vida."
2	12	El monasterio del tiempo	NAPOLEÓN	"¿Puedo ayudag en algo?"
2	12	El monasterio del tiempo	NEY	"…Mañana he de magchar."
2	12	El monasterio del tiempo	PACINO	"Es lo que tiene querer conquistar el mundo. Que es un no parar."
2	12	El monasterio del tiempo	NEY	"Nunca vivas momentos apasionantes de la Histoguia."
2	12	El monasterio del tiempo	PACINO	"Bonita frase."
2	12	El monasterio del tiempo	NEY	"Lo decía mi abuelo. Los libgos digán que el ejégcito fgancés ega el más podegoso… pero no hablagá de la soledad… De tantas noches sin compañía…"
