Season,Episode,Character,Line
1,4,ALONSO,"Entonces, llevad a la cena a un novio falso."
1,4,JULIÁN,"También tú, vaya ideas de casquero."
1,4,ALONSO,"Una gran mentira sólo se puede tapar por otra mentira aún más grande."
1,4,AMELIA,"Es una gran idea… Pero, ¿cómo encuentro yo un novio falso."
1,4,JULIÁN,"¿Yo? Ni pensarlo. Que no insistáis más que no voy a hacer de novio falso. Además, tuya es la idea: ¿por qué no vas tú?"
1,4,ALONSO,"Porque vos habláis mejor que yo. A mi se me escapa el vos sin darme cuenta."
1,4,AMELIA,"Está bien… Ya me apañaré sola… Como siempre…"
1,4,IRENE,"¿Todo bien?"
1,4,JULIÁN,"Por supuesto… Vamos a la Edad Media a saludar a Torquemada. La juerga padre, vaya."
1,4,IRENE,"Ten, la bula papal que concede el indulto al rabino."
1,4,AMELIA,"Parece real."
1,4,IRENE,"Esperemos que Torquemada opine lo mismo."
1,4,GUARDIA,"¡Levanta, marrano!"
1,4,AMELIA,"Fijaos… Todo se repite como ayer… Ahora levantarán al niño en volandas."
1,4,NIÑO,"¡¡¡Marrano!!!"
1,4,ALONSO,"¿Y ellos no notan la repetición?"
1,4,AMELIA,"Solo nosotros nos damos cuenta, porque venimos de fuera de este tiempo."
1,4,JULIÁN,"Menos mal que el rabino no se da cuenta: debe ser terrible que se repita eternamente el día de tu muerte."
1,4,ALONSO,"¡Mecagüen mis muelas! Perro sarnoso…"
1,4,JULIÁN,"No dirás que no estabas avisado."
1,4,INQUISIDOR,"A este hereje se le acusa de judaizar en secreto y de blasfemia. Le oyeron decir: ¡el Gran Inquisidor es el más perro de los hombres! ¿Reconocéis esas palabras? El que calla, otorga. El acusado confiesa su culpa. Así que como dijo Inocencio III: Usen contra los herejes la espada de la excomunión. Si no basta, usen la espada de hierro."
1,4,TORQUEMADA,"¿Tiene algo que decir el defensor del acusado?"
1,4,BELTRÁN DE MONTILLA,"Que perdonando al culpable, seríamos injustos con los inocentes. Porque como bien dijo Santo Tomás de Aquino, Si condenamos a muerte a malhechores, razón de más para condenar a muerte a herejes."
1,4,TORQUEMADA,"¿Quién se atreve a interrumpir este oficio?"
1,4,ALONSO,"Señorías, Monseñor… Llevamos varias jornadas cabalgando sin tregua. Exhaustos y sucios por el polvo del camino, venimos de la Santa Sede con una alta misión…"
1,4,JULIÁN,"Al grano."
1,4,ALONSO,"Traemos una bula Papal de absolución del reo."
1,4,TORQUEMADA,"El sello parece auténtico."
1,4,JULIÁN,"¿Acaso dudáis de nosotros? Porque eso sería dudar del mismísimo Papa."
1,4,TORQUEMADA,"No, no… Líbreme Dios… Pero me extraña este asunto… Su Santidad lleva semanas postrado en su lecho, esperando que llegue su hora."
1,4,ALONSO,"Una bula es una bula."
1,4,TORQUEMADA,"El Santo Oficio debe confirmar la voluntad del Papa. Hasta entonces, retiraos: tenemos que acabar el juicio."
1,4,JULIÁN,"¡Si no acatan esta bula, arderán en el infierno!"
1,4,TORQUEMADA,"¡No sois vos quien decide el que arde en el infierno!"
1,4,JULIÁN,"¿Y acaso sois vos quién lo decide?"
1,4,TORQUEMADA,"No. Yo sólo decido quien arde aquí. Por la autoridad que me otorga la Santa Iglesia, yo, Tomás de Torquemada, condeno a este hombre a la muerte en la hoguera."
1,4,ALONSO,"¡Será hideputa! ¿Se cree que es más que el Papa?"
1,4,JULIÁN,"No. Se cree que es más que Dios."
1,4,AMELIA,"Hay algo que no entiendo… Si la reina Isabel prometió protección al rabino ¿por qué se atreve Torquemada a desobedecer a la reina?"
1,4,IRENE,"En esos días, Isabel sólo tenía en su cabeza la toma de Granada. Todo lo demás quedó paralizado: las negociaciones con Colón, el estudio del Libro de las Puertas… Tal vez no sepa lo que está pasando."
1,4,JULIÁN,"Pues habrá que decírselo porque sólo nos quedan dos días."
1,4,AMELIA,"¿Pero estaba la Reina en Toledo? La corte era itinerante."
1,4,SALVADOR,"Angustias."
1,4,ANGUSTIAS,"¿Sí, jefe?"
1,4,SALVADOR,"Necesitamos saber dónde estaba Isabel la Católica el 12 de mayo de 1491."
1,4,ANGUSTIAS,"¡Oído cocina! Jefe, lo tengo. La reina Isabel estaba en Toledo… …Pero partió a Granada al mediodía."
1,4,SALVADOR,"Gracias. Salvador mira a los presentes. Pues ya sabemos lo que hay que hacer. Mañana no irán a la procesión. Irán a ver a la reina antes de que salga de viaje. Vayan a descansar."
1,4,JULIÁN,"Sólo una pregunta. ¿Dónde está Ernesto?"
1,4,SALVADOR,"Vayan a descansar."
1,4,ALONSO,"Dejad a Ernesto de mi cuenta. ¿Puedo hablar con vos? No sé quién sois ni de dónde venís, aunque vuestro parecido a Torquemada es insolente. Dios me perdone por decirlo, pero los judíos nunca fueron santos de mi devoción. Y aquí estoy: dejándome la vida por salvar al rabino. ¿Y sabéis por qué? Porque soy un soldado que está dispuesto a morir por una causa."
1,4,ERNESTO,"He arriesgado mi vida muchas más veces que tú por este Ministerio"
1,4,ALONSO,"No lo dudo. Lo que no entiendo es por qué no la arriesgáis ahora."
1,4,JULIÁN,"¿Voy bien vestido para la ocasión?"
1,4,AMELIA,"¿Vas a venir a la cena?"
1,4,JULIÁN,"Sí. Supongo que será más agradable cenar con tus padres que ver a Torquemada, ¿no? Y, al menos, esta puerta no está en bucle."
1,4,AMELIA,"No… La que está en bucle es mi madre."
1,4,JULIÁN,"He pensado la historia de cómo nos conocimos, por si preguntan tus padres."
1,4,AMELIA,"Cuéntame."
1,4,JULIÁN,"Iba con un compañero de la universidad. Y yo llevaba un ratón vivo en una caja, para diseccionarlo en clase. Entonces se me escapó el ratón y tú lo viste y casi te desmayas."
1,4,AMELIA,"Para que te crean mis padres, tienes que cambiar el final:  Yo no me desmayé. Lo cacé."
1,4,PADRE AMELIA,"¿Y cómo ve el pacto de alternancia en el poder entre Cánovas y Sagasta?"
1,4,JULIÁN,"¿Yo? Estupendo, lo veo estupendo."
1,4,MADRE DE AMELIA,"Está usted comiendo la carne con el tenedor del pescado."
1,4,JULIÁN,"Ah… Lo siento…"
1,4,PADRE AMELIA,"¿Y qué me dice de la situación de Cuba?"
1,4,JULIÁN,"Bueno, eso ya no lo veo tan estupendo."
1,4,MADRE AMELIA,"Y esa es la copa del vino."
1,4,PADRE AMELIA,"Déjale mujer, son los nervios…"
1,4,MADRE AMELIA,"Los nervios o la falta de hábito."
1,4,AMELIA,"¡Madre!"
1,4,JULIÁN,"Creo que es hora de dejar de hacer teatro… Soy de familia humilde y lo soy a mucha honra. Nadie me ha regalado nada, pero sé tratar a un enfermo mucho mejor que algunos que distinguen los cubiertos de la carne de los del pescado, se lo aseguro."
1,4,MADRE AMELIA,"Permítame que la haga una pregunta… ¿Quiere usted a nuestra hija?"
1,4,PADRE AMELIA,"Mujer, tampoco hace falta ser tan directa…"
1,4,JULIÁN,"No, no pasa nada… Claro que la quiero. Estoy aquí, cenando con ustedes, ¿no?"
1,4,MADRE AMELIA,"¿Y qué es lo que más le gusta de ella?"
1,4,JULIÁN,"Amelia es inteligente. Y divertida… Y guapa, muy guapa… Pero lo que más me gusta de ella es que haya decidido ir a la Universidad cuando la mayoría de las mujeres son sólo la sombra de su marido."
1,4,PADRE AMELIA,"Son tal para cual, no cabe duda."
1,4,MADRE AMELIA,"No vayamos tan deprisa. Mi hija es casi una niña. Y usted un hombre hecho y derecho. Y bien parecido. Estoy segura de que mi hija no es la primera de sus conquistas."
1,4,JULIÁN,"No. No lo es. Soy viudo."
1,4,MADRE AMELIA,"¿Y de qué murió su mujer?"
1,4,AMELIA,"¡Ya está bien!"
1,4,JULIÁN,"Murió en un accidente. La atropelló un… un carruaje. Cada día que me despierto me pregunto por qué la vida es tan injusta. Todavía lloro cuando la recuerdo. Creo que eso es el amor… Saber que sin la persona que quieres te mueres más rápido. Y buscas un milagro, aunque no creas en ellos. Hasta que, de repente, ocurre. Y encuentras a alguien con quien cada día es una aventura, que lucha junto a ti… Y ese alguien es Amelia."
1,4,PADRE AMELIA,"Collons…"
1,4,JULIÁN,"Será mejor que me marche, pero antes le daré un consejo: usted ya ha vivido su vida, deje que su hija viva la suya."
1,4,GUARDIA,"¡Levanta, marrano!"
1,4,ALONSO,"¿Qué tal fue la cena?"
1,4,AMELIA,"Bien."
1,4,JULIÁN,"Mal."
1,4,ALONSO,"Vive Dios que alguno de los dos miente."
1,4,GUARDIA,"La reina os espera. Su majestad. Son emisarios del Santo Padre."
1,4,JULIÁN,"Juraría que la conozco de algo."
1,4,ISABEL,"Sed bienvenidos. Os presento al Cardenal Cisneros, que es de mi plena confianza… Y más en asuntos religiosos."
1,4,CISNEROS,"¿Traéis nuevas de Roma?"
1,4,ALONSO,"Así es, Excelencia."
1,4,CISNEROS,"¿Cómo se encuentra el Sumo Pontífice?"
1,4,JULIÁN,"Débil de cuerpo, aunque despierto de mente. Esperemos que el Señor tarde en llamarlo a su lado."
1,4,ISABEL,"Rezamos por ello. Y bien, ¿cuál es el motivo de vuestra visita?"
1,4,CISNEROS,"La Santa Sede pide la absolución de Don Andrés de Luís."
1,4,JULIÁN,"Vos lo conocisteis siendo el rabino Abraham Levi."
1,4,ISABEL,"¿La absolución?  ¿Acaso la necesita? ¿Pero esto qué es? ¡Abraham Levi está bajo mi protección! ¿Sabéis algo de esto?"
1,4,CISNEROS,"No, Alteza."
1,4,ISABEL,"¿Y mi marido? Llevadla a Monseñor Torquemada."
1,4,JULIÁN,"No nos recibe, señora. Tal vez si fuera su alteza quien se la diera en mano."
1,4,CISNEROS,"Eso es imposible. La reina marcha de inmediato para Granada."
1,4,ISABEL,"Escribiré una carta de mi puño y letra antes de partir. Y se la llevará alguien de mi plena confianza. Podéis retiraros. Yo me hago cargo de todo. ¡¡¡¿Cuántas veces he dicho que no se haga nada sin mi consentimiento???!!!"
1,4,CISNEROS,"Vuestro esposo…"
1,4,ISABEL,"¡¡¡La reina de Castilla soy yo… no mi esposo!!!"
1,4,JULIÁN,"¡Vaya carácter tiene esta mujer!"
1,4,AMELIA,"Una mujer necesita eso y más para llegar al trono. Y más en el siglo XV."
1,4,ALONSO,"Mientras escriba la carta a tiempo, lo demás no es asunto nuestro. Es la reina."
1,4,JULIÁN,"Hereje… Infiel…"
1,4,JULIÁN,"Marrano…"
1,4,NIÑO,"¡¡¡Marrano!!!"
1,4,ALONSO,"¡Perro sarnoso! ¡Pero si me he cambiado de sitio!"
1,4,JULIÁN,"Es el destino. Hay cosas que nunca cambian."
1,4,TORQUEMADA,"¿Alguien en esta sala tiene algo que decir?"
1,4,ALONSO,"¿Dónde se habrá metido el emisario de la reina?"
1,4,AMELIA,"Llegará, Isabel siempre fue mujer de palabra."
1,4,JULIÁN,"Ahí viene…"
1,4,TORQUEMADA,"¿Quién se atreve a interrumpir este oficio?"
1,4,EMISARIO,"Un emisario de la reina Isabel. Ha escrito esta carta para su Eminencia. Y también me ha ordenado que os muestre esta bula papal."
1,4,TORQUEMADA,"¿Una bula del papa? ¡Pero cómo va a escribir una bula si se está muriendo!"
1,4,JULIÁN,"Desde luego, este hombre no es de los que dice un día una cosa y otro día, otra."
1,4,TORQUEMADA,"Decidle a la Reina que luego contestaré a esta carta."
1,4,EMISARIO,"Os informo que la reina ya está camino de Granada."
1,4,TORQUEMADA,"Pues allí le enviaré mi respuesta… Ahora dejadme continuar. Por la autoridad que me otorga la Santa Iglesia, yo, Tomás de Torquemada, condeno a este hombre a la muerte en la hoguera."
1,4,JULIÁN,"No hay manera… Ni con el Papa, ni con la reina…"
1,4,AMELIA,"Nunca he conocido a nadie que utilice de esa manera la religión como excusa para sus intereses políticos."
1,4,IRENE,"Eso es porque eres joven… De iluminados está la Historia llena. Como no arreglemos esto mañana, van a saber del Ministerio hasta en la prensa del corazón."
1,4,SALVADOR,"Lo sé, lo sé…"
1,4,ALONSO,"Sigo creyendo que la única posibilidad es una intervención armada."
1,4,SALVADOR,"Perdone que se lo diga, Alonso… Yo le admiro. Mucho. Y no tengo ninguna duda de que pronto será uno de los mejores agentes que tiene el Ministerio."
1,4,ALONSO,"Gracias, señor."
1,4,SALVADOR,"Pero me tiene usted hasta los mismísimas mollejas con eso de la intervención armada y los refuerzos. Una intervención de ese calibre significa muertos… ¿Y quién nos dice que entre ellos no está el propio rabino? ¿O que matamos a un campesino que pase por allí que es el antepasado lejano de Ramón y Cajal y éste no nace? Pueden retirarse. Mañana, antes de partir, recibirán nuevas instrucciones."
1,4,IRENE,"Creo que sólo nos queda una posibilidad. Y sabe a lo que me refiero."
1,4,SALVADOR,"Sí. Y me gusta tan poco como a usted."
1,4,ANGUSTIAS,"Perdone, jefe… Es otra vez el señor Stein. ¿Qué le digo?"
1,4,SALVADOR,"Dígale que aún nos queda un día y que no moleste. Shakespeare tenía razón: a los primeros que hay que ajusticiar es a los abogados."
1,4,ALONSO,"Nunca entenderé la costumbre de encerrar los alimentos con este invento del diablo."
1,4,JULIÁN,"Anda, trae."
1,4,AMELIA,"No sé cómo puedes tener hambre, con la situación en la que estamos…"
1,4,JULIÁN,"Aquí tienes."
1,4,ALONSO,"No tengo hambre. Pero un buen soldado debe alimentarse aunque no tenga apetito. Deberíais comer algo, los dos."
1,4,AMELIA,"No puedo. Pensar en el rabino, su mujer, el Ministerio… y saber que tengo que ir a cenar esta noche a seguir aguantando a mi madre. Me dais envidia… No tenéis que llevar una doble vida como yo. Nadie os pide cuentas, no os espera nadie en casa… Perdón… No debía haber dicho nada… Soy una imbécil. Y una egoísta."
1,4,ALONSO,"No lo sois. Este asunto del rabino nos está volviendo locos. A mí, porque no entiendo lo de Ernesto… A vos porque vivís problemas en cualquier época en la que estéis. Y a vos porque no dejáis de pensar en una única cosa."
1,4,JULIÁN,"¿Ah, sí? ¿Y en qué pienso, si se puede saber?"
1,4,ALONSO,"En por qué tenéis que salvar la vida del rabino cuando el Ministerio jamás os dejaría salvar a vuestra esposa. Soy un soldado, pero no soy gilipollas como decís en esta época. Y pienso en vos. Y en vos. Sois mis compañeros. Mi nueva familia. Y pase lo que pase, tenemos que estar juntos. Así que ya podéis acompañar a Amelia y deshacer el entuerto con su madre."
1,4,AMELIA,"Pero…"
1,4,ALONSO,"Mañana os necesito enteros y centrados en la misión. Porque pase lo que pase con el Ministerio, tenemos que seguir vivos. Aunque sea para seguir echando de menos a los nuestros. palabras Luego, mira el sandwich a medio acabar. Lo coge y sigue comiendo impávido."
1,4,JULIÁN,"Me gustaría pedirles perdón: anoche me fui dejando a mitad la conversación. Y tengo que decirles dos cosas muy importantes. La primera es que Amelia y yo queremos casarnos. Y espero que den su consentimiento."
1,4,PADRE AMELIA,"Lo tiene."
1,4,MADRE AMELIA,"Eso está por discutir."
1,4,JULIÁN,"Tiempo tendrán para ello. Porque la otra cosa que no les dije anoche es que boda no se celebrará de inmediato."
1,4,PADRE AMELIA,"¿Y eso? ¿Por qué?"
1,4,JULIÁN,"La semana que viene parto a Cuba como oficial médico."
1,4,PADRE AMELIA,"¿Hay guerra otra vez con Cuba?"
1,4,JULIÁN,"Sí… Se declarará en unos días… Un periodista amigo mío lo sabe de muy buena tinta. Así que, si consideran el compromiso inaceptable, lo entenderé."
1,4,PADRE AMELIA,"De ninguna manera. Será un honor llamarte hijo cuando regreses."
1,4,MADRE AMELIA,"Pero…"
1,4,PADRE AMELIA,"Yo también quiero dar una noticia importante…"
1,4,AMELIA,"¿Qué noticias son, padre?"
1,4,PADRE AMELIA,"Hablé con un editor de tu novela, del diario ese de los viajes por el tiempo…¡Y le ha encantado la idea! Dice que puedes ser la Julio Verne española."
1,4,JULIÁN,"¿Vas a publicar un libro de viajes por el tiempo?"
1,4,MADRE AMELIA,"¡No aguanto más! ¡Esto es una casa de locos! Mi hija quiere ser novelista… Y usted no es más que un farsante que quiere aprovecharse de nuestra fortuna."
1,4,AMELIA,¡Madre!,,""
1,4,MADRE AMELIA,"Estoy segura de que usted ni siquiera es médico… Pronto lo sabré, porque he pedido que investiguen en su facultad… ¡Dios mío, se está ahogando? Bebe, Enric, bebe… Julián va donde él."
1,4,JULIÁN,"¡Levántese!"
1,4,MADRE AMELIA,"Por Dios, ¡¿pero qué hace?! Amelia, que lo va a matar. ¡Haz algo! ¡Le ha salvado la vida!"
1,4,JULIÁN,"¿Va a seguir investigando ahora si soy médico o no lo soy? Destruye el diario."
1,4,SALVADOR,"Hoy tampoco han conseguido liberar al rabino."
1,4,ERNESTO,"Supongo que por eso me ha hecho llamar."
1,4,SALVADOR,"Así es… ¿Se imagina lo que será de este Ministerio si deja de ser un secreto?"
1,4,ERNESTO,"Prefiero no pensar en ello."
1,4,SALVADOR,"Saldremos hasta en los dominicales. Nuestro archivo de fotos se venderá. El día que Colón pisó América, la coronación de Isabel, la batalla de Bailén, la toma de Granada… todo el mundo verá cómo realmente fue… Y las pinturas de los museos valdrán menos que un viejo tebeo… El Ministerio se privatizará… Las multinacionales patrocinarán viajes turísticos al pasado… En la televisión veremos debates con Viriato o con Fernando VII. El presente se mezclará con el pasado. Inventando guerras sin sentido para cambiar una Historia que ya está escrita. por dinero."
1,4,ERNESTO,"Sí… Y todo por intereses políticos. O…"
1,4,SALVADOR,"¿No son las dos cosas desde siempre lo mismo? Debo enviarle a una misión a la que jamás me hubiera gustado enviarle. Apenas nos queda una oportunidad."
1,4,ERNESTO,"Solo quiero pedirle un favor."
1,4,SALVADOR,"El que sea."
1,4,ERNESTO,"Que nadie vaya a buscarme. Pase lo que pase."
1,4,PADRE AMELIA,"¿Puedo pasar hija?"
1,4,AMELIA,"Espere un segundo, padre… Ya."
1,4,PADRE AMELIA,"Hija, ¿te encuentras bien?"
1,4,AMELIA,"No es nada."
1,4,PADRE AMELIA,"A mi no me engañas. Estás triste porque Julián se va a Cuba. Volverá. Ya lo verás."
1,4,IRENE,"Siento haber sabido de qué época eres de esta manera."
1,4,ERNESTO,"De alguna forma lo tenías que saber."
1,4,IRENE,"Aún estás a tiempo de negarte…"
1,4,ERNESTO,"Tengo que ir. Es mi obligación. Como bien dice Alonso, los soldados tenemos que arriesgar nuestras vidas por una causa. Y no encuentro mejor causa que ésta."
1,4,SECRETARIO,"¡En pie! ¡Entra su excelencia el Inquisidor General, don Tomás de Torquemada!"
1,4,TORQUEMADA,"Recibe la señal de la cruz que negaste y de la que te has alejado."
1,4,GUARDIA,"¡Levanta, marrano!"
1,4,TORQUEMADA,"No hagamos esperara a Dios. ¿De qué se acusa al reo?"
1,4,INQUISIDOR,"Se le acusa de judaizar en secreto y de blasfemia. Le oyeron decir: ¡el Gran Inquisidor es el más perro de los hombres!"
1,4,BELTRÁN DE MONTILLA,"¿Reconocéis esas palabras?"
1,4,INQUISIDOR,"El que calla, otorga. El acusado confiesa su culpa. Así dijo Inocencio III: Usen contra los que como herejes la espada de la excomunión. Si no basta, usen la espada de hierro"
1,4,TORQUEMADA,"¿Tiene algo que decir el defensor del acusado?"
1,4,BELTRÁN DE MONTILLA,"Que perdonando al culpable, seríamos injustos con los inocentes. Porque como bien dijo Santo Tomás de Aquino, Si condenamos a muerte a malhechores, razón de más para condenar a muerte a herejes."
1,4,TORQUEMADA,"¿Quién se atreve a interrumpir este oficio?"
1,4,ALONSO,"Señorías, Monseñor… Traemos una bula Papal de absolución del reo."
1,4,TORQUEMADA,"El sello parece auténtico."
1,4,JULIÁN,"¿Acaso dudáis de nosotros? Porque eso sería dudar del mismísimo Papa."
1,4,TORQUEMADA,"No, no… Líbreme Dios… Dejadme ver. Si el Papa lo manda, no hay nada más que juzgar. Por la autoridad que me otorga la Santa Iglesia, absuelvo al reo de todas las acusaciones. ¡Llamad a la guardia! ¡En seguida!"
1,4,JULIÁN,"Tendríamos que irnos cuanto antes."
1,4,AMELIA,"Vengan con nosotros, por favor."
1,4,BELTRÁN DE MONTILLA,"¿Estáis seguro de lo que habéis hecho?"
1,4,TORQUEMADA ERNESTO,"Debajo de Dios, solo el Papa."
1,4,TORQUEMADA,"¡¡¿¿Qué está pasando aquí???!! ¡¡¡¡Guardias, prended a ese impostor!!!"
1,4,ERNESTO TORQUEMADA,"¡¡¡Ahora!!!  ¡¡¡Huid!!!"
1,4,ALONSO,"¡Corred a los caballos…! Yo voy por Ernesto o es hombre muerto."
1,4,JULIÁN,"Y tú lo serás también si entras ahí."
1,4,ALONSO,"No podemos dejarle."
1,4,AMELIA,"¡La misión es salvar al rabino! ¡No dices siempre que eres un soldado! ¡Pues obedece!"
1,4,SALVADOR,"Rabino Levi, señora, bienvenidos. Mi nombre es Salvador y estoy a cargo del Ministerio del Tiempo."
1,4,IRENE,"¿Y Ernesto?"
1,4,AMELIA,"No hemos podido sacarle de allí."
1,4,LEVI,"Decidme caballero, lo que hay en los pasillos, ¿son todas puertas del tiempo?"
1,4,SALVADOR,"Y hay muchas más. Gracias a su Libro. Les enseñaré palmo a palmo el Ministerio… Pero ahora, Irene les acompañará a nuestro servicio médico…"
1,4,MUJER LEVI,"¡Qué extraño es todo esto! Y qué hermoso a la vez…"
1,4,SALVADOR,"¿Algún problema?"
1,4,MUJER LEVI,"No, nada…"
1,4,IRENE,"Pueden estar tranquilos… serán pruebas leves… No les harán daño…"
1,4,LEVI,"Señora… No os preocupéis por nosotros por nosotros. Venimos del medievo y de la Inquisición…"
1,4,MUJER LEVI,"Sí… Ya no le tenemos miedo a nada."
1,4,IRENE,"Por aquí por favor."
1,4,SALVADOR,"Vamos a mi despacho."
1,4,SALVADOR,"Angustias, por favor… Póngame con el señor Stein."
1,4,ANGUSTIAS,"Sí, señor. ¿Y Ernesto?"
1,4,SALVADOR,"Cuéntenme lo que ha pasado con Ernesto."
1,4,JULIÁN,"Le atraparon entre varios guardias. Se ha comportado como un héroe."
1,4,AMELIA,"Sin él no habríamos conseguido cumplir con la misión."
1,4,SALVADOR,"Ni hablar."
1,4,ALONSO,"Hay que volver. medianoche. Aún faltan cuatro horas para la"
1,4,SALVADOR,"Nunca llegaría a tiempo a la puerta."
1,4,ALONSO,"Asumiré ese riesgo."
1,4,SALVADOR,"Pero yo no. No quiero perder a más agentes."
1,4,ALONSO,"En los Tercios teníamos un lema: ningún hombre se queda atrás."
1,4,SALVADOR,"¿Qué se cree? ¿Que no me gustaría que estuviera aquí en vez de estar a punto de ser quemado en la hoguera? Yo sabía lo que le pasaría si entraba por esa puerta. Y él también. ¿Sabe lo que me pidió anoche cuando supo que tenía que intervenir en la misión? Que no permitiera que nadie fuera a rescatarle. Y es lo que pienso hacer."
1,4,AMELIA,"Me gustaría hacerle una pregunta… ¿Qué relación tenía Ernesto con Torquemada?"
1,4,ERNESTO,"Tomás, soy tu padre."
1,4,TORQUEMADA,"No puede ser…"
1,4,ERNESTO,"Soy Pedro Fernández de Torquemada. Te guste o no."
1,4,TORQUEMADA,"¡No ensuciéis su nombre!"
1,4,ERNESTO,"Tu padre no descansa y mucho menos en paz. Lo tienes delante. Mírame, ¿o es que eres tan ciego que no puedes ver nuestro parecido?"
1,4,TORQUEMADA,"Lo veo. Y es obra del Maligno, sin duda. Os ha enviado para torturarme, para que reniegue de mi fe en Cristo."
1,4,ERNESTO,"No nombres en vano a Jesús. Él se sacrificó por los hombres. Tú los matas. Tú no eres Cristo, eres Pilatos."
1,4,TORQUEMADA,"¡¡¡¡Tú no eres mi padre!!!!"
1,4,ERNESTO,"Ojalá no lo fuese, te lo juro. Mi madre, tu abuela Juana, nació judía."
1,4,TORQUEMADA,"Era cristiana."
1,4,ERNESTO,"Se convirtió a la fe en Cristo porque no le quedó más remedio… Pero su sangre era judía… Y ahora tú persigues a los de tu misma sangre."
1,4,TORQUEMADA,"¡Cumplo con mi deber! ¡Son herejes!"
1,4,ERNESTO,"Son hombres y mujeres. Y no son menos que tú por tener una fe diferente."
1,4,TORQUEMADA,"Antes os juzgará a vos. A medianoche moriréis en la hoguera."
1,4,ERNESTO,"Puedes pegarme. Puedes matarme. Pero no por eso dejaré de ser tu padre."
1,4,ESPOSA RABINO,"¡Es tu libro!"
1,4,LEVI,"Por suerte, veo que ha caído en buenas manos. Ahora, puedo morir en paz."
1,4,SALVADOR,"Hombre, no diga eso, que le acabamos de￼salvar de la hoguera."
1,4,LEVI,"Era lo que me tenía reservado el destino. Yo ya sólo soy un viejo. Estoy enfermo."
1,4,MUJER LEVI,"Sangra, tiene tumores."
1,4,SALVADOR,"La medicina ha avanzado muchísimo. Le buscaremos un buen médico."
1,4,LEVI,"Mi hora está cerca. Ya habéis hecho suficiente permitiendo que me pueda despedir de los míos. Aunque supongo que no me habéis salvado sólo por eso. no diga eso, que le acabamos de salvar de la hoguera."
1,4,SALVADOR,"No. No le hemos salvado solo por eso."
1,4,LEVI,"¿Para qué se me necesita?"
1,4,MR. STEIN,"¿No van a pagar?"
1,4,SALVADOR,"No. Ni tampoco les vamos a dar el Libro de las Puertas."
1,4,MR. STEIN,"¿Es una broma?"
1,4,SALVADOR,"En absoluto. Angustias, por favor. Le presento al mismísimo Abraham Levi. en silencio, se sienta frente a él."
1,4,MR. STEIN,"Es… increíble…."
1,4,LEVI,"¿Puedo ver ese artefacto? A fe mía que es de mi estirpe."
1,4,SALVADOR,"En una semana le adjuntaremos análisis del señor Levi, muestras de ADN e incluso un análisis de sus ropas. Ya que nos vamos a hacer famosos, que sepan que trabajamos bien."
1,4,LEVI,"¿Es usted judío, verdad?"
1,4,LEVI,"תוביל הפעלה מערכת שלהם הרפאים או בשלום המת תן 5.למוות"
1,4,MR. STEIN,".יהיה זה כך"
1,4,MR. STEIN,"Le volveré a llamar pronto… Pero arreglaremos el asunto, no se preocupe."
1,4,SALVADOR,"¿Qué le ha dicho?"
1,4,LEVI,"Que ni él ni mis herederos avergonzasen a Yahvé con su comportamiento."
1,4,SALVADOR,"¿De verdad?"
1,4,LEVI,"¿Por qué os mentiría? Solo soy un viejo que está a punto de morir."
1,4,AMELIA,"Queda poco para que se cierre la puerta, ¿no?"
1,4,JULIÁN,"Apenas una hora."
1,4,AMELIA,"Ernesto no podrá volver."
1,4,JULIÁN,"¿Qué tal sienta tener a tu prometido en Cuba?"
1,4,AMELIA,"Ojalá todas las desgracias fuesen esa."
1,4,JULIÁN,"Cierto…"
1,4,AMELIA,"Vas a tener que escribirme cartas de amor para que lo vean mis padres."
1,4,JULIÁN,"Te escribiré… aunque te aviso que no se me da tan bien como a ti. ¿Te has deshecho de tu diario…? Debió costarte mucho."
1,4,AMELIA,"Sí… Para mí era como una manera de saber quién soy. De escribir mi propia historia entre tanto viaje."
1,4,JULIÁN,"Ver el cuadro de tu familia… Fue un golpe muy duro para ti… ¿Descubriste lo que pasó?"
1,4,AMELIA,"Poca cosa. Los archivos habían desaparecido. La guerra, ya sabes."
1,4,JULIÁN,"¿En qué piensas?"
1,4,AMELIA,"En nada."
1,4,JULIÁN,"Sabes que puedes hablar conmigo de lo que sea."
1,4,AMELIA,"Lo sé."
1,4,AMELIA,"¿Y tú en qué piensas?"
1,4,JULIÁN,"En Alonso… ¿dónde se habrá metido? Llevo un buen rato sin verle…"
1,4,GUARDIA 1,"¡En pie! ¡¡Llegó tu hora!"
1,4,ERNESTO,"¿Qué hace aquí, Alonso?"
1,4,ALONSO,"¿Creíais que iba a dejar que os mataran?"
1,4,ERNESTO,"La puerta está demasiado lejos. Nunca llegaremos a tiempo."
1,4,ALONSO,"Sabe Dios que lo haremos. ¡¡¡Me encanta el futuro!!!"
