Buenas	bueno	AQ0FP0
todos	todo	DI0MP0
juntos	junto	AQ0MP0
un	uno	DI0MS0
proyecto	proyecto	NCMS000
que	que	PR0CN000
respete	respetar	VMSP3S0
nuestra	nuestro	DP1FSP
pluralidad	pluralidad	NCFS000
y	y	CC
genere	generar	VMSP3S0
ilusión	ilusión	NCFS000
y	y	CC
confianza	confianza	NCFS000
en	en	SPS00
el	el	DA0MS0
futuro	futuro	NCMS000
.	.	Fp
Porque	porque	CS
necesitamos	necesitar	VMIP1P0
,	,	Fc
también	también	RG
,	,	Fc
ilusión	ilusión	NCFS000
y	y	CC
confianza	confianza	NCFS000
.	.	Fp
El	el	DA0MS0
mes	mes	NCMS000
de	de	SPS00
junio	junio	NCMS000
pasado	pasar	VMP00SM
,	,	Fc
España	españa	NP00G00
se	se	P00CN000
dio	dar	VMIS3S0
a	a	SPS00
sí	sí	PP3CNO00
misma	mismo	AQ0FS0
y	y	CC
a	a	SPS00
el	el	DA0MS0
mundo	mundo	NCMS000
un	uno	DI0MS0
ejemplo	ejemplo	NCMS000
de	de	SPS00
seriedad	seriedad	NCFS000
y	y	CC
dignidad	dignidad	NCFS000
en	en	SPS00
el	el	DA0MS0
desarrollo	desarrollo	NCMS000
de	de	SPS00
el	el	DA0MS0
proceso	proceso	NCMS000
de	de	SPS00
abdicación	abdicación	NCFS000
de	de	SPS00
mi	mi	DP1CSS
padre	padre	NCMS000
el	el	DA0MS0
Rey_Juan_Carlos	rey_juan_carlos	NP00SP0
y	y	CC
de	de	SPS00
mi	mi	DP1CSS
proclamación	proclamación	NCFS000
como	como	CS
Rey	rey	NP00SP0
;	;	Fx
todo	todo	DI0MS0
ello	ello	PD0NS000
de_acuerdo_con	de_acuerdo_con	SPS00
nuestra	nuestro	DP1FSP
Constitución	constitución	NP00V00
.	.	Fp
Y	y	CC
a	a	SPS00
lo	el	DA0NS0
largo	largo	AQ0MS0
de	de	SPS00
estos	este	DD0MP0
últimos	último	AO0MP0
meses	mes	NCMP000
me	me	PP1CS000
habéis	haber	VAIP2P0
rodeado	rodear	VMP00SM
de	de	SPS00
vuestro	vuestro	DP2MSP
respeto	respeto	NCMS000
,	,	Fc
afecto	afecto	NCMS000
y	y	CC
cariño	cariño	NCMS000
.	.	Fp
Sinceramente	sinceramente	RG
,	,	Fc
me	me	PP1CS000
he	haber	VAIP1S0
sentido	sentir	VMP00SM
querido	querer	VMP00SM
y	y	CC
apreciado	apreciar	VMP00SM
y	y	CC
os	os	PP2CP000
lo	lo	PP3CNA00
agradezco	agradecer	VMIP1S0
de	de	SPS00
corazón	corazón	NCMS000
.	.	Fp
Y	y	CC
tengo	tener	VMIP1S0
que	que	CS
decir	decir	VMN0000
os	os	PP2CP000
también	también	RG
que	que	CS
he	haber	VAIP1S0
visto	ver	VMP00SM
ilusión	ilusión	NCFS000
en	en	SPS00
muchos	mucho	PI0MP000
de	de	SPS00
vosotros	vosotros	PP2MP000
,	,	Fc
en	en	SPS00
vuestras	vuestro	DP2FPP
miradas	mirada	NCFP000
,	,	Fc
en	en	SPS00
vuestras	vuestro	DP2FPP
palabras	palabra	NCFP000
,	,	Fc
ante	ante	SPS00
el	el	DA0MS0
inicio	inicio	NCMS000
de	de	SPS00
una	uno	DI0FS0
nueva	nuevo	AQ0FS0
época	época	NCFS000
en	en	SPS00
nuestra	nuestro	DP1FSP
historia	historia	NCFS000
.	.	Fp
Es	ser	VSIP3S0
cierto	cierto	AQ0MS0
que	que	PR0CN000
vivimos	vivir	VMIP1P0
tiempos	tiempo	NCMP000
complejos	complejo	AQ0MP0
y	y	CC
difíciles	difícil	AQ0CP0
.	.	Fp
Sin	sin	SPS00
duda	duda	NCFS000
.	.	Fp
Pero	pero	CC
son	ser	VSIP3P0
también	también	RG
tiempos	tiempo	NCMP000
que	que	PR0CN000
debemos	deber	VMIP1P0
afrontar	afrontar	VMN0000
con	con	SPS00
responsabilidad	responsabilidad	NCFS000
,	,	Fc
con	con	SPS00
ilusión	ilusión	NCFS000
y	y	CC
espíritu	espíritu	NCMS000
renovador	renovador	AQ0MS0
.	.	Fp
Tiempos	tiempo	NCMP000
nuevos	nuevo	AQ0MP0
que	que	PR0CN000
se	se	P00CN000
proyectan	proyectar	VMIP3P0
en	en	SPS00
todos	todo	DI0MP0
los	el	DA0MP0
ámbitos	ámbito	NCMP000
de	de	SPS00
nuestra	nuestro	DP1FSP
vida	vida	NCFS000
colectiva	colectivo	AQ0FS0
e	y	CC
individual	individual	AQ0CS0
.	.	Fp
Y	y	CC
ahora	ahora	RG
nos	nos	PP1CP000
corresponde	corresponder	VMIP3S0
a	a	SPS00
los	el	DA0MP0
españoles	español	NCMP000
de	de	SPS00
hoy	hoy	RG
continuar	continuar	VMN0000
la	el	DA0FS0
tarea	tarea	NCFS000
de	de	SPS00
labrar	labrar	VMN0000
nuestro	nuestro	DP1MSP
mejor	mejor	AQ0CS0
futuro	futuro	NCMS000
;	;	Fx
que	que	CS
empieza	empezar	VMIP3S0
ya	ya	RG
,	,	Fc
que	que	CS
ha	haber	VAIP3S0
empezado	empezar	VMP00SM
ya	ya	RG
.	.	Fp
Afortunadamente	afortunadamente	RG
,	,	Fc
no	no	RN
partimos	partir	VMIP1P0
de	de	SPS00
cero	cero	NCMS000
,	,	Fc
ni_mucho_menos	ni_mucho_menos	RG
,	,	Fc
y	y	CC
,	,	Fc
por	por	SPS00
ello	ello	PD0NS000
,	,	Fc
no	no	RN
debemos	deber	VMIP1P0
olvidar	olvidar	VMN0000
lo	el	DA0NS0
que	que	PR0CN000
hemos	haber	VAIP1P0
conseguido	conseguir	VMP00SM
juntos	junto	AQ0MP0
con	con	SPS00
grandes	grande	AQ0CP0
esfuerzos	esfuerzo	NCMP000
y	y	CC
sacrificios	sacrificio	NCMP000
,	,	Fc
generación	generación	NCFS000
tras	tras	SPS00
generación	generación	NCFS000
;	;	Fx
que	que	CS
es	ser	VSIP3S0
mucho	mucho	RG
y	y	CC
lo	lo	PP3CNA00
debemos	deber	VMIP1P0
valorar	valorar	VMN0000
con	con	SPS00
orgullo	orgullo	NCMS000
.	.	Fp
Aunque	aunque	CC
también	también	RG
tengamos	tener	VMSP1P0
la	el	DA0FS0
responsabilidad	responsabilidad	NCFS000
de	de	SPS00
corregir	corregir	VMN0000
los	el	DA0MP0
fallos	fallo	NCMP000
y	y	CC
mejorar	mejorar	VMN0000
y	y	CC
acrecentar	acrecentar	VMN0000
los	el	DA0MP0
activos	activo	NCMP000
de	de	SPS00
la	el	DA0FS0
España	españa	NP00G00
de	de	SPS00
hoy	hoy	RG
,	,	Fc
con	con	SPS00
la	el	DA0FS0
vista	vista	NCFS000
puesta	poner	VMP00SF
en	en	SPS00
un	uno	DI0MS0
futuro	futuro	NCMS000
que	que	PR0CN000
nos	nos	PP1CP000
pertenece	pertenecer	VMIP3S0
a	a	SPS00
todos	todo	DI0MP0
los	el	DA0MP0
españoles	español	NCMP000
.	.	Fp
Somos	ser	VSIP1P0
una	uno	DI0FS0
democracia	democracia	NCFS000
consolidada	consolidar	VMP00SF
.	.	Fp
Disfrutamos	disfrutar	VMIP1P0
de	de	SPS00
una	uno	DI0FS0
estabilidad	estabilidad	NCFS000
política	político	AQ0FS0
como	como	CS
nunca	nunca	RG
antes	antes	RG
en	en	SPS00
nuestra	nuestro	DP1FSP
historia	historia	NCFS000
.	.	Fp
Nuestro	nuestro	DP1MSP
marco	marco	NCMS000
constitucional	constitucional	AQ0CS0
nos	nos	PP1CP000
ha	haber	VAIP3S0
permitido	permitir	VMP00SM
la	el	DA0FS0
alternancia	alternancia	NCFS000
política	político	AQ0FS0
basada	basar	VMP00SF
en	en	SPS00
unas	uno	DI0FP0
elecciones	elección	NCFP000
libres	libre	AQ0CP0
y	y	CC
democráticas	democrático	AQ0FP0
.	.	Fp
Somos	ser	VSIP1P0
,	,	Fc
además	además	RG
,	,	Fc
una	uno	DI0FS0
nación	nación	NCFS000
respetada	respetar	VMP00SF
y	y	CC
apreciada	apreciar	VMP00SF
en	en	SPS00
el	el	DA0MS0
mundo	mundo	NCMS000
y	y	CC
con	con	SPS00
una	uno	DI0FS0
profunda	profundo	AQ0FS0
vocación	vocación	NCFS000
universal	universal	AQ0CS0
,	,	Fc
imprescindible	imprescindible	AQ0CS0
para	para	SPS00
promover	promover	VMN0000
nuestra	nuestro	DP1FSP
cultura	cultura	NCFS000
y	y	CC
defender	defender	VMN0000
nuestros	nuestro	DP1MPP
intereses	interés	NCMP000
en	en	SPS00
un	uno	DI0MS0
mundo	mundo	NCMS000
global	global	AQ0CS0
.	.	Fp
Hoy	hoy	RG
,	,	Fc
más	más	RG
que	que	CS
nunca	nunca	RG
,	,	Fc
somos	ser	VSIP1P0
parte	parte	NCFS000
fundamental	fundamental	AQ0CS0
de	de	SPS00
un	uno	DI0MS0
proyecto	proyecto	NCMS000
europeo	europeo	AQ0MS0
que	que	PR0CN000
nos	nos	PP1CP000
hace	hacer	VMIP3S0
más	más	RG
fuertes	fuerte	AQ0CP0
,	,	Fc
más	más	RG
competitivos	competitivo	AQ0MP0
y	y	CC
más	más	RG
protagonistas	protagonista	NCCP000
de	de	SPS00
un	uno	DI0MS0
futuro	futuro	NCMS000
de	de	SPS00
integración	integración	NCFS000
.	.	Fp
Como	como	CS
dije	decir	VMIS1S0
en	en	SPS00
mi	mi	DP1CSS
discurso	discurso	NCMS000
de	de	SPS00
proclamación	proclamación	NCFS000
,	,	Fc
todo	todo	DI0MS0
tiempo	tiempo	NCMS000
político	político	AQ0MS0
tiene	tener	VMIP3S0
sus	su	DP3CP0
propios	propio	AQ0MP0
retos	reto	NCMP000
.	.	Fp
Debemos	deber	VMIP1P0
seguir	seguir	VMN0000
avanzando	avanzar	VMG0000
en	en	SPS00
nuestra	nuestro	DP1FSP
convivencia	convivencia	NCFS000
política	político	AQ0FS0
,	,	Fc
paso	paso	NCMS000
a	a	SPS00
paso	paso	NCMS000
,	,	Fc
adaptando	adaptar	VMG0000
la	lo	PP3FSA00
a	a	SPS00
las	el	DA0FP0
necesidades	necesidad	NCFP000
de	de	SPS00
nuestro	nuestro	DP1MSP
tiempo	tiempo	NCMS000
.	.	Fp
Poner	poner	VMN0000
a	a	SPS00
el	el	DA0MS0
día	día	NCMS000
y	y	CC
actualizar	actualizar	VMN0000
el	el	DA0MS0
funcionamiento	funcionamiento	NCMS000
de	de	SPS00
nuestra	nuestro	DP1FSP
sociedad	sociedad	NCFS000
democrática	democrático	AQ0FS0
y	y	CC
conseguir	conseguir	VMN0000
que	que	CS
los	el	DA0MP0
ciudadanos	ciudadano	NCMP000
recuperen	recuperar	VMSP3P0
su	su	DP3CS0
confianza	confianza	NCFS000
en	en	SPS00
las	el	DA0FP0
instituciones	institución	NCFP000
.	.	Fp
Unas	uno	DI0FP0
instituciones	institución	NCFP000
con	con	SPS00
vigor	vigor	NCMS000
y	y	CC
vitalidad	vitalidad	NCFS000
,	,	Fc
que	que	CS
puedan	poder	VMSP3P0
sentir	sentir	VMN0000
como	como	CS
suyas	suyo	PX3FP0C0
.	.	Fp
No	no	RN
quiero	querer	VMIP1S0
terminar	terminar	VMN0000
mis	mi	DP1CPS
palabras	palabra	NCFP000
sin	sin	SPS00
transmitir	transmitir	VMN0000
os	os	PP2CP000
un	uno	DI0MS0
mensaje	mensaje	NCMS000
de	de	SPS00
esperanza	esperanza	NCFS000
.	.	Fp
Regenerar	regenerar	VMN0000
nuestra	nuestro	DP1FSP
vida	vida	NCFS000
política	político	AQ0FS0
,	,	Fc
recuperar	recuperar	VMN0000
la	el	DA0FS0
confianza	confianza	NCFS000
de	de	SPS00
los	el	DA0MP0
ciudadanos	ciudadano	NCMP000
en	en	SPS00
sus	su	DP3CP0
instituciones	institución	NCFP000
,	,	Fc
garantizar	garantizar	VMN0000
nuestro	nuestro	DP1MSP
Estado_de_el_Bienestar	estado_de_el_bienestar	NP00O00
y	y	CC
preservar	preservar	VMN0000
nuestra	nuestro	DP1FSP
unidad	unidad	NCFS000
desde	desde	SPS00
la	el	DA0FS0
pluralidad	pluralidad	NCFS000
son	ser	VSIP3P0
nuestros	nuestro	DP1MPP
grandes	grande	AQ0CP0
retos	reto	NCMP000
.	.	Fp
No	no	RN
son	ser	VSIP3P0
tareas	tarea	NCFP000
sencillas	sencillo	AQ0FP0
.	.	Fp
No	no	RN
son	ser	VSIP3P0
retos	reto	NCMP000
fáciles	fácil	AQ0CP0
.	.	Fp
Pero	pero	CC
los	lo	PP3MPA00
vamos	ir	VMIP1P0
a	a	SPS00
superar	superar	VMN0000
,	,	Fc
sin	sin	SPS00
duda	duda	NCFS000
;	;	Fx
estoy	estar	VAIP1S0
convencido	convencer	VMP00SM
de	de	SPS00
ello	ello	PD0NS000
.	.	Fp
Tenemos	tener	VMIP1P0
capacidad	capacidad	NCFS000
y	y	CC
coraje	coraje	NCMS000
de_sobra	de_sobra	RG
.	.	Fp
Tenemos	tener	VMIP1P0
también	también	RG
el	el	DA0MS0
deseo	deseo	NCMS000
y	y	CC
la	el	DA0FS0
voluntad	voluntad	NCFS000
.	.	Fp
Y	y	CC
hemos	haber	VMIP1P0
de	de	SPS00
sumar	sumar	VMN0000
,	,	Fc
además	además	RG
la	el	DA0FS0
confianza	confianza	NCFS000
en	en	SPS00
nosotros	nosotros	PP1MP000
mismos	mismo	AQ0MP0
.	.	Fp
Esa	ese	PD0FS000
es	ser	VSIP3S0
la	el	DA0FS0
clave	clave	NCFS000
de	de	SPS00
nuestra	nuestro	DP1FSP
esperanza	esperanza	NCFS000
en	en	SPS00
el	el	DA0MS0
futuro	futuro	NCMS000
.	.	Fp
La	el	DA0FS0
clave	clave	NCFS000
para	para	SPS00
recuperar	recuperar	VMN0000
el	el	DA0MS0
orgullo	orgullo	NCMS000
de	de	SPS00
nuestra	nuestro	DP1FSP
conciencia	conciencia	NCFS000
nacional	nacional	AQ0CS0
:	:	Fd
la	el	DA0FS0
de	de	SPS00
una	uno	DI0FS0
España	españa	NP00O00
moderna	moderno	AQ0FS0
,	,	Fc
de	de	SPS00
profundas	profundo	AQ0FP0
convicciones	convicción	NCFP000
democráticas	democrático	AQ0FP0
,	,	Fc
diversa	diverso	AQ0FS0
,	,	Fc
abierta	abrir	VMP00SF
a	a	SPS00
el	el	DA0MS0
mundo	mundo	NCMS000
,	,	Fc
solidaria	solidario	AQ0FS0
,	,	Fc
potente	potente	AQ0CS0
y	y	CC
con	con	SPS00
empuje	empuje	NCMS000
.	.	Fp
Con	con	SPS00
ese	ese	DD0MS0
mismo	mismo	AQ0MS0
empuje	empuje	NCMS000
y	y	CC
con	con	SPS00
el	el	DA0MS0
ejemplo	ejemplo	NCMS000
con	con	SPS00
el	el	DA0MS0
que	que	PR0CN000
vosotros	vosotros	PP2MP000
afrontáis	afrontar	VMIP2P0
vuestro	vuestro	DP2MSP
día	día	NCMS000
a	a	SPS00
día	día	NCMS000
luchando	luchar	VMG0000
ante	ante	SPS00
las	el	DA0FP0
adversidades	adversidad	NCFP000
intentando	intentar	VMG0000
progresar	progresar	VMN0000
,	,	Fc
procurando	procurar	VMG0000
mejorar	mejorar	VMN0000
honestamente	honestamente	RG
vuestra	vuestro	DP2FSP
vida	vida	NCFS000
y	y	CC
la	el	DA0FS0
de	de	SPS00
vuestras	vuestro	DP2FPP
familias	familia	NCFP000
.	.	Fp
Y	y	CC
ahí	ahí	RG
estaré	estar	VAIF1S0
siempre	siempre	RG
a	a	SPS00
vuestro	vuestro	DP2MSP
lado	lado	NCMS000
como	como	CS
el	el	DA0MS0
primer	1	AO0MS0
servidor	servidor	NCMS000
de	de	SPS00
los	el	DA0MP0
españoles	español	NCMP000
.	.	Fp
Gracias	gracia	NCFP000
nuevamente	nuevamente	RG
por	por	SPS00
escuchar	escuchar	VMN0000
me	me	PP1CS000
esta	este	DD0FS0
noche	noche	NCFS000
y	y	CC
muchísimas	mucho	DI0FP0
felicidades	felicidad	NCFP000
en	en	SPS00
nombre	nombre	NCMS000
de	de	SPS00
la	el	DA0FS0
Reina	reina	NP00SP0
,	,	Fc
de	de	SPS00
la	el	DA0FS0
Princesa_de_Asturias	princesa_de_asturias	NP00O00
y	y	CC
de	de	SPS00
la	el	DA0FS0
Infanta_Sofía	infanta_sofía	NP00O00
.	.	Fp
Feliz_Navidad	feliz_navidad	NP00SP0
,	,	Fc
Eguberri	eguberri	NP00SP0
on	on	VMIS3P0
,	,	Fc
Bon_Nadal	bon_nadal	NP00SP0
,	,	Fc
Boas_Festas	boas_festas	NP00SP0
.	.	Fp
