Buenas	bueno	AQ0FP0
convivencia	convivencia	NCFS000
democrática	democrático	AQ0FS0
basada	basar	VMP00SF
en	en	SPS00
el	el	DA0MS0
respeto	respeto	NCMS000
a	a	SPS00
la	el	DA0FS0
Ley	ley	NP00V00
,	,	Fc
en	en	SPS00
una	uno	DI0FS0
voluntad	voluntad	NCFS000
decidida	decidir	VMP00SF
y	y	CC
leal	leal	AQ0CS0
de	de	SPS00
construir	construir	VMN0000
y	y	CC
no	no	RN
de	de	SPS00
destruir	destruir	VMN0000
,	,	Fc
de	de	SPS00
engrandecer	engrandecer	VMN0000
y	y	CC
no	no	RN
de	de	SPS00
empequeñecer	empequeñecer	VMN0000
,	,	Fc
de	de	SPS00
fortalecer	fortalecer	VMN0000
y	y	CC
no	no	RN
de	de	SPS00
debilitar	debilitar	VMN0000
.	.	Fp
Porque	porque	CS
ahora	ahora	RG
es	ser	VSIP3S0
el	el	DA0MS0
momento	momento	NCMS000
de	de	SPS00
pensar	pensar	VMN0000
en	en	SPS00
la	el	DA0FS0
España	españa	NP00G00
que	que	PR0CN000
queremos	querer	VMIP1P0
para	para	SPS00
las	el	DA0FP0
próximas	próximo	AQ0FP0
décadas	década	NCFP000
,	,	Fc
que	que	PR0CN000
será	ser	VSIF3S0
la	el	DA0FS0
de	de	SPS00
nuestros	nuestro	DP1MPP
jóvenes	joven	NCCP000
de	de	SPS00
hoy	hoy	RG
,	,	Fc
y	y	CC
de	de	SPS00
forjar	forjar	VMN0000
la	lo	PP3FSA00
con	con	SPS00
solidez	solidez	NCFS000
.	.	Fp
Y	y	CC
para	para	SPS00
ello	ello	PD0NS000
,	,	Fc
debemos	deber	VMIP1P0
concentrar	concentrar	VMN0000
nuestras	nuestro	DP1FPP
energías	energía	NCFP000
en	en	SPS00
mirar	mirar	VMN0000
hacia	hacia	SPS00
el	el	DA0MS0
mundo	mundo	NCMS000
que	que	PR0CN000
nos	nos	PP1CP000
rodea	rodear	VMIP3S0
,	,	Fc
y	y	CC
darnos_cuenta	dar_cuenta	VMN0000
cabalmente	cabalmente	RG
de	de	SPS00
por	por	SPS00
dónde	dónde	PT000000
va	ir	VMIP3S0
.	.	Fp
Un	uno	DI0MS0
mundo	mundo	NCMS000
muy	muy	RG
incierto	incierto	AQ0MS0
,	,	Fc
con	con	SPS00
grandes	grande	AQ0CP0
desafíos	desafío	NCMP000
políticos	político	AQ0MP0
,	,	Fc
sociales	social	AQ0CP0
o	o	CC
en_materia_de	en_materia_de	SPS00
desarrollo	desarrollo	NCMS000
y	y	CC
seguridad	seguridad	NCFS000
,	,	Fc
por_ejemplo	por_ejemplo	RG
.	.	Fp
Pero	pero	CC
entre	entre	SPS00
ellos	ellos	PP3MP000
,	,	Fc
hoy	hoy	RG
quiero	querer	VMIP1S0
detener	detener	VMN0000
me	me	PP1CS000
en	en	SPS00
los	el	DA0MP0
avances	avance	NCMP000
de	de	SPS00
la	el	DA0FS0
tecnología	tecnología	NCFS000
que	que	PR0CN000
,	,	Fc
a	a	SPS00
escala	escala	NCFS000
global	global	AQ0CS0
,	,	Fc
condicionan	condicionar	VMIP3P0
cada	cada	DI0CS0
día	día	NCMS000
más	más	RG
nuestras	nuestro	DP1FPP
vidas	vida	NCFP000
cotidianas	cotidiano	AQ0FP0
.	.	Fp
Vivimos	vivir	VMIP1P0
una	uno	DI0FS0
nueva	nuevo	AQ0FS0
realidad	realidad	NCFS000
que	que	PR0CN000
ha	haber	VAIP3S0
cambiado	cambiar	VMP00SM
la	el	DA0FS0
forma	forma	NCFS000
de	de	SPS00
comunicar	comunicar	VMN0000
nos	nos	PP1CP000
y	y	CC
relacionar	relacionar	VMN0000
nos	nos	PP1CP000
entre	entre	SPS00
nosotros	nosotros	PP1MP000
;	;	Fx
de	de	SPS00
recibir	recibir	VMN0000
información	información	NCFS000
necesaria	necesario	AQ0FS0
para	para	SPS00
formar	formar	VMN0000
nuestra	nuestro	DP1FSP
opinión	opinión	NCFS000
y	y	CC
tomar	tomar	VMN0000
decisiones	decisión	NCFP000
;	;	Fx
que	que	CS
se	se	P00CN000
ha	haber	VAIP3S0
introducido	introducir	VMP00SM
en	en	SPS00
nuestras	nuestro	DP1FPP
empresas	empresa	NCFP000
,	,	Fc
en	en	SPS00
nuestras	nuestro	DP1FPP
fábricas	fábrica	NCFP000
y	y	CC
en	en	SPS00
nuestras	nuestro	DP1FPP
industrias	industria	NCFP000
,	,	Fc
transformando	transformar	VMG0000
los	el	DA0MP0
procesos	proceso	NCMP000
productivos	productivo	AQ0MP0
y	y	CC
los	el	DA0MP0
empleos	empleo	NCMP000
,	,	Fc
tal_y_como	tal_y_como	CS
los	lo	PP3MPA00
conocíamos	conocer	VMII1P0
.	.	Fp
Incluso	incluso	RG
está	estar	VAIP3S0
transformando	transformar	VMG0000
nuestros	nuestro	DP1MPP
colegios	colegio	NCMP000
,	,	Fc
universidades	universidad	NCFP000
y	y	CC
centros	centro	NCMP000
de	de	SPS00
formación	formación	NCFS000
.	.	Fp
Nunca	nunca	RG
antes	antes	RG
en	en	SPS00
la	el	DA0FS0
historia	historia	NCFS000
de	de	SPS00
la	el	DA0FS0
Humanidad	humanidad	NP00V00
y	y	CC
en	en	SPS00
un	uno	DI0MS0
espacio	espacio	NCMS000
de	de	SPS00
tiempo	tiempo	NCMS000
tan	tan	RG
corto	corto	AQ0MS0
,	,	Fc
se	se	P00CN000
habían	haber	VAII3P0
producido	producir	VMP00SM
cambios	cambio	NCMP000
tan	tan	RG
grandes	grande	AQ0CP0
.	.	Fp
Hoy	hoy	RG
sabemos	saber	VMIP1P0
que	que	CS
no	no	RN
se	se	P00CN000
trata	tratar	VMIP3S0
ya	ya	RG
solo	solo	AQ0MS0
de	de	SPS00
una	uno	DI0FS0
revolución	revolución	NCFS000
tecnológica	tecnológico	AQ0FS0
:	:	Fd
es	ser	VSIP3S0
algo	algo	PI0CS000
mucho	mucho	RG
más	más	RG
profundo	profundo	AQ0MS0
.	.	Fp
Es	ser	VSIP3S0
un	uno	DI0MS0
nuevo	nuevo	AQ0MS0
modelo	modelo	NCCS000
de	de	SPS00
el	el	DA0MS0
mundo	mundo	NCMS000
que	que	PR0CN000
traspasa	traspasar	VMIP3S0
fronteras	frontera	NCFP000
,	,	Fc
sociedades	sociedad	NCFP000
,	,	Fc
generaciones	generación	NCFP000
y	y	CC
creencias	creencia	NCFP000
.	.	Fp
En	en	SPS00
este	este	DD0MS0
contexto	contexto	NCMS000
es	ser	VSIP3S0
evidente	evidente	AQ0CS0
que	que	PR0CN000
debemos	deber	VMIP1P0
adaptar	adaptar	VMN0000
nos	nos	PP1CP000
a	a	SPS00
esa	ese	DD0FS0
nueva	nuevo	AQ0FS0
realidad	realidad	NCFS000
imparable	imparable	AQ0CS0
y	y	CC
desarrollar	desarrollar	VMN0000
a	a	SPS00
el	el	DA0MS0
máximo	máximo	AQ0MS0
nuestras	nuestro	DP1FPP
habilidades	habilidad	NCFP000
para	para	SPS00
actuar	actuar	VMN0000
con	con	SPS00
éxito	éxito	NCMS000
en	en	SPS00
la	el	DA0FS0
ciencia	ciencia	NCFS000
,	,	Fc
en	en	SPS00
la	el	DA0FS0
economía	economía	NCFS000
o	o	CC
en	en	SPS00
la	el	DA0FS0
cultura	cultura	NCFS000
,	,	Fc
también	también	RG
en	en	SPS00
la	el	DA0FS0
industria	industria	NCFS000
y	y	CC
en	en	SPS00
la	el	DA0FS0
seguridad	seguridad	NCFS000
;	;	Fx
pero	pero	CC
preservando	preservar	VMG0000
siempre	siempre	RG
los	el	DA0MP0
valores	valor	NCMP000
humanos	humano	AQ0MP0
que	que	PR0CN000
nos	nos	PP1CP000
identifican	identificar	VMIP3P0
y	y	CC
nos	nos	PP1CP000
definen	definir	VMIP3P0
.	.	Fp
No	no	RN
debemos	deber	VMIP1P0
esperar	esperar	VMN0000
a	a	SPS00
que	que	PR0CN000
esa	ese	DD0FS0
nueva	nuevo	AQ0FS0
realidad	realidad	NCFS000
se	se	P00CN000
imponga	imponer	VMSP1S0
sobre	sobre	SPS00
nosotros	nosotros	PP1MP000
;	;	Fx
tengamos	tener	VMM01P0
en	en	SPS00
cambio	cambio	NCMS000
,	,	Fc
la	el	DA0FS0
fuerza	fuerza	NCFS000
y	y	CC
el	el	DA0MS0
empuje	empuje	NCMS000
suficientes	suficiente	AQ0CP0
como	como	CS
país	país	NCMS000
para	para	SPS00
anticipar	anticipar	VMN0000
nos	nos	PP1CP000
y	y	CC
asumir	asumir	VMN0000
el	el	DA0MS0
protagonismo	protagonismo	NCMS000
necesario	necesario	AQ0MS0
en	en	SPS00
la	el	DA0FS0
nueva	nuevo	AQ0FS0
era	ser	VSII1S0
que	que	CS
se	se	P00CN000
abre	abrir	VMIP3S0
ante	ante	SPS00
nosotros	nosotros	PP1MP000
.	.	Fp
Y	y	CC
en	en	SPS00
esa	ese	DD0FS0
tarea	tarea	NCFS000
la	el	DA0FS0
educación	educación	NCFS000
es	ser	VSIP3S0
y	y	CC
será	ser	VSIF3S0
sin	sin	SPS00
duda	duda	NCFS000
la	el	DA0FS0
clave	clave	NCFS000
esencial	esencial	AQ0CS0
.	.	Fp
Una	uno	DI0FS0
educación	educación	NCFS000
que	que	PR0CN000
asegure	asegurar	VMSP3S0
y	y	CC
actualice	actualizar	VMSP3S0
permanentemente	permanentemente	RG
nuestros	nuestro	DP1MPP
conocimientos	conocimiento	NCMP000
;	;	Fx
pero	pero	CC
que	que	CS
también	también	RG
forme	formar	VMSP1S0
en	en	SPS00
lenguas	lengua	NCFP000
y	y	CC
en	en	SPS00
cultura	cultura	NCFS000
;	;	Fx
en	en	SPS00
civismo	civismo	NCMS000
y	y	CC
en	en	SPS00
valores	valor	NCMP000
;	;	Fx
que	que	CS
prepare	preparar	VMSP3S0
a	a	SPS00
nuestros	nuestro	DP1MPP
jóvenes	joven	NCCP000
para	para	SPS00
ser	ser	VSN0000
ciudadanos	ciudadano	NCMP000
de	de	SPS00
este	este	DD0MS0
nuevo	nuevo	AQ0MS0
mundo	mundo	NCMS000
más	más	RG
libres	libre	AQ0CP0
y	y	CC
más	más	RG
capaces	capaz	AQ0CP0
y	y	CC
que	que	PR0CN000
sepan	saber	VMSP3P0
aprovechar	aprovechar	VMN0000
la	el	DA0FS0
experiencia	experiencia	NCFS000
de	de	SPS00
nuestros	nuestro	DP1MPP
mayores	mayor	NCCP000
.	.	Fp
Una	uno	DI0FS0
educación	educación	NCFS000
que	que	PR0CN000
fomente	fomentar	VMSP3S0
la	el	DA0FS0
investigación	investigación	NCFS000
,	,	Fc
impulse	impulsar	VMSP3S0
la	el	DA0FS0
innovación	innovación	NCFS000
,	,	Fc
promueva	promover	VMSP3S0
la	el	DA0FS0
creatividad	creatividad	NCFS000
y	y	CC
el	el	DA0MS0
espíritu	espíritu	NCMS000
emprendedor	emprendedor	AQ0MS0
como	como	CS
rasgos	rasgo	NCMP000
y	y	CC
exigencias	exigencia	NCFP000
de	de	SPS00
la	el	DA0FS0
sociedad	sociedad	NCFS000
de	de	SPS00
el	el	DA0MS0
futuro	futuro	NCMS000
,	,	Fc
que	que	PR0CN000
es	ser	VSIP3S0
ya	ya	RG
la	el	DA0FS0
sociedad	sociedad	NCFS000
de	de	SPS00
nuestros	nuestro	DP1MPP
días	día	NCMP000
.	.	Fp
No	no	RN
quisiera	querer	VMSI3S0
ocupar	ocupar	VMN0000
durante	durante	SPS00
más	más	RG
tiempo	tiempo	NCMS000
vuestra	vuestro	DP2FSP
atención	atención	NCFS000
en	en	SPS00
una	uno	DI0FS0
noche	noche	NCFS000
que	que	PR0CN000
debe	deber	VMIP3S0
ser	ser	VSN0000
de	de	SPS00
celebración	celebración	NCFS000
familiar	familiar	AQ0CS0
;	;	Fx
aunque	aunque	CC
no	no	RN
quiero	querer	VMIP1S0
terminar	terminar	VMN0000
sin	sin	SPS00
decir	decir	VMN0000
os	os	PP2CP000
que	que	CS
creo	crear	VMIP1S0
sinceramente	sinceramente	RG
en	en	SPS00
una	uno	DI0FS0
España	españa	NP00G00
consciente	consciente	AQ0CS0
,	,	Fc
solidaria	solidario	AQ0FS0
,	,	Fc
firme	firme	AQ0CS0
en	en	SPS00
sus	su	DP3CP0
valores	valor	NCMP000
,	,	Fc
alejada	alejar	VMP00SF
de	de	SPS00
el	el	DA0MS0
pesimismo	pesimismo	NCMS000
,	,	Fc
de	de	SPS00
la	el	DA0FS0
desilusión	desilusión	NCFS000
o	o	CC
el	el	DA0MS0
desencanto	desencanto	NCMS000
;	;	Fx
creo	crear	VMIP1S0
en	en	SPS00
una	uno	DI0FS0
España	españa	NP00G00
decidida	decidir	VMP00SF
a	a	SPS00
superar	superar	VMN0000
las	el	DA0FP0
dificultades	dificultad	NCFP000
que	que	PR0CN000
,	,	Fc
aunque	aunque	CC
grandes	grande	AQ0CP0
,	,	Fc
son	ser	VSIP3P0
también	también	RG
vencibles	vencible	AQ0CP0
.	.	Fp
Y	y	CC
no	no	RN
tengo	tener	VMIP1S0
duda	duda	NCFS000
de	de	SPS00
que	que	CS
seremos	ser	VSIF1P0
capaces	capaz	AQ0CP0
de	de	SPS00
superar	superar	VMN0000
las	lo	PP3FPA00
si	si	CS
entendemos	entender	VMIP1P0
que	que	CS
ya	ya	RG
no	no	RN
vivimos	vivir	VMIP1P0
tiempos	tiempo	NCMP000
para	para	SPS00
encerrar	encerrar	VMN0000
nos	nos	PP1CP000
en	en	SPS00
nosotros	nosotros	PP1MP000
mismos	mismo	AQ0MP0
,	,	Fc
sino	sino	CC
para	para	SPS00
abrir	abrir	VMN0000
nos	nos	PP1CP000
a	a	SPS00
el	el	DA0MS0
mundo	mundo	NCMS000
;	;	Fx
si	si	CS
tenemos	tener	VMIP1P0
claro	claro	RG
que	que	CS
no	no	RN
lo	lo	PP3CNA00
son	ser	VSIP3P0
tampoco	tampoco	RG
para	para	SPS00
fracturas	fractura	NCFP000
,	,	Fc
para	para	SPS00
divisiones	división	NCFP000
internas	interno	AQ0FP0
,	,	Fc
sino	sino	CC
para	para	SPS00
poner	poner	VMN0000
el	el	DA0MS0
acento	acento	NCMS000
en	en	SPS00
aquello	aquel	PD0NS000
que	que	PR0CN000
nos	nos	PP1CP000
une	unir	VMIP3S0
,	,	Fc
construyendo	construir	VMG0000
sobre	sobre	SPS00
nuestra	nuestro	DP1FSP
diversidad	diversidad	NCFS000
;	;	Fx
son	ser	VSIP3P0
tiempos	tiempo	NCMP000
para	para	SPS00
profundizar	profundizar	VMN0000
en	en	SPS00
una	uno	DI0FS0
España	españa	NP00G00
de	de	SPS00
brazos	brazo	NCMP000
abiertos	abrir	VMP00PM
y	y	CC
manos	mano	NCFP000
tendidas	tender	VMP00PF
,	,	Fc
donde	donde	CS
nadie	nadie	PI0CS000
agite	agitar	VMSP3S0
viejos	viejo	AQ0MP0
rencores	rencor	NCMP000
o	o	CC
abra	abra	NCFS000
heridas	herida	NCFP000
cerradas	cerrar	VMP00PF
.	.	Fp
Tiempos	tiempo	NCMP000
,	,	Fc
en	en	SPS00
fin	fin	NCMS000
,	,	Fc
en	en	SPS00
los	el	DA0MP0
que	que	PR0CN000
tenemos	tener	VMIP1P0
motivos	motivo	NCMP000
y	y	CC
razones	razón	NCFP000
más	más	RG
que	que	CS
poderosas	poderoso	NCFP000
para	para	SPS00
la	el	DA0FS0
unión	unión	NCFS000
,	,	Fc
para	para	SPS00
trabajar	trabajar	VMN0000
todos	todo	DI0MP0
juntos	junto	AQ0MP0
,	,	Fc
desde	desde	SPS00
cualquier	cualquiera	DI0CS0
lugar	lugar	NCMS000
de	de	SPS00
nuestro	nuestro	DP1MSP
gran	gran	AQ0CS0
país	país	NCMS000
,	,	Fc
con	con	SPS00
ilusión	ilusión	NCFS000
,	,	Fc
con	con	SPS00
ideales	ideal	NCMP000
y	y	CC
con	con	SPS00
proyectos	proyecto	NCMP000
para	para	SPS00
la	el	DA0FS0
mejor	mejor	AQ0CS0
España	españa	NP00G00
.	.	Fp
Así	así	RG
lo	lo	PP3CNA00
siento	sentar	VMIP1S0
y	y	CC
así	así	RG
lo	lo	PP3CNA00
creo	crear	VMIP1S0
.	.	Fp
Y	y	CC
con	con	SPS00
esa	ese	DD0FS0
profunda	profundo	AQ0FS0
convicción	convicción	NCFS000
os	os	PP2CP000
deseo	desear	VMIP1S0
,	,	Fc
en	en	SPS00
esta	este	DD0FS0
noche	noche	NCFS000
a	a	SPS00
todos	todo	PI0MP000
y	y	CC
a	a	SPS00
cada	cada	DI0CS0
uno	uno	PI0MS000
de	de	SPS00
vosotros	vosotros	PP2MP000
y	y	CC
a	a	SPS00
vuestras	vuestro	DP2FPP
familias	familia	NCFP000
,	,	Fc
una	uno	DI0FS0
muy	muy	RG
feliz	feliz	AQ0CS0
Navidad	navidad	NP00O00
.	.	Fp
Eguberri	eguberri	NP00SP0
on	on	VMIS3P0
/	/	Fh
Bon_Nadal	bon_nadal	NP00SP0
/	/	Fh
Boas	boa	NCFP000
festas	festas	VMP00PF
.	.	Fp
Buenas	bueno	AQ0FP0
noches	noche	NCFP000
.	.	Fp
Y	y	CC
Feliz	feliz	AQ0CS0
y	y	CC
próspero	próspero	AQ0MS0
2017	2017	Z
